Name,Country,Date,Content
Off their P,"Manchester, UK",Feb 2020 • Couples,This beach was very close to our hotel and we used lots. It is a really busy place with lots to see and do and there is something for everyone.You can rent sun loungers on there for not too much money and there’s lots of places to get food or drink. It is very close to the main road so there are tons of shops and food outlets.Watersports feature prominently and there are many people who will teach you how to surf if you require it. The sea can get very rough so best to do it with professional help.
Kristian B,"Copenhagen, Denmark",Feb 2020 • Family,"Cool clean beach with great waves for surfing but the beach also offer good opportunities for long walks, loads of food and drinks in beach beanbags."
Peter R,"Liverpool, UK",Dec 2019,"Good beach, nice and clean,  good surf if you like that sort of thing.  I walked from Double Six down to Kuta beach and then returned north to Seminyak beach. A lovely afternoon barefoot walk."
Sogwan,2 contributions,Jan 2020,"The beach is clean and we were well settled in sunbeds. we can buy juice, water.... and fruits, coconutThere is the Sunday in the restaurant a brunch very good "
vanessasmith75,"Sydney, Australia",Dec 2019 • Friends,Nice spot to hang out with friends. We can see also sunset which is amazing. Beside that there are many options of restaurants we can choose along the beach. 
2TravellingGeordies,"Newcastle upon Tyne, UK",Dec 2019 • Couples,Wrote a previous review up our stay in Seminyak and visiting the beaches here in Bali.Found Double 6 beach filled with plastics from high to low water. Nothing in the way of locals picking up the rubbish ranging from plastic bottle tops to plastic bags and old rope. How much damage is all this rubbish doing to marine life and not to mention the tourists entering these waters... the rubbish is not from tourism but from the rivers that flood once rain has fallen. Once you look beyond the rubbish I wonder how much none seen pollutants are in there!!!?.
Chris S,3 contributions,Dec 2019,"Great for surfing but not for swimming as the sea is too rough. Evenings are great as the bars & restaurants along the beach prepare for the amazing sunsets with lanterns, candles, comfy bean bag chairs & live music which all contributes to a memorable time"
kimseouhyoon,"Seoul, South Korea",Dec 2019 • Family,"The location is very close from city , you can enjoy the beach and buy coconut water during waiting the beautiful sunset"
stephenpysc,"Shanghai, China",Oct 2019,"This is the section of the beach in Bali that is relaxed and has everything you need from water sports, to surfing, to chair and drinks. Great for sunset.!"
Dumbamakeche,"Denpasar, Indonesia",Dec 2019 • Couples,Good beach to spend our time while waiting for the golden hour (sunset) so many restaurant around here and local deli (Bakso gerobak biru) is delicious and affordable. 
Cameliapark,2 contributions,Aug 2019 • Couples,"It was my second time in Bali, still beautiful as always and this beach is the most beautiful here. Definitely will visit this beach every time i come to bali."
smithtan,12 contributions,Dec 2019 • Couples,Really recommended. One of the best place to get the magical sunset where many bar surriunding to entertain you.
Amanda & Moha,13 contributions,Oct 2019 • Couples,"Had so much fun at double six last time i was there im going again in the next few days. There will be a break in the rain and I'm there. Very impressed with the food but you cant beat the atmosphere with lanterns under coloured umbrellas. Have to mention the double apple shisha and the bands. The lovely happy staff and the waves crashing, its an awesome sunset."
GlobetrotterJ16,"Seoul, South Korea",Mar 2019,"Double Six is a wide beach area between Seminyak and Kuta. A few hotels are next to it but it is one of the more underdeveloped areas of Bali. When we were there the beach was quite dirty, it was shocking to be honest, according to some reviews it has improved a lot it seems. We strolled along the beach all the way from Seminyak to Kuta and it is a fantastic beach walk, and once the sun starts to set even more picturesque."
widya artika,"Bali, Indonesia",Oct 2019 • Friends,"We really took a great time here to enjoy the sunset. The service was good and comfortable, we didn't even realise the time here as we talked and enjoyed the view."
Nikz1390,"Jaipur, India",Nov 2019 • Couples,Good place to relax with various shacks and places to sit . Most restaurants have sitting area and evening live music on beach at restaurants 
Swanand Oak,3 contributions,Nov 2019,"A lot of cafes, bars and restaurants with variety of vegetarian and non-vegetarian options. Prompt service by staff."
The World is My Oyster,"Orlando, FL",Nov 2019 • Friends,Really couldn't get enough on how incredibly amazing the sunset was. The beach got real crowded with hundreds of colorful bean bags and umbrellas. The live music was also so cool and created an amazing atmosphere. An absolute must do while in Bali!
Indira N,3 contributions,Oct 2019 • Solo,"Lovely beach club right by the beach, great music, food and ambiance, a definite hit! I had an awesome time everytime I came, which was often."
KevMac1960,"Stanford-Le-Hope, UK",Nov 2019 • Couples,Nice enough beach which appeared to be pretty popular with surfers. Unfortunately it seemed a bit grubby to me and the hawkers were a bit of a pain. It was all ok but I imagine their nicer places to spend a day on the sand. I may not be a good reviewer for this place as I’m not really a beach person ha ha
Tissai,"Brno, Czech Republic",Nov 2019 • Couples,"Nice Beach, not suitable for swimming, but great for surfing. Many bars with live music in evening to watch the sunset."
MaryBolo,"Melbourne, Australia",Nov 2019 • Couples,We loved it here! The atmosphere was amazing and the sunset was out of the world! Definitely a must visit when visiting Bali💕
N2N,"Jakarta, Indonesia",Nov 2019 • Friends,"Wonderful beach to holiday, great place to watch sunset with a drink, food and music, good for families and couple."
mutiaraputrilestari,"Jakarta, Indonesia",Jun 2019,"Double Six Beach is one of the never ending happening spot in Bali! What makes it become everyone's favourite is because it's strategic location for a sunset catcher, not too far away from Kuta Beach but way cleaner, nice sand and has a lot of fancy beach bars and restos to chill out. We can find a lot of domestic and foreign tourists here have fun by soaking up the sun, playing by the beach or surfing."
