Name,Country,Date,Content
Nikz1390,"Jaipur, India",Nov 2019,Good place to relax with various shacks and places to sit . Most restaurants have sitting area and evening live music on beach at restaurants 
Swanand Oak,3 contributions,Nov 2019,"A lot of cafes, bars and restaurants with variety of vegetarian and non-vegetarian options. Prompt service by staff."
The World is My Oyster,"Orlando, FL",Nov 2019,Really couldn't get enough on how incredibly amazing the sunset was. The beach got real crowded with hundreds of colorful bean bags and umbrellas. The live music was also so cool and created an amazing atmosphere. An absolute must do while in Bali!
Indira N,3 contributions,Oct 2019,"Lovely beach club right by the beach, great music, food and ambiance, a definite hit! I had an awesome time everytime I came, which was often."
KevMac1960,"Stanford-Le-Hope, UK",Nov 2019,Nice enough beach which appeared to be pretty popular with surfers. Unfortunately it seemed a bit grubby to me and the hawkers were a bit of a pain. It was all ok but I imagine their nicer places to spend a day on the sand. I may not be a good reviewer for this place as I’m not really a beach person ha ha
Tissai,"Brno, Czech Republic",Nov 2019,"Nice Beach, not suitable for swimming, but great for surfing. Many bars with live music in evening to watch the sunset."
MaryBolo,"Melbourne, Australia",Nov 2019,We loved it here! The atmosphere was amazing and the sunset was out of the world! Definitely a must visit when visiting Bali💕
N2N,"Jakarta, Indonesia",Nov 2019,"Wonderful beach to holiday, great place to watch sunset with a drink, food and music, good for families and couple."
mutiaraputrilestari,"Jakarta, Indonesia",Jun 2019,"Double Six Beach is one of the never ending happening spot in Bali! What makes it become everyone's favourite is because it's strategic location for a sunset catcher, not too far away from Kuta Beach but way cleaner, nice sand and has a lot of fancy beach bars and restos to chill out. We can find a lot of domestic and foreign tourists here have fun by soaking up the sun, playing by the beach or surfing."
mascotty02,"Greater Manchester, UK",Sep 2019,"Were there last year, and really was not impressed with the beach itself, it seemed scraggy and dirty and were some dogs Doo doo really didn’t want to do more than a paddle, this year I still felt slightly uncomfortable walking through so we decided to carry on walking up the beach and we found some proper bars and seats and it felt as if we had gone to another part of the island, it was so clean and tidy and we could sit down on bean bags and we ended up going there the rest of the 10 days to the spot on the beach and I really started enjoying it and felt a lot better and continued to go into the Chiringuito Restaurant & Bar – Highly recommended and definitely going back again- Thank you"
Maureen M,"Melbourne, Australia",Oct 2019,Fine groomed sand and lovely warm waters. Take the locals knowledge on board on deciding best time of day to go surfing.  They are accurate within an hour.  Look out for rips and undertows which are endorsed by red flags alond beach.  It is otherwise a very nice safe beach.Plenty of cafes and surf board hire places along the beach. We paid 50000IDR (about 5 AUD) per hour for surfboard hire. Reallly good sate sticks cooked over coal   at Capil Cafe.Plenty of shopping opportunities in and around Double six beach.
Jean1823,"Nagoya, Japan",Oct 2019,"great view of the sunset.. many vendors too, even at the bar they will approach you ;( but not as congested as Kuta. We walked by the beach from Kuta, and from Kuta beach to Double Six Beach the waves are nonstop so it’s good for surfing but not swimming."
Kate N,"Largs Bay, Australia",Oct 2019,Get down and see Carlos for a beach chair. Gorgeous beach. Lots of fun in the surf. Watch out for the rips. Make sure you swim between the flags. Gorgeous sunset. K-Resto has good meals. 
Russ Lacuata,"Long Beach, CA",Oct 2019,"Great spot to view the sunset. Clean and not too crowded. Plenty of space to move around, or too place ball. Family friendly. "
BJM,"Jakarta, Indonesia",Oct 2019,Well it is still not as clean as it could be...but much much better than it has been...we all need to help keep any beach clean and enjoyable for all. The surf school was a good place for the kids to have a go at surfing...the instructors were quite patient...it was a fun time
Malferg,"Perth, Australia",Sep 2019,"It's a nice, clean and not overcrowded beach. It's quite wide and dotted with umbrella's and lounges for rent and lots of Beach Clubs and Bars . There are a heaps of Traders flogging their wares. If you're like me and dont go to Kuta this is the place to watch the sunset."
Ellenia R,"Bandung, Indonesia",Oct 2019,I came to this beach for watch the sunset and the view it's really amazing. I can't describe with words but it really beautiful
Louise H,"Brisbane, Australia",Oct 2019,"Spent the day here, beautiful resort and staff very friendly. Loved the restaurant,  fresh and delicious food. Highly recommend!"
myers9720,"Oceanside, CA",Sep 2019,My husband and I really enjoyed this beach. It’s very reasonable to rent lounge chairs and an umbrella. They give surf lessons here and it’s fun to watch everyone. Lots  of restaurants on the beach with okay food. The beach is very clean.
Lynnelle S,Perth,Sep 2019,"Whilst we love this area for sunset drinks at our favourite beach bar, we feel the area in general is looking very run down. There was the work dome to build the big wall along the beach front but the road area and empty restaurants falling into ruin looks terrible. The corner of Arjuna and Blue Ocean beach road is an accident waiting to happen with rubble falling from the sidewalk onto the road and then the corner where the Sin Ken Ken is and Trattoria were are filthy and falling apart.The bougainvillea growing from the Sin Ken Ken is downright dangerous to walker by traffic.It appears somebody is paying staff to secure the property but no maintenance is being done and it is a ruin."
Hawks2008,"Melbourne, Australia",Sep 2019,"Good beach - not nearly as crowded as the Legian beach to the south. Good lounges, expect to pay 100k Rupia for two. Lovely swimming"
Erica,33 contributions,Aug 2019,"The sunset is so beautiful , you can play on the beach with your friends and see a beautiful sunset , the beach is so clean!"
Vicki,"Adelaide, Australia",Sep 2019,A beautiful spot to watch the surf & the sun going down on a bean bag with beer or cocktail in hand . Soo relaxing & the best sunsets you will ever see  
KelsSydney_Australia,"Sydney, Australia",Sep 2019,"Great spot for cocktails and watching the sun set. Great vibe for families, couples and all visitors to Bali. There are many bars to choose from and there are always locals flying their huge kites. Highly recommended "
stephen m,"Heywood, UK",Sep 2019,"lovely beach about 20 mins drive from Rama Residence but will take much longer to get back due to traffic, taxis very cheap if you use Bluebird but be careful with private hire they will ask for much more, so haggle.The beach is a surfers paradise and not for swimmers but still nice to visit. The beach hawkers will try to sell to you but all very pleasant.Also very safe to leave things  whilst away from sunbeds"
FFF22,"Melbourne, Australia",Sep 2019,"Sitting on beanbags watching the sunset with friends, Mojito & Satay while listening to some awesome music, choose your preference, lay back and enjoy!"
Tania C,28 contributions,Sep 2019,"This is a great beach and u can hire a great lounger and umbrella for only 100,000 rupi. The water is warm and the sand warm and smooth . It is perfect with a good book EXCEPT the hawkers wanting to sell u everything from food, artwork and sun glasses"
608trudyl,67 contributions,Sep 2019,"Quite a crowded place, though sand is not white but greyish instead, is still clean and fine.  Lots of surfers and tourist there.  Saw quite a few dogs there and they were really happy playing around.  Amount of tourists there sometimes makes you wait for a good photo shot, especially during sunset when the colour is so beautiful.  Plenty of bars and restaurants on beach.  Shallow waters and not much shells or sharp stones, so not a problem to stroll along the beach without footwear."
Neil G,"Singaraja, Indonesia",Aug 2019,It is getting harder to get to now with one way street but if you are staying in a hotel nearby then it is easily accessible by foot good beach to lay around on except if the wind is from the ocean side as then it get sandy and dirty quickly
Javi,"Tucson, AZ",Nov 2018,"Good food and nice view, especially for the sunset. They also have bands that play songs upon request at times."
bluehive,"Singapore, Singapore",Sep 2019,"The biggest beach I have ever seen. Just beautiful with flat shallow water. It's full of people and equally good for surfing and swimming. Safe for kids, and had got many sun tables. You can easily relax and unwind. Water is mud colored unlike Malesti beach that had movie like blue water. Overall a must visit beach in Seminyak. "
Katy D,45 contributions,Sep 2019,Very touristy and busy with lots of sellers asking for trade. Good place for some surf lessons. Lots of restaurants to choose from. Nice place to sit with a Bintang and watch the sun go down
shanbabyshan,"Singapore, Singapore",Jul 2019,This beach was about a 5 mins walk from our Villa De Liza! Clean beach with a fair bit of pretty decent beach bars! 
iayzit2,"Melbourne, Australia",Feb 2019,You can just cross the road which is not very wide and you are on the beach. Hotel exclusive beach site section is well looked after by the staff.
donmalcolm,"Auckland, New Zealand",Aug 2019,"What better place to enjoy the sun, than from on a lounger under an umbrella on a magnificent white sandy beach.Surfers, sunbathers and people coming in going, mostly young and fit, a place to enjoy"
g_beresford,"Sorrento, Australia",Aug 2019,It is so nice to just lay on one the beach lounges watching the surf 🏄‍♀️ having a Bintang & etching the people going by. This is what Bali is all about!.
laidbackterritorian,"Perth, Australia",Aug 2019,"Definitely the place to chill, listen to some live music on a beanbag drinking a cold bintang / cocktail watching the sunset over the ocean...even buy a watch for $10 if you like 😂 sums up #balilife"
Robyn D,5 contributions,Jul 2019,"Lots of places to eat along the shore, went to breakfast twice there (blue 9 beach restaurant, which was on the double six beach). Rented three body boards for the day, the prices weren’t too bad! Able to rent a seat and umbrella as well. Waves were good, though a small riptide was found while out there. Be careful. Otherwise very safe to be in. Sand was rather hot in the sun, burnt my feet. I recommend this beach."
Bec Gildare,"South Perth, Australia",Aug 2019,"My first visit to Bali and chose this resort based on location and price.  Great value for money.  Friendly, clean and everything you need closeby."
m sena,3 contributions,Aug 2019,"plain beach with plain sea, nothing special at there. too much people, not comfort for chilling at all"
Roger-North,"Altrincham, UK",Aug 2019,"A beautiful beach well-served by lively restaurants and beach bars, with huge bean-bags to sit amongst the crowds of beach and sea lovers. Very popular amongst surfers and not bad for others wanting a bit of a swim and splash within the high-crowned waves. The beach is extremely clean. However, you have to jump-over two open-sewage streams coming out to sea from the land. This is not difficult in the drier seasons. Don't let your children play in this stream - surely the stench should ring an alarm bell amongst parents, but it doesn't seem to be the case. Well-worth a visit and can easily spend a good few hours soaking up the atmosphere and admiring the views passing through,"
Himanshu Jain,"Jaipur, India",May 2019,"Good time to visit at sunset, you can see very beautiful view of sunset, and beach is assailable very easily, you can't swim there."
Lyndamey,"Indented Head, Australia",Jul 2019,"Great place to watch sunset, with a drink, food and music. Suitable for families and couples. Love watching the stars and the planes coming into the airport."
Peppermaisy,"Ocean Grove, Australia",Jul 2019,"The colourful bean bags and umbrellas at sunset make this a wonderful beach to holiday near. However be careful swimming here, a young man  a tourist on his honeymoon)  drowned at this beach the week I was here. There are rips and the surf can get rough.  It’s a great beach to walk each morning and definitely the place to be for sunset ."
S p,5 contributions,Jul 2019,"I'm writing this to warn other travellers, this beach is extremely dangerous as it has very strong currents. It has killed many travellers including the death of my cousin only a few days ago while he was vacationing with his family. He was a very strong swimmer and had good athletic ability, but the rip tide was too strong and carried him away. I hope this message gets to as many people as possible, it's difficult to tell when the ocean current will come, so please be careful when swimming in this beach. You can do a search on the many swimmers deaths in this beach and you can find out what a rip tide current is. Thank you"
blackeldo,"Kiama, Australia",Jun 2019,"A NEW NAME AND APPEARANCE FOR AN OLD SPOT….­I first visited in the early 80s – stayed here in 2015 – and checked it out annually since.A NEW NAME - this 500m section of the 9km KUTA to CANGGU beach strip has only been referred to as DOUBLE SIX BEACH these past few years.Prior, it was simply that section where LEGIAN BCH changes to SEMINYAK BCH – abt 3km from the KUTA end. Makes sense: the huge DOUBLE SIX RESORT was not opened until AUG. ‘14.A NEW APPEARANCE – I used to cycle KUTA-CANGGU beach in the 80s. Back then, the busy hotel strip would start to peter out in LEGIAN – by the time I got to the D6 area there was nothing much in back of the beach – just the occasional resort accessed by tracks down from JL LEGIAN inland. How things have changed – continuous resorts now extend past D6 to north of SEMINYAK.So D6 BEACH has changed, but what is it like? Well it’s one of the more popular stretches of sand along this busy strip - because of GOOD ACCESS (Jalan  Arjuna hits the beach here from inland LEGIAN/STH SEMINYAK which have dozens of resorts covering all budgets - and the FABULOUS BEACH CLUBS with their on-sand soft cushions and little tables mentioned in many other reviews. The place is certainly attractive, with lotsa sunlounges for rent and those multi-coloured umbrellas. South of the beach clubs are a host of those local guys selling beer – buy from them and you get the plastic chair and table, usually an umbrella and are their friend for life. They often rent sunlounges, surfboards etcMY RATING Normally I would rate D6 Beach ABOVE AVERAGE but for one demerit – the open drain that runs below JL ARJUNA exits across the beach: dry season sees just a trickle but wet season can be a torrent.TIPS – wet season is not the best time to visit the whole extended beach – lotsa rubbish and storm run-off in the ocean, onshore blustery waves can create dangerous swimming conditions and periodic storm-drains and creeks gushing across the sand make lateral progress difficult. However many still holiday here – although SANUR the other side of the island has much nicer (better sheltered) conditions. BTW you can still get plenty of sunshine in wet season (usually).- those beach clubs: at least 3 starting at D6 RESORT. 2019’s visit saw the northern-most with at least 1000 people on the sand! Most seemed Indonesian (it was the IDUL FITRI holiday period). Indos in holiday mode are good value but too many people for me – I went back to the beer guys.- all beachfront accommodation these days seems mid-range to high end. Dozens of places covering all budgets within a 10 min stroll inland via JL ARJUNA.- JL ARJUNA and others similarly have dozens of restaurants from sub-budget up. Wandering food halwkers on the sand can provide some inexpensive yummy stuff as does the guy doing roasted corn foot of ARJUNA.- no shortage of RETAIL THERAPY on ARJUNA and along JL LEGIAN 800M inland (latter has some of BALI’s better boutiques and furniture/art)- football fans will usually find several games on more open sections of sand. Outsiders welcome.SUM UP – definitely worth a visit but overall no better than half a dozen other locations along the long extended beach"
Domlea,"Melbourne, Australia",Jul 2019,The beach and water was the cleanest I've ever seen. The beach is always full of life. It's easy to get a drink or a boogie board.
Peter A,"Somerville, Australia",Jul 2019,"Had dinner and drinks here while watching the sunset. Restaurant was on the beach and the food was delicious.  There are many to choose from. The view was exceptional watching the waves roll in and the sunset was beautiful.  We had the occasional seller walk past but gave them a smile and a no thanks so all was good. A great spot to relax, eat, drink and watch the world put on an amazing display. "
Kimmeikle1990,11 contributions,Jul 2019,Great to just chill out on the beach. Bargain your way to a good deal for a day bed and watch out for the lovely ladies selling items and wanting to braid your hair and rub your feet.
nomadic_heart7,"Bongaigaon, India",Jul 2019,"Apart from offering panoramic ocean and beach views, the vibes are pretty good in this beach.You can drink,chill,lazy around ,swim,surf and eat cheap local foods and spent the whole day without care.Must visit for a day to spend."
Michelle C,"Shanghai, China",Jul 2019,I would say it was a nice beach with plenty of options re. Beds and restaurants... some areas were not the most clean but largely in good condition.... felt safe as a solo sunbather... 
422iana,"Dunedin, New Zealand",Jul 2019,The usual as you get there you get asked if you need anything. Nice beach with a lot of surfers in the water.
richathome1,"Adelaide, Australia",Jul 2019,"A beautiful spot to kick back and relax. Hire a beach chair and umbrella by day then as the sunsets out come the beanbag sofas, cocktails and live music.Probably not the beach for a swim though, surfing is the option here."
The Stoddard,"Sonoma, CA",Jul 2019,"The beach super nice.... there is local food called “bakso gerobak biru” it is indonesian meatball soup with noodles and cabbage... it is delicious.. Eat it with the drink of ‘teh botol’ very good combination! Beach, bakso, teh botol... perfect 👌"
georgec5257,"Auckland, New Zealand",Jun 2019,"There are many, many beach bars where you can enjoy drinks and watch a great sunset. Best times are between 5.00pm and 8.00pm."
Sdhawan61,Noida,Jun 2019,"Was staying very close to 66 beach and went there couple of times. This is more for relaxing and have time for urself. There are many shacks and you can relax on one of these and grab some food, drinks. Good to go there in the evening around 430 5 PM and stay till 730- 8 PM "
Nikita S,6 contributions,Jul 2019,This beach has good waves for surfing. You can find instructors and equipment on the beach for decent price. I paid 200k idr for 2h lesson. Not very suitable for small children as the water is not calm.
catherine w,"Brisbane, Australia",Jun 2019,"Fantastic beach . Bali has really cleaned up its act and its beaches . From sunrise to sunset , the beach is there to be enjoyed . Lots of morning walkers , joggers , swimmers and surfers . During the day you can hire one or two sun lounges and umbrellas for a fee of around $10 for the day . Lots of hawkers but a firm no goes a long way if you dont want to be bothered , then again you may want to barter for a sarong , jewellery , statue , painting , kite , etc as its all fun on the beach . Drinks at sunset on the beach is always a fantastic experience and Sundays is especially crowded with Indonesian families and groups going to the beach to relax or have fun , maybe a game of soccer or a swim , or just a walk along the waters edge . A horse ride at sunrise or sunset is a good thing to do and even if you have never been on a horse before the very experienced stable guys are there to help you and walk a long side your horse so you have no worries of your horse galloping away . There are lots of beach bars from plastic seats on the beach to restaurants with bean bags , lanterns at night and entertainment from sunset . There really is something for everyone."
Dannie S,"Fremantle, Australia",Jun 2019,Beautiful place for casual drinks and eats. Love the lit up beach warungs and beanbags. Only downside is the people walking the beach selling items.
arzaqzidan,"Jakarta, Indonesia",Jun 2019,This is definitely one of the must visit place during your stay in bali. It has a great view and calming wave. Great food and drinks (if you choose the right place). A bit crowded but it's the right amount of crowded. And you must see the sunset on this beach it's mesmerizing.
999marianne,"Singapore, Singapore",Jun 2019,Good beach to spend time at - rent an umbrella and sunbed from one of the locals (approx IDR 50k for 3 hours); many places for lunch close by and good swimming. The tide is strong  so would advise you to be careful if you're not a strong swimmer. Beach was super clean during my visit. Surfing lessons (and boards) available from local instructors.
Andrea G,"Leeds, UK",Jun 2019,Long beach with many beach bars of varying character and style. Perfect for walks and watching the sunset. When we visited it was very windy so the big waves did not make it possible for anyone to swim. However lots of interesting things to see and do
HugoColle,"Evergem, Belgium",May 2019,"A lovely beach but ofcourse watch out in the sea, theres a strong current and big waves. Ideal to surf thats for sure and alot of places offers you lessons for beginners. The sunset is wonderful, not really crowdy. There is live music in the evening at each bar or restaurant. "
Saurabh Mittal,"Ghaziabad, India",Jun 2019,"Very vibrant yet not very loud. Lots of eating options with comfy beds on the beach. Had a wonderful evening with live bands playing, great food and ever soothing sea breeze!!"
isabelleB120188,6 contributions,Jun 2019,Nice beach next to Kuta and before Canggu area. Definitely for sunsets. I like to watch the waves during daytime from beach bar.
Jolita,7 contributions,May 2019,"It is nice, clean and not overcrowded beach.You can rent sunbeds and umbrellas, have food at local caffee or just grab some drinks.You can swim , do surfing-you can take lessons and rent equipment on beach.We really had great time there.The sunset is amazing there."
tonyholmes61,"Forster, Australia",Jun 2019,Sunsets here are always the best Drinking cold Bintang at Froggies bar siting with great staff & the beach girls watching another great sunset Swim in the warm waters & watching a beautiful sunset is the best
rmalde88,"London, UK",Jun 2019,Lovely clean beach with soft sand. Clear water and big waves. Perfect for children/families. Very lovely in the evening with food restaurants live music and bean bags for people to sit and enjoy.
MLandM,"Brisbane, Australia",Jun 2019,"Most days are half a matter of shore break, not much more. The better days are one and a half metres of clean barrels about 40m off shore, clean and tidy and stretching for two hundred metres or so. The surf (not the beach) reminds me of Noosa barrels. Consistent and smooth.Pretty safe, not much rip, usually a south to north current. Sandy bottom, not rocky or dangerous. A good spot for beginners. Plenty of food and refreshments on the beach, also hire spots for boards, sun beds, etc. The on-beach pubs are good fun with live bands every night. A good place to chill. Fun will be had."
sparky268,"Childers, Australia",May 2019,"Great morning walk area and watch the locals setting up for the day, or go late in the day and join the huge crowds to watch the sunset. Lots of vendors and restaurants to choose from. Really colourful part of the beach, especially around the bars.Good for a chill evening out."
Rich,"Seminyak, Indonesia",May 2019,"Great to watch the sunset with a massive Mango Daiquiri, but be careful, they make em strong, have no more than 3 or you wont make it off the beach! Good food, pizza's a good choice. All the guys working there really friendly, and some good music played live, good spot"
Janet N,54 contributions,May 2019,"its just something everyone who travels to this part of bali needs to experience at least once. Join the throng of people that flock here to enjoy the sunset. If you're like me and dont go to Kuta this is the place to people watch, wander along the beach in the mornings, enjoy a sunset drink at La Plancha."
David Roy P,"Batemans Bay, Australia",May 2019,"Double Six Beach is a part of the Beach that starts at the Airport and curves along the coast for Miles , It is part of Seminyak and quite different to the Kuta Beach , It is quite wide and dotted with Umbrella's and Lounges and a number of Beach Clubs and Bars . There are a number of Traders selling their Wares , a Surf School and an area for Swimming between the Flags . The sand is not what I would call ""White"" but is quite fine & reasonably Clean (Unlike Kuta ) . The Water was quite warm and is quite clean . Also , certainly not crowded , plenty of room for all ."
bruce b,"Pommard, France",May 2019,one of the very best beach strips on the bali coast for evening sunsets and multi entertainment options
Cynthia,"Singapore, Singapore",May 2019,"The Beach was a place where you can see sunrise and sunset view, flying kite there is a good choice ! Relaxing in the beach with your coconut drink is a perfect moment !"
Ryan,"San Diego, CA",May 2019,"I’m from Cali so if I was comparing beaches, Seminyak feels like Huntington Beach or those in Santa Barbara but a bit warmer. Water color is the same, a dark green/blue. I was hoping for tortoise blue with white sandy beaches but it was still nice! The chairs with umbrellas is a must in the afternoon otherwise you’ll only last a short amount of time. Pay roughly 100-150k rupiah for the whole day for a pair. If it’s peak season with most filled, it’ll probably be more. "
Erwin,"Ede, The Netherlands",May 2019,"During the day it's pretty quiet on this beach. For surfing, it would be wiser to go to Kuta beach. The waves there are overal better than here. When the sun sets, the bars on this beach start live music. Good for a chill evening out."
Aaqarsh Aiyyar,"Chennai (Madras), India",Mar 2019,The sand and the waters were clean. The beach is popular for water sports. I relaxed in an evening in this beach and it was a good experience.
putrisabatina,"Bandung, Jawa Barat, Indonesia",May 2019,"I like it pretty clean, tourists are great, bikinis are everywhere (it makes you not afraid to wear it!), some dogs walking, barking, playing around, make the beach so lovely."
rellie56,"Gold Coast, Australia",May 2019,a lot more needs to be done in regard to rubbish the bars clean there own area but not waters edge used nappies general rubbish still litter beach
Ruth Q,"Melbourne, Australia",Apr 2019,"Lots of cafes, bars, surf schools and music along this stretch of beach. Water and sand were clean. Beaches were well patrolled with plenty of life guards."
Frank G,"West Pennant Hills, Australia",Apr 2019,Walked along this beach once - refused to go back. The beach and the water are full of every type of rubbish you can think of - from plastics and bottles to sewerage waste.  I have no idea how the lifesavers actually swim in it - I consider it an extreme health hazard..
NIC D,France,May 2019,"nice clean beach , easy access, you can have a surf lesson or just rent un umbrella  with deck chair ; you can bathe in the sea ,difficult to swim becaufe of the waves ,but great fun!"
Edgar,35 contributions,May 2019,"Nice flat beach for swimming, great vibe. Lots of beach bars and restaurants to choose from. Surf schools around to learn surfing. Live music at sunset at almost all bars, great sunsets but it gets kinda crowded before sunset. All in all a safe beach with lots of options around."
Jason M,8 contributions,May 2019,"Becomes repetitive after a bit but nice, a Floridian here so not mind blowing in any way but nice. Especially when considering its in addition to the surrounding night life partying and day life cultural exploration."
Rajeebg,"Pune, India",May 2019,"Titled Double Six as its majorly privately owned. Beach is partly owed up on space by quite a few of the Nearby hotels to entertain their own guests, looks beautiful in most seasons, despite the heat. Clean n Tidy !!"
Terry Mccarty,4 contributions,May 2019,"We went there for dinner and were not dissapointed even some people said its dirty, no it was very clean and we truly enjoyed our time on Double six beach Seminyak."
Natasha Elizabeth,"Halls Creek, Australia",Apr 2019,We spent a week here and enjoyed every day.  My partner surfed while I lay on the beach chairs.  The people are so lovely and it was so relaxing. Great restaurants and ice cold Bintang!
JannieLiu1985,5 contributions,May 2019,"Nice to chill here. Evening time we spent in La Planca cafe,cool music and nice vibe. If you want to swim its not the best option."
WilsonWarner89,"Arvada, CO",Apr 2019,"My wife and i love spending time outdoors here, but it gets really hot really fast, so you need to make sure that you find some shade where you can stash your stuff and relax after your trips into the water. We both loved trying to surf for the first time!"
Cuneyt O,2 contributions,Dec 2018,"We stayed at double six hotel and spent the day time on the beach in front. Very relaxing location. Sea has lot of waves, not for swimming like Mediterranean but good for surfers."
Kartika D,"Kuta, Indonesia",Apr 2019,"On the Double Six beach, Seminyak Bali.This afternoon I sat alone, enjoying a bowl of meatballs and a bottle of Radler.Looking from a distance the surfers are playing with the waves.I want to be like them, when it's bored, it can release the burden on the sea.Thank you God for this beautiful sea, your sunset, I can enjoy it."
JenTravels123,"Gold Coast, Australia",May 2018,"Amazing staff, food, cocktails. Love this place. Clean and modern. Back soon for another dose of Coccoon."
Eduardo De La Calle,8 contributions,Apr 2019,"For your fist time in Bali I hope you will never come to his place, is not really bad but the vibes are quite doggy..."
buddyrogers32,"Melbourne, Australia",Apr 2019,This beach is easily accessible In the morning light waves break on a regular pattern - mostly clean water and beach is cleaned each morning Occasionally ocean water can be littered with rubbish if a storm has taken place previous evening and ends up washing waste into ocean which is not ideal 
Alvilde P,World,Apr 2019,The beach is clean. The only clean beach i have been to in Bali. Nice bars. Good food. Good for party. 
topps,12 contributions,Mar 2019,"We stayed at the double six hotel, so it was easy to walk over to the lovely clean beach, they have their own beach area with deckchairs, towels etc, easy to go for a swim and not worry about your belongings, the beach is cleaned each morning, so a lovely walk after breakfast..along the beach. a great place."
TaherAlbaghliJulian,"Kuwait City, Kuwait",Mar 2019,I stayed 4 days in Double Six hotel and I used to visit Double Six Beach after the breakfast when I was there.It clean beach  and it great place to surf or learing surf. Thebad thing about this beach it is not good for swimming  because high waves.
dmacThurgoona,"Benalla, Australia",Mar 2019,"We spent 14 days near to Double Six Beach, and it was a beautiful clean beach , with many restaurants and shopping nearby."
Alan R,"Seminyak, Indonesia",Mar 2019,"Early morning the re can be some good fun waves to be had here before the wind picks up. There are always plenty of beach chairs and easy to get a cold drink. The sunsets here are amazing, and there are so many choices to find a table, a bean bag and enjoy the good food and drinks"
Martha B,7 contributions,Mar 2019,"We love that beach for sunsets. You should try to come by 6 PM, find nice cafe with live music band and enjoy sunset time with your lovely ones."
badgranma,"Adelaide, Australia",Mar 2019,"We made a quick visit this visit as the weather wasn't on our side.  The beach was great, but the water was a little dirty.  We don't swim, but felt it wasn't worth putting our feet in this time."
