nama,tgl_ulasan,ulasan,ulasan_emoji,ulasan_emot,ulasan_fold,ulasan_punct,ulasan_stop,ulasan_freq,ulasan_rare,ulasan_stem,review,scores,compound,sentiment
Malarchy,Jul-18,Canggu beach is a popular but unattractive stretch of sand on Bali's east coast just north of Seminyak beach.  It is black sand and not at all well-kept.  There are also far too many people for it to be all that pleasant.  Stray dogs are also a pest.The most popular stretch of beach is that in front of the various warungs and bars perched above.  Row after row of cheap beach loungers with parasols are full of people during peak season.  With all the people come rubbish which is not looked after really at all as much of the beach is a mess.The mess is made worse by dogs.  Stray and owned dogs are on the beach and their produce is a hazard that needs to be looked out for.The beach itself is black sand which can be ok but here is not fine enough to be a pleasant experience.  The waves in this part of the world are moderate but even when it did not seem that blustery it was still not possible to enter the water as warning signs were posted.  Even wading in a few yards was prohibited.Hawkers were present but were not overly persistent.  They did seem to spend too longer loitering but were not a threat.Seeing as there are much nicer spots just south in Seminyak it is not entirely clear why so many flock to Canggu beach or why it is considered to be a better spot.  This is an example of the worst of Bali's beaches.,Canggu beach is a popular but unattractive stretch of sand on Bali's east coast just north of Seminyak beach.  It is black sand and not at all well-kept.  There are also far too many people for it to be all that pleasant.  Stray dogs are also a pest.The most popular stretch of beach is that in front of the various warungs and bars perched above.  Row after row of cheap beach loungers with parasols are full of people during peak season.  With all the people come rubbish which is not looked after really at all as much of the beach is a mess.The mess is made worse by dogs.  Stray and owned dogs are on the beach and their produce is a hazard that needs to be looked out for.The beach itself is black sand which can be ok but here is not fine enough to be a pleasant experience.  The waves in this part of the world are moderate but even when it did not seem that blustery it was still not possible to enter the water as warning signs were posted.  Even wading in a few yards was prohibited.Hawkers were present but were not overly persistent.  They did seem to spend too longer loitering but were not a threat.Seeing as there are much nicer spots just south in Seminyak it is not entirely clear why so many flock to Canggu beach or why it is considered to be a better spot.  This is an example of the worst of Bali's beaches.,Canggu beach is a popular but unattractive stretch of sand on Bali's east coast just north of Seminyak beach.  It is black sand and not at all well-kept.  There are also far too many people for it to be all that pleasant.  Stray dogs are also a pest.The most popular stretch of beach is that in front of the various warungs and bars perched above.  Row after row of cheap beach loungers with parasols are full of people during peak season.  With all the people come rubbish which is not looked after really at all as much of the beach is a mess.The mess is made worse by dogs.  Stray and owned dogs are on the beach and their produce is a hazard that needs to be looked out for.The beach itself is black sand which can be ok but here is not fine enough to be a pleasant experience.  The waves in this part of the world are moderate but even when it did not seem that blustery it was still not possible to enter the water as warning signs were posted.  Even wading in a few yards was prohibited.Hawkers were present but were not overly persistent.  They did seem to spend too longer loitering but were not a threat.Seeing as there are much nicer spots just south in Seminyak it is not entirely clear why so many flock to Canggu beach or why it is considered to be a better spot.  This is an example of the worst of Bali's beaches.,canggu beach is a popular but unattractive stretch of sand on bali's east coast just north of seminyak beach.  it is black sand and not at all well-kept.  there are also far too many people for it to be all that pleasant.  stray dogs are also a pest.the most popular stretch of beach is that in front of the various warungs and bars perched above.  row after row of cheap beach loungers with parasols are full of people during peak season.  with all the people come rubbish which is not looked after really at all as much of the beach is a mess.the mess is made worse by dogs.  stray and owned dogs are on the beach and their produce is a hazard that needs to be looked out for.the beach itself is black sand which can be ok but here is not fine enough to be a pleasant experience.  the waves in this part of the world are moderate but even when it did not seem that blustery it was still not possible to enter the water as warning signs were posted.  even wading in a few yards was prohibited.hawkers were present but were not overly persistent.  they did seem to spend too longer loitering but were not a threat.seeing as there are much nicer spots just south in seminyak it is not entirely clear why so many flock to canggu beach or why it is considered to be a better spot.  this is an example of the worst of bali's beaches.,canggu beach is a popular but unattractive stretch of sand on balis east coast just north of seminyak beach  it is black sand and not at all wellkept  there are also far too many people for it to be all that pleasant  stray dogs are also a pestthe most popular stretch of beach is that in front of the various warungs and bars perched above  row after row of cheap beach loungers with parasols are full of people during peak season  with all the people come rubbish which is not looked after really at all as much of the beach is a messthe mess is made worse by dogs  stray and owned dogs are on the beach and their produce is a hazard that needs to be looked out forthe beach itself is black sand which can be ok but here is not fine enough to be a pleasant experience  the waves in this part of the world are moderate but even when it did not seem that blustery it was still not possible to enter the water as warning signs were posted  even wading in a few yards was prohibitedhawkers were present but were not overly persistent  they did seem to spend too longer loitering but were not a threatseeing as there are much nicer spots just south in seminyak it is not entirely clear why so many flock to canggu beach or why it is considered to be a better spot  this is an example of the worst of balis beaches,canggu beach popular unattractive stretch sand balis east coast north seminyak beach black sand wellkept also far many people pleasant stray dogs also pestthe popular stretch beach front various warungs bars perched row row cheap beach loungers parasols full people peak season people come rubbish looked really much beach messthe mess made worse dogs stray owned dogs beach produce hazard needs looked forthe beach black sand ok fine enough pleasant experience waves part world moderate even seem blustery still possible enter water warning signs posted even wading yards prohibitedhawkers present overly persistent seem spend longer loitering threatseeing much nicer spots south seminyak entirely clear many flock canggu beach considered better spot example worst balis beaches,popular unattractive stretch balis east coast north seminyak black wellkept also far many people pleasant stray dogs also pestthe popular stretch front various warungs bars perched row row cheap loungers parasols full people peak season people come rubbish looked really much messthe mess made worse dogs stray owned dogs produce hazard needs looked forthe black ok fine enough pleasant experience part world moderate even seem blustery still possible enter water warning signs posted even wading yards prohibitedhawkers present overly persistent seem spend longer loitering threatseeing much nicer spots south seminyak entirely clear many flock considered better spot example worst balis beaches,popular unattractive stretch balis east coast north seminyak black wellkept also far many people pleasant stray dogs also pestthe popular stretch front various warungs bars perched row row cheap loungers parasols full people peak season people come rubbish looked really much messthe mess made worse dogs stray owned dogs produce hazard needs looked forthe black ok fine enough pleasant experience part world moderate even seem blustery still possible enter water warning signs posted even wading yards prohibitedhawkers present overly persistent seem spend longer loitering threatseeing much nicer spots south seminyak entirely clear many flock considered better spot example worst balis beaches,popular unattract stretch bali east coast north seminyak black wellkept also far mani peopl pleasant stray dog also pestth popular stretch front variou warung bar perch row row cheap lounger parasol full peopl peak season peopl come rubbish look realli much messth mess made wors dog stray own dog produc hazard need look forth black ok fine enough pleasant experi part world moder even seem blusteri still possibl enter water warn sign post even wade yard prohibitedhawk present overli persist seem spend longer loiter threatse much nicer spot south seminyak entir clear mani flock consid better spot exampl worst bali beach,popular unattractive stretch bali east coast north seminyak black wellkept also far many people pleasant stray dog also pestthe popular stretch front various warungs bar perch row row cheap lounger parasols full people peak season people come rubbish look really much messthe mess make bad dog stray own dog produce hazard need look forthe black ok fine enough pleasant experience part world moderate even seem blustery still possible enter water warn sign post even wad yard prohibitedhawkers present overly persistent seem spend longer loiter threatseeing much nice spot south seminyak entirely clear many flock consider good spot example bad bali beach,"{'neg': 0.112, 'neu': 0.691, 'pos': 0.197, 'compound': 0.8667}",0.8667,1
Sam B,Mar-18,"Highly recommend 👌🏻 - I’d suggest going to this beach around 6pm, grab a beer from OldMans, sit on the beach whilst listening to a local band play & watch the sunset 🌅","Highly recommend  - I’d suggest going to this beach around 6pm, grab a beer from OldMans, sit on the beach whilst listening to a local band play & watch the sunset ","Highly recommend  - I’d suggest going to this beach around 6pm, grab a beer from OldMans, sit on the beach whilst listening to a local band play & watch the sunset ","highly recommend  - i’d suggest going to this beach around 6pm, grab a beer from oldmans, sit on the beach whilst listening to a local band play & watch the sunset ",highly recommend   i’d suggest going to this beach around 6pm grab a beer from oldmans sit on the beach whilst listening to a local band play  watch the sunset ,highly recommend i’d suggest going beach around 6pm grab beer oldmans sit beach whilst listening local band play watch sunset,highly recommend i’d suggest going around 6pm grab beer oldmans sit whilst listening local band play watch sunset,highly recommend i’d suggest going around 6pm grab beer oldmans sit whilst listening local band play watch sunset,highli recommend i’d suggest go around 6pm grab beer oldman sit whilst listen local band play watch sunset,highly recommend i’d suggest go around 6pm grab beer oldmans sit whilst listen local band play watch sunset,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.6361}",0.6361,1
default230820183,Aug-18,"My favourite, the best place. The totally Uber cool place in Bali. Canggu has some of the best beach bars, like The Lawn and Finns were some of the places I visited. I had my most speechless sunset experience here. Not crowded the beaches here give you more time to be with nature and enjoy its beauty. The crowd on these beaches is very friendly and meeting new people here is very refreshing. If you heading to Bali and have decided on the south of Bali. Canggu should be considered as the places to stay and hangout. ","My favourite, the best place. The totally Uber cool place in Bali. Canggu has some of the best beach bars, like The Lawn and Finns were some of the places I visited. I had my most speechless sunset experience here. Not crowded the beaches here give you more time to be with nature and enjoy its beauty. The crowd on these beaches is very friendly and meeting new people here is very refreshing. If you heading to Bali and have decided on the south of Bali. Canggu should be considered as the places to stay and hangout. ","My favourite, the best place. The totally Uber cool place in Bali. Canggu has some of the best beach bars, like The Lawn and Finns were some of the places I visited. I had my most speechless sunset experience here. Not crowded the beaches here give you more time to be with nature and enjoy its beauty. The crowd on these beaches is very friendly and meeting new people here is very refreshing. If you heading to Bali and have decided on the south of Bali. Canggu should be considered as the places to stay and hangout. ","my favourite, the best place. the totally uber cool place in bali. canggu has some of the best beach bars, like the lawn and finns were some of the places i visited. i had my most speechless sunset experience here. not crowded the beaches here give you more time to be with nature and enjoy its beauty. the crowd on these beaches is very friendly and meeting new people here is very refreshing. if you heading to bali and have decided on the south of bali. canggu should be considered as the places to stay and hangout. ",my favourite the best place the totally uber cool place in bali canggu has some of the best beach bars like the lawn and finns were some of the places i visited i had my most speechless sunset experience here not crowded the beaches here give you more time to be with nature and enjoy its beauty the crowd on these beaches is very friendly and meeting new people here is very refreshing if you heading to bali and have decided on the south of bali canggu should be considered as the places to stay and hangout ,favourite best place totally uber cool place bali canggu best beach bars like lawn finns places visited speechless sunset experience crowded beaches give time nature enjoy beauty crowd beaches friendly meeting new people refreshing heading bali decided south bali canggu considered places stay hangout,favourite best totally uber cool bali best bars like lawn finns places visited speechless sunset experience crowded beaches give time nature enjoy beauty crowd beaches friendly meeting new people refreshing heading bali decided south bali considered places stay hangout,favourite best totally uber cool bali best bars like lawn finns places visited speechless sunset experience crowded beaches give time nature enjoy beauty crowd beaches friendly meeting new people refreshing heading bali decided south bali considered places stay hangout,favourit best total uber cool bali best bar like lawn finn place visit speechless sunset experi crowd beach give time natur enjoy beauti crowd beach friendli meet new peopl refresh head bali decid south bali consid place stay hangout,favourite best totally uber cool bali best bar like lawn finn place visit speechless sunset experience crowd beach give time nature enjoy beauty crowd beach friendly meet new people refresh head bali decide south bali consider place stay hangout,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9749}",0.9749,1
Tommaso M,Aug-18,That’s where you want to be in Bali. Avoid Kuta and all the other crowded over-fancy places. This is where you really feel the Island.Nice spot for surfing and to know people from all over the world.,That’s where you want to be in Bali. Avoid Kuta and all the other crowded over-fancy places. This is where you really feel the Island.Nice spot for surfing and to know people from all over the world.,That’s where you want to be in Bali. Avoid Kuta and all the other crowded over-fancy places. This is where you really feel the Island.Nice spot for surfing and to know people from all over the world.,that’s where you want to be in bali. avoid kuta and all the other crowded over-fancy places. this is where you really feel the island.nice spot for surfing and to know people from all over the world.,that’s where you want to be in bali avoid kuta and all the other crowded overfancy places this is where you really feel the islandnice spot for surfing and to know people from all over the world,that’s want bali avoid kuta crowded overfancy places really feel islandnice spot surfing know people world,that’s want bali avoid kuta crowded overfancy places really feel islandnice spot know people world,that’s want bali avoid kuta crowded overfancy places really feel islandnice spot know people world,that’ want bali avoid kuta crowd overf place realli feel islandnic spot know peopl world,that’s want bali avoid kuta crowd overfancy place really feel islandnice spot know people world,"{'neg': 0.133, 'neu': 0.788, 'pos': 0.079, 'compound': -0.2263}",-0.2263,0
Ajinkya,Jul-18,Canggu beach is only for professional surfers. Do not even think of going into the ocean even if you are mature swimmer. High tides are risky and no life guards on the beach. Temperature of water is too low so I did not go in water. Many restaurants on the beach. Grab your best sun bed and beer at low cost and enjoy the sunset and see surfers surfing on high tides. ,Canggu beach is only for professional surfers. Do not even think of going into the ocean even if you are mature swimmer. High tides are risky and no life guards on the beach. Temperature of water is too low so I did not go in water. Many restaurants on the beach. Grab your best sun bed and beer at low cost and enjoy the sunset and see surfers surfing on high tides. ,Canggu beach is only for professional surfers. Do not even think of going into the ocean even if you are mature swimmer. High tides are risky and no life guards on the beach. Temperature of water is too low so I did not go in water. Many restaurants on the beach. Grab your best sun bed and beer at low cost and enjoy the sunset and see surfers surfing on high tides. ,canggu beach is only for professional surfers. do not even think of going into the ocean even if you are mature swimmer. high tides are risky and no life guards on the beach. temperature of water is too low so i did not go in water. many restaurants on the beach. grab your best sun bed and beer at low cost and enjoy the sunset and see surfers surfing on high tides. ,canggu beach is only for professional surfers do not even think of going into the ocean even if you are mature swimmer high tides are risky and no life guards on the beach temperature of water is too low so i did not go in water many restaurants on the beach grab your best sun bed and beer at low cost and enjoy the sunset and see surfers surfing on high tides ,canggu beach professional surfers even think going ocean even mature swimmer high tides risky life guards beach temperature water low go water many restaurants beach grab best sun bed beer low cost enjoy sunset see surfers surfing high tides,professional surfers even think going ocean even mature swimmer high tides risky life guards temperature water low go water many restaurants grab best sun bed beer low cost enjoy sunset see surfers high tides,professional surfers even think going ocean even mature swimmer high tides risky life guards temperature water low go water many restaurants grab best sun bed beer low cost enjoy sunset see surfers high tides,profession surfer even think go ocean even matur swimmer high tide riski life guard temperatur water low go water mani restaur grab best sun bed beer low cost enjoy sunset see surfer high tide,professional surfer even think go ocean even mature swimmer high tide risky life guard temperature water low go water many restaurant grab best sun bed beer low cost enjoy sunset see surfer high tide,"{'neg': 0.136, 'neu': 0.633, 'pos': 0.231, 'compound': 0.7351}",0.7351,1
Rusky6,Jul-18,"Big surf (definitely not for beginners), black sand and great people watching. Definitely not the type of beach where you go for a leisurely dip as the ocean is pretty heavy along here. It's good watching all the people get dumped right on shore though (entertainment on it's own!!!!). Great spot to get a cheap cold beer and watch the sunset (beautiful). Cool vibes all along from Old Mans and the Lawn down to La Brisa at Echo Beach. You have to get some corn along the beach - it's cheap and delicious.","Big surf (definitely not for beginners), black sand and great people watching. Definitely not the type of beach where you go for a leisurely dip as the ocean is pretty heavy along here. It's good watching all the people get dumped right on shore though (entertainment on it's own!!!!). Great spot to get a cheap cold beer and watch the sunset (beautiful). Cool vibes all along from Old Mans and the Lawn down to La Brisa at Echo Beach. You have to get some corn along the beach - it's cheap and delicious.","Big surf (definitely not for beginners, black sand and great people watching. Definitely not the type of beach where you go for a leisurely dip as the ocean is pretty heavy along here. It's good watching all the people get dumped right on shore though (entertainment on it's own!!!!. Great spot to get a cheap cold beer and watch the sunset (beautiful. Cool vibes all along from Old Mans and the Lawn down to La Brisa at Echo Beach. You have to get some corn along the beach - it's cheap and delicious.","big surf (definitely not for beginners, black sand and great people watching. definitely not the type of beach where you go for a leisurely dip as the ocean is pretty heavy along here. it's good watching all the people get dumped right on shore though (entertainment on it's own!!!!. great spot to get a cheap cold beer and watch the sunset (beautiful. cool vibes all along from old mans and the lawn down to la brisa at echo beach. you have to get some corn along the beach - it's cheap and delicious.",big surf definitely not for beginners black sand and great people watching definitely not the type of beach where you go for a leisurely dip as the ocean is pretty heavy along here its good watching all the people get dumped right on shore though entertainment on its own great spot to get a cheap cold beer and watch the sunset beautiful cool vibes all along from old mans and the lawn down to la brisa at echo beach you have to get some corn along the beach  its cheap and delicious,big surf definitely beginners black sand great people watching definitely type beach go leisurely dip ocean pretty heavy along good watching people get dumped right shore though entertainment great spot get cheap cold beer watch sunset beautiful cool vibes along old mans lawn la brisa echo beach get corn along beach cheap delicious,big definitely beginners black people watching definitely type go leisurely dip ocean pretty heavy along watching people get dumped right shore though entertainment spot get cheap cold beer watch sunset beautiful cool vibes along old mans lawn la brisa echo get corn along cheap delicious,big definitely beginners black people watching definitely type go leisurely dip ocean pretty heavy along watching people get dumped right shore though entertainment spot get cheap cold beer watch sunset beautiful cool vibes along old mans lawn la brisa echo get corn along cheap delicious,big definit beginn black peopl watch definit type go leisur dip ocean pretti heavi along watch peopl get dump right shore though entertain spot get cheap cold beer watch sunset beauti cool vibe along old man lawn la brisa echo get corn along cheap delici,big definitely beginners black people watch definitely type go leisurely dip ocean pretty heavy along watch people get dump right shore though entertainment spot get cheap cold beer watch sunset beautiful cool vibe along old man lawn la brisa echo get corn along cheap delicious,"{'neg': 0.043, 'neu': 0.608, 'pos': 0.35, 'compound': 0.9565}",0.9565,1
IzabellazMelbourne,Jul-18,"If you like to observe beautiful sunset , great big waves, sitting on the beach, drinking cocktails from small “ beach bars”  you can do it . Canggu Batu Bolong beach attracts surfers , travellers, musicians and many local dogs. Relax, sit down and observe. ","If you like to observe beautiful sunset , great big waves, sitting on the beach, drinking cocktails from small “ beach bars”  you can do it . Canggu Batu Bolong beach attracts surfers , travellers, musicians and many local dogs. Relax, sit down and observe. ","If you like to observe beautiful sunset , great big waves, sitting on the beach, drinking cocktails from small “ beach bars”  you can do it . Canggu Batu Bolong beach attracts surfers , travellers, musicians and many local dogs. Relax, sit down and observe. ","if you like to observe beautiful sunset , great big waves, sitting on the beach, drinking cocktails from small “ beach bars”  you can do it . canggu batu bolong beach attracts surfers , travellers, musicians and many local dogs. relax, sit down and observe. ",if you like to observe beautiful sunset  great big waves sitting on the beach drinking cocktails from small “ beach bars”  you can do it  canggu batu bolong beach attracts surfers  travellers musicians and many local dogs relax sit down and observe ,like observe beautiful sunset great big waves sitting beach drinking cocktails small “ beach bars” canggu batu bolong beach attracts surfers travellers musicians many local dogs relax sit observe,like observe beautiful sunset big sitting drinking cocktails small “ bars” batu bolong attracts surfers travellers musicians many local dogs relax sit observe,like observe beautiful sunset big sitting drinking cocktails small “ bars” batu bolong attracts surfers travellers musicians many local dogs relax sit observe,like observ beauti sunset big sit drink cocktail small “ bars” batu bolong attract surfer travel musician mani local dog relax sit observ,like observe beautiful sunset big sit drinking cocktail small “ bars” batu bolong attract surfer traveller musician many local dog relax sit observe,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.8957}",0.8957,1
Captain_Sloth,Jul-18,Great beach. Waves were too rough for my 2 year old niece but my 8 year old nephew had a great time. Plenty of cheap beach bars along the beach with bean bags to chill and watch life go by. Great place to spend your rest day in Canggu.,Great beach. Waves were too rough for my 2 year old niece but my 8 year old nephew had a great time. Plenty of cheap beach bars along the beach with bean bags to chill and watch life go by. Great place to spend your rest day in Canggu.,Great beach. Waves were too rough for my 2 year old niece but my 8 year old nephew had a great time. Plenty of cheap beach bars along the beach with bean bags to chill and watch life go by. Great place to spend your rest day in Canggu.,great beach. waves were too rough for my 2 year old niece but my 8 year old nephew had a great time. plenty of cheap beach bars along the beach with bean bags to chill and watch life go by. great place to spend your rest day in canggu.,great beach waves were too rough for my 2 year old niece but my 8 year old nephew had a great time plenty of cheap beach bars along the beach with bean bags to chill and watch life go by great place to spend your rest day in canggu,great beach waves rough 2 year old niece 8 year old nephew great time plenty cheap beach bars along beach bean bags chill watch life go great place spend rest day canggu,rough 2 year old niece 8 year old nephew time plenty cheap bars along bean bags chill watch life go spend rest day,rough 2 year old niece 8 year old nephew time plenty cheap bars along bean bags chill watch life go spend rest day,rough 2 year old niec 8 year old nephew time plenti cheap bar along bean bag chill watch life go spend rest day,rough 2 year old niece 8 year old nephew time plenty cheap bar along bean bag chill watch life go spend rest day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
Mark C,Jul-18,"Canggu beach, black sand, giant waves, dangerous. I am from Australia so spoilt for beautiful beaches. Canggu beach is great for surfing but there are few swimming beaches. Luckily there are lots of beach clubs that overlook the beach. Hey Finns Echo Beach, La Biza,  and The Lawn. Beaches are clean. Alwats swim between the flags if you do go in.","Canggu beach, black sand, giant waves, dangerous. I am from Australia so spoilt for beautiful beaches. Canggu beach is great for surfing but there are few swimming beaches. Luckily there are lots of beach clubs that overlook the beach. Hey Finns Echo Beach, La Biza,  and The Lawn. Beaches are clean. Alwats swim between the flags if you do go in.","Canggu beach, black sand, giant waves, dangerous. I am from Australia so spoilt for beautiful beaches. Canggu beach is great for surfing but there are few swimming beaches. Luckily there are lots of beach clubs that overlook the beach. Hey Finns Echo Beach, La Biza,  and The Lawn. Beaches are clean. Alwats swim between the flags if you do go in.","canggu beach, black sand, giant waves, dangerous. i am from australia so spoilt for beautiful beaches. canggu beach is great for surfing but there are few swimming beaches. luckily there are lots of beach clubs that overlook the beach. hey finns echo beach, la biza,  and the lawn. beaches are clean. alwats swim between the flags if you do go in.",canggu beach black sand giant waves dangerous i am from australia so spoilt for beautiful beaches canggu beach is great for surfing but there are few swimming beaches luckily there are lots of beach clubs that overlook the beach hey finns echo beach la biza  and the lawn beaches are clean alwats swim between the flags if you do go in,canggu beach black sand giant waves dangerous australia spoilt beautiful beaches canggu beach great surfing swimming beaches luckily lots beach clubs overlook beach hey finns echo beach la biza lawn beaches clean alwats swim flags go,black giant dangerous australia spoilt beautiful beaches swimming beaches luckily lots clubs overlook hey finns echo la biza lawn beaches clean alwats swim flags go,black giant dangerous australia spoilt beautiful beaches swimming beaches luckily lots clubs overlook hey finns echo la biza lawn beaches clean alwats swim flags go,black giant danger australia spoilt beauti beach swim beach luckili lot club overlook hey finn echo la biza lawn beach clean alwat swim flag go,black giant dangerous australia spoil beautiful beach swim beach luckily lot club overlook hey finns echo la biza lawn beach clean alwats swim flag go,"{'neg': 0.091, 'neu': 0.618, 'pos': 0.291, 'compound': 0.7783}",0.7783,1
Ani C,Jul-18,yes yes yes. great surf.  great atmosphere.  casual laid back bali....but the developers are moving in. enjoy a taste of low key bali before it disappears as its now becoming trendy all to fast. ,yes yes yes. great surf.  great atmosphere.  casual laid back bali....but the developers are moving in. enjoy a taste of low key bali before it disappears as its now becoming trendy all to fast. ,yes yes yes. great surf.  great atmosphere.  casual laid back bali....but the developers are moving in. enjoy a taste of low key bali before it disappears as its now becoming trendy all to fast. ,yes yes yes. great surf.  great atmosphere.  casual laid back bali....but the developers are moving in. enjoy a taste of low key bali before it disappears as its now becoming trendy all to fast. ,yes yes yes great surf  great atmosphere  casual laid back balibut the developers are moving in enjoy a taste of low key bali before it disappears as its now becoming trendy all to fast ,yes yes yes great surf great atmosphere casual laid back balibut developers moving enjoy taste low key bali disappears becoming trendy fast,yes yes yes atmosphere casual laid back balibut developers moving enjoy taste low key bali disappears becoming trendy fast,yes yes yes atmosphere casual laid back balibut developers moving enjoy taste low key bali disappears becoming trendy fast,ye ye ye atmospher casual laid back balibut develop move enjoy tast low key bali disappear becom trendi fast,yes yes yes atmosphere casual laid back balibut developer move enjoy taste low key bali disappear become trendy fast,"{'neg': 0.137, 'neu': 0.412, 'pos': 0.45, 'compound': 0.8442}",0.8442,1
bekwil,Jul-18,Great vibe in Canggu; it was a cool place to stay. Less busy on the streets than Seminyak. There was a fantastic variety of places to eat. I would stay here again but just a word of warning it’s not an easy place to learn to surf with a rocky bottom underneath the surf break. ,Great vibe in Canggu; it was a cool place to stay. Less busy on the streets than Seminyak. There was a fantastic variety of places to eat. I would stay here again but just a word of warning it’s not an easy place to learn to surf with a rocky bottom underneath the surf break. ,Great vibe in Canggu; it was a cool place to stay. Less busy on the streets than Seminyak. There was a fantastic variety of places to eat. I would stay here again but just a word of warning it’s not an easy place to learn to surf with a rocky bottom underneath the surf break. ,great vibe in canggu; it was a cool place to stay. less busy on the streets than seminyak. there was a fantastic variety of places to eat. i would stay here again but just a word of warning it’s not an easy place to learn to surf with a rocky bottom underneath the surf break. ,great vibe in canggu it was a cool place to stay less busy on the streets than seminyak there was a fantastic variety of places to eat i would stay here again but just a word of warning it’s not an easy place to learn to surf with a rocky bottom underneath the surf break ,great vibe canggu cool place stay less busy streets seminyak fantastic variety places eat would stay word warning it’s easy place learn surf rocky bottom underneath surf break,vibe cool stay less busy streets seminyak fantastic variety places eat would stay word warning it’s easy learn rocky bottom underneath break,vibe cool stay less busy streets seminyak fantastic variety places eat would stay word warning it’s easy learn rocky bottom underneath break,vibe cool stay less busi street seminyak fantast varieti place eat would stay word warn it’ easi learn rocki bottom underneath break,vibe cool stay less busy street seminyak fantastic variety place eat would stay word warn it’s easy learn rocky bottom underneath break,"{'neg': 0.05, 'neu': 0.638, 'pos': 0.312, 'compound': 0.8126}",0.8126,1
Chris P,Jul-18,"Our expectations of Canggu Beach were not to be disappointed. It’s kept fairly clean. The ocean is pretty clean apart from the creeks which would have pollutants coming out from inland.  There are many bars and places to eat as you walk around. A must is BBQ corn. There are very clean toilets opposite Old Mans Bar, you just have to pay 2k. ","Our expectations of Canggu Beach were not to be disappointed. It’s kept fairly clean. The ocean is pretty clean apart from the creeks which would have pollutants coming out from inland.  There are many bars and places to eat as you walk around. A must is BBQ corn. There are very clean toilets opposite Old Mans Bar, you just have to pay 2k. ","Our expectations of Canggu Beach were not to be disappointed. It’s kept fairly clean. The ocean is pretty clean apart from the creeks which would have pollutants coming out from inland.  There are many bars and places to eat as you walk around. A must is BBQ corn. There are very clean toilets opposite Old Mans Bar, you just have to pay 2k. ","our expectations of canggu beach were not to be disappointed. it’s kept fairly clean. the ocean is pretty clean apart from the creeks which would have pollutants coming out from inland.  there are many bars and places to eat as you walk around. a must is bbq corn. there are very clean toilets opposite old mans bar, you just have to pay 2k. ",our expectations of canggu beach were not to be disappointed it’s kept fairly clean the ocean is pretty clean apart from the creeks which would have pollutants coming out from inland  there are many bars and places to eat as you walk around a must is bbq corn there are very clean toilets opposite old mans bar you just have to pay 2k ,expectations canggu beach disappointed it’s kept fairly clean ocean pretty clean apart creeks would pollutants coming inland many bars places eat walk around must bbq corn clean toilets opposite old mans bar pay 2k,expectations disappointed it’s kept fairly clean ocean pretty clean apart creeks would pollutants coming inland many bars places eat walk around must bbq corn clean toilets opposite old mans bar pay 2k,expectations disappointed it’s kept fairly clean ocean pretty clean apart creeks would pollutants coming inland many bars places eat walk around must bbq corn clean toilets opposite old mans bar pay 2k,expect disappoint it’ kept fairli clean ocean pretti clean apart creek would pollut come inland mani bar place eat walk around must bbq corn clean toilet opposit old man bar pay 2k,expectation disappoint it’s keep fairly clean ocean pretty clean apart creek would pollutants come inland many bar place eat walk around must bbq corn clean toilet opposite old man bar pay 2k,"{'neg': 0.099, 'neu': 0.628, 'pos': 0.273, 'compound': 0.802}",0.802,1
geekmomtokyo,Jul-18,Beach is great for surfer but watch out if you have you children. My toddler drowned even at a knee deep area because of strong wave.Beach itself was not so clean. Lots of nice cafe. Young surfers would have great time here,Beach is great for surfer but watch out if you have you children. My toddler drowned even at a knee deep area because of strong wave.Beach itself was not so clean. Lots of nice cafe. Young surfers would have great time here,Beach is great for surfer but watch out if you have you children. My toddler drowned even at a knee deep area because of strong wave.Beach itself was not so clean. Lots of nice cafe. Young surfers would have great time here,beach is great for surfer but watch out if you have you children. my toddler drowned even at a knee deep area because of strong wave.beach itself was not so clean. lots of nice cafe. young surfers would have great time here,beach is great for surfer but watch out if you have you children my toddler drowned even at a knee deep area because of strong wavebeach itself was not so clean lots of nice cafe young surfers would have great time here,beach great surfer watch children toddler drowned even knee deep area strong wavebeach clean lots nice cafe young surfers would great time,surfer watch children toddler drowned even knee deep area strong wavebeach clean lots cafe young surfers would time,surfer watch children toddler drowned even knee deep area strong wavebeach clean lots cafe young surfers would time,surfer watch children toddler drown even knee deep area strong wavebeach clean lot cafe young surfer would time,surfer watch child toddler drown even knee deep area strong wavebeach clean lot cafe young surfer would time,"{'neg': 0.15, 'neu': 0.607, 'pos': 0.243, 'compound': 0.3182}",0.3182,1
