Name,Country,Date,Content
ivani,"Bali, Indonesia",Aug 2019,"I really love this beach especially if it could be a little bit quite. It is really worth to go down and do the trekking, it was like a treasure for me. "
Blefourie P,"Vancouver, Canada",Dec 2019,"The view itself is beautiful! But take the time to hike down to the beach. It's super steep but so worth it! You won't regret it! Go there late afternoon, less people and not too too hot! GO!!!"
LiesL27,"Jakarta, Indonesia",Dec 2019,We went there in the afternoon so it was super hot. Better to go in the morning or in the afternoon i think.Next visit i would like to climb down the white sandy beach.
Diana Satari,"Jakarta, Indonesia",Dec 2019,"the best time to visit is in the afternoon, the less crowd, the best time to enjoy the scenery especially the sunset"
Samuel Pasaribu,"Bekasi, Indonesia",Dec 2019,"This is the best and most famous spot in Nusa Penida. Nusa Penida can be reached by boat from Sanur Beach Harbour in 1 hour. From Buyuk Harbour in Nusa Penida, Kelingking Beach is around 30 minutes by car. From the car park we must take a walk for around 100 m. There are some viewing spots. Try all to take best picture from several angles.In holiday season this spot is very crowded. And in December also very hot.The very unique is the shape of the cape looks like t-rex head."
Steve B,"Cairns Region, Australia",Dec 2019,Always a great spot but has become a tourist Mecca in the last couple of years. It’s as good as the Instagram pics but get there early before the dayboats arrive. It gets hectic after 9am. Watch the monkeys too. No eye contact or they’ll go you. Our second visit and no doubt not our last. Will aim for sunset next trip. 
Sacha Schwarzkopf,"Jakarta, Indonesia",Dec 2019,"The Views, awesomeThe landscape, stunningA bit of traffic going there since the streets can get very narrow.  Once there the crowd does make one a bit anxious as the first few photo opps along the stairs too are narrow.  But chill enjoy take a deep breath it’s lovely.If you wish to take the harrowing journey all the way to the beach, you really should be in good condition.  Strong legs, good knees and such.Despite some drawbacks, it’s worth the view!"
Tosia1988,Warszawa,Dec 2019,Totally amazing place. A lot of people like in every tourist places. I recommend go there as earlier you can. 
KatrinJ_est,"Tallinn, Estonia",Dec 2019,"However, its totally overcrowded. Also there is very hot, so we didnt hike down... it wud have been noce to swim there 🙂But view is nice, it was worth the visit."
Casy Ang,"Singapore, Singapore",Jul 2019,"This place is famous for the instagram-worthy picture and expects more crowd. We went there on Friday around 12pm. The place is crowded with China tourists. You have to walk around 5-8mins from carpark area to the Kelingking Beach entrance aka stairs. The stairs are quite narrow, ground not even (mud surface) and the hand rails are made from trees branches. Must be extra careful when you walk down the stairs & not to fall down because the side is high cliffs. We didn't walk all the way down because our driver said it's quite long way to hike down to the beach and bit dangerous for us. So we only stop half way and spot few picturesque views to take pictures. You might need to queue up at famous photo spot. Overall, we take around 40mins at that place. "
Victoria L,9 contributions,Oct 2019,Beautiful! This place is spectacular. The steps down to the beach are treacherous so be prepared. Part required scrambling on all fours. It was worth it for us 
A.B. De Castro,Philippines,Dec 2019,"Kelingking Beach would definitely mesmerize anyone upon seeing the natural formations. If you really want to get to the beach, you need to climb down thousand of steps that are very steep. You'll also need to allot 2-4 hours so that you could enjoy the beach because once you get finished, you'll climb the thousands of steps whence you came. If you'll stay at the top and take pictures, make sure you bring water as it is very hot throughout the day."
Kenai Drift Anglers,"Soldotna, AK",Dec 2019,"We went here twice and would recommend the same to you. We went for the sunset, parked and walked to the view point, we didn't have to pay for some reason, I think the people went home. However, we caught the sunset at perfect timing, I believe it was around 5 PM. A lot of people at the viewpoint and a lot of people walking up, they seemed so tired. Which made us a bit nervous about our next day. However, we didn't have any issues with the trek down. Take it slow! Don't get discouraged with all the people at the view point hardly anyone was actually walking down! Best time to the hike is later afternoon when it's not so hot and then you can walk up at sunset! Best way! Maybe 20 people on the beach. We would recommend not doing it in sandals we had Keen water shoes that we great for the trek! This is a must!"
calm999,"Kuta, Indonesia",Dec 2019,"Breathtaking place. I was one of the few people who went down to the beach. It was not easy at all, so be careful if you are not fit enough with good health. I found one guy on his way back laying down and can't breathe well or move, so many good. People help him restore his energy.Not to scare you, just do it if are fit and prepared well.Fore me something to remember it all my life."
Yoke,Malaysia,Nov 2019,"Amazing Sunset view! Estimate travel time around 1 hour from the port to reach here. Even is not far but the road condition will slow you down.I'm so happy that we have come here. it feel like so blessed to have this nice view together with your loved one.We bring some beer and light food sitting down and wait until sunset start. When sunset start it will be very fast, we are so happy that we able see it!True is, this place is dangerous. Once wrong step then you will say goodbye to the world. Please be careful if you have kids. It is extremely dangerous if didn't watch closely.You can go down to the beach but it is dangerous. The strong wave actually bring down few life before. The light is limited at this island. If you are not familiar, please rent you driver."
Lena,"Singapore, Singapore",Dec 2019,"Pro - nice scenery, windy, beautiful beach. Cons: only if the steps are fixed properly. Advise: You can spend longer time here and trek down to the beach, I believe it has awesome wave. "
Ktong002,"Hong Kong, China",Nov 2019,"Getting up and down to the beach not impossible, but tiring for sure (esp under bright burning sun). If you simply wanna take photos of T Rex from all angles, you dont need to walk all the way down. Instead you can go along the cafes and there is a farmland nearby where there are plenty of quiet but nice viewpoints of T Rex too."
bigwik,"Budapest, Hungary",Dec 2019,Beautiful Cliff formation thst surroinds a beach. Make sure you get there as early as possible to beat the heat and the hundreds of turists. Prepared for the bumpy roads
Cristine_02,"Singapore, Singapore",Dec 2019,Love it so much. Nice sea and cliffs . It Super hot but worth going. Expect to climb up n down to get a great view 
Elizabeth S,"Colombo, Sri Lanka",Dec 2019,It’s not easy getting down and back up to/from the beach but it is well worth it. Not overcrowded and just stunning. 
timgiang,"Yucaipa, CA",Dec 2019,"This was by far the highlight of our vacation. While it is a crazy hike down and up and the heat is sweltering, the picturesque views at the bottom are well worth it. The sand is perfect, one can cool off in the water and the beach in general is isolated. If you’re on a tour of Kelingking, billabong beach, and crystal bay, be sure to spend the majority of your time here as the other locations pale in comparison."
Luke,"Melbourne, Australia",Dec 2019,"Be warned, exercise is a must :)The journey down the stairs to kelingking beach is quite difficult, so if you get exhausted easily, don’t try, as you need to go back up and it’s very steep. No other way except for the steep stairs. Half way down the mountain the stairs stop and it becomes more of a mountain climb but it has a handrail the whole time to assist in going down and back up. The beach down the bottom was totally worth the journey though as the water was perfectly clear and great for swimming in. There is a shop at the bottom that sells drinks and snacks also, as you will need refreshments after the exhausting climb down. "
Krystyna L,14 contributions,Dec 2019,"So your trip begin with the place where millions of people try to take the best photo of them, you may think that there is no place for you, but it’s not true, people do it very fast and you at least take a photo , a view is incredible for sure. Then you have an opportunity to go down to the beach , but be ready the way to beach is not for children ( I was surprised when I saw 8years old boy with father, it’s crazy) and people with health issues, because it’s a way under the sun for 30-35 min . When you go down or up you meet the people behind and front of you, the way is too narrow , so please be careful and put hiking shoes on. Don’t forget about water!!!!Finally when you already reach your destination point , it’s worth it, because you are in paradise with amazing view and enormous waves .So, you can do it, but be careful and stay positive "
Abhi5684,"Jaipur, India",Aug 2019,"The view point is quite picturesque and is simply one of the best views one gets in Indonesia, but is so much crowded that you wont feel like staying for a bit and is close to get spoiled sooner. One would struggle to get a picture with clear background.Expect a lot of driving, through bad roads, to reach to the point and is quite a walk to reach the view point."
Henry T,15 contributions,Dec 2019,"Incredible natural formation with crystal blue water and a flawless beach. Those expecting to swim in the water beware! Tides and currenst are extremely strong and not recommended for swimming. The hike down toward the beach is strenuous, with no shade available. Bring water and appropriate shoes and a small umbrella if you can!"
GRtravelling,Seattle,Nov 2019,"Becoming a definite tour destination with a crazy amount of motorbikes, vans and cars pouring into the area on narrow challenging roads.Once there, through the crowds it is a stunning view."
Loca_Lisa,"Meridian, ID",Sep 2019,"If you're thinking of motorbiking here from anywhere, rethink that and get a driver. The road is seriously bad and 15 miles turns into a hour drive to avoid the pot holes. Get here super early. As crowds get here around 9 am and parking is hard to find as well as getting a decent picture of T-Rex rock or the beach . The view is stunning, the water is the most beautiful blue. There area has few view vistas to get your picture, however lines can be long and you can easily wait 15 mins for your 15 seconds. I stayed for about 15 mins before the crowds were overwhelming.There is a few warungs located here so food and drinks are plentiful. The hike down to the beach is around 30 minutes from the top but we opted not to do it."
Irina H,"Palm Beach Gardens, FL",Aug 2019,What an experience to be able to get to this place and finally be able to lean over the cliff. The pictures are amazing but do not do any justice to the actual view. Good luck going down :)
Arney,20 contributions,Nov 2019,"Breathtaking. A must see for the world traveller. To walk down is for able bodied experienced walkers and swimmers. Not for the faint hearted as is it a sheer cliff of several hundred metres. 30 mins down, over an hour back up. Those not able or wanting to go down can still get the best photos of their lives from the top. Cold refreshments available near the car park."
Louise,"Copenhagen, Denmark",Nov 2019,"We came at 8 AM and there were o ly few other people. Lovely view. We didn't go down, because I've heard you have to slide some of the way down. They had new roads so it wasn't a problem driving scooter all the way there "
ditchthislife,"Regina, Canada",Nov 2019,"We arrived at Kelingking Beach early, before all the day-trippers, which I highly recommend. The view is absolutely stunning! We hiked only about 1/3 of the way down. The stairs are very steep and uneven. If you want to go the entire route they say it takes about 40 minutes to get down and an hour to get back up.Make sure to check out the view to the left of all of the restaurants. You can also get stunning pictures from that area."
MoNiKa D,"Witten, Germany",Nov 2019,"This trail will not be any easier, this trail will be rocky and difficult - this is absolutely perfect for kelingking beach!  If you want to get down in the heat and get back up - it has to be really good and fit, but it's worth it!  However, climbing is announced here and is not without danger!  So not suitable for everyone.  away down we needed 30 min and high 20 min.  exhausting but who made it, can be proud of itself.  The view from the top is of course unique and must be visited, if you are on Nusa Penida."
Madnesss,"Melbourne, Australia",Nov 2019,"Firstly, the road to get to this place is very reasonable compared to many in Penida.  That’s a bonus.  So you could scooter from the harbour to hear no worries. Now this place was just to beautiful.  There are many viewing spots for this place.  You can pay a 5000rp donation to go up to a viewing platform which I did and stayed there as it was magnificent.  I launched the drone from up there too.  I did lose some gps a bit when I went high so had to bring it down a bit.  Plus I am not a very experienced drone pilot. There are monkeys here too so if you’re scared get someone to shoe them away for you.  There’s plenty of warungs to eat or drink at.  Parking tip - they charge and then point you to a parking area, however you can ride closer down and park elsewhere.  This is an absolute must see in Penida.  We did not go down to the beach, however I believe it takes about 30-45 mins down and same up.  On sometimes vertical track where you have to slide on your bum.  Not for me.  You need to be super fit to go down to the beach. "
Chris S,"Gamlingay, UK",Nov 2019,"We went in low season, but even then it was busy with Instagram warriors queuing up in sweltering heat for once spot at the top of the cliff. Ignore these clowns and walk about 100m down the cliff for the same if that's what you're there for.The preparation part: if you want to actually go on to the beach it's roughly a 25 min, relatively intense walk/climb down. Do not attempt in flip-flops, and bring a bottle of water each. There are choke points where you'll have to wait 5+ mins for people to go up/down, and it is very steep at points. Essentially they've tacted barriers onto quite a sheer cliff face.It's well worth the climb however. The beach was relatively quiet (note again low season), has a shop for drinks and light snacks.The waves were powerful. It's not a beach for chilled floating around unless you swim past the sand bar and break. (Which is totally do able). Also be aware there is a strong rip tide.Had a great time, it's very clear water aside the sand being churned up and refreshingly cool."
Marco A,"London, UK",Nov 2019,"I have to admit, having been in Nusa Penida for a few days I couldn’t be bothered to do the 45 min trek down to the actual beach itself (what people who had just done the trip told me) having done so many of the hikes for the other stuff on the island I was just happy to look over the stunning view. The beach looks insane, so kind of gutted I didn’t go down! No one was in the water and the waves seem too powerful to swim.... which is what the below reviews also say. Absolutely stunning view and a must visit. "
iamkayoh,472 contributions,Nov 2019,The view at Kelingking Beach is stunning!The place is quite busy with tourists but not overly packed. You can choose to descend the steep flight of stairs to the beach itself. But make sure you leave enough energy to climb back up! 😄Not much activities here to do there except to admire the beautiful scenery. 
Pam R,"Sydney, Australia",Nov 2019,"What an amazing spot!  Water colour is stunning. White sand. Clean beach. Waves can be rough so you need to be careful. The climb up and down is for the fit otherwise it will be a struggle coming up. It is very steep and can be narrow in parts. Most of the track is made from clay so it isn’t man made ‘stairs’. We wore thongs going down, not a good idea! And we put our joggers on coming back up. If you have joggers definitely wear them. Take water a large one with you in a backpack as you will need both hands free for the climb. There is water on sale on the beach but I believe it is expensive. Only toilets are at the top of the cliff none on the beach. Do this as early as you can as it is very hot climbing. Definitely worth seeing. "
Shayan_723,"Bengaluru, India",Nov 2019,Hands down one of the most beautiful places one can see. The colors of the water from up above the cliff is mesmerizing to say the least.A must visit place when in Bali/Nusa Penida. Just come prepared with good shoes and water as it can be too hot. 
Happypuppy13,2 contributions,Nov 2019,"Our trip in Nusa Penida was unforgettable moment, thanks to Mustika Nusa Penida Tour especially to Sir Dewarai, very accomodating and he knows the good spot for picture for instagram ! Super thank you kuya ! You're the best ! I will recommend this Mustika Nusa Penida Tour can speak english and very accomodating"
Asriani H,"Makassar, Indonesia",Sep 2019,"The Second time, this still recommended Beach. Clean Beach, Nice Beach, Nice Sunset in Here. Must try to go down. "
Fibaritziamo,"Nympsfield, UK",Aug 2019,"Kelingking Beach is absolutely stunning, but the hike down the mountain path is not for the faint hearted or the unfit.The path down starts of reasonably easy, after 20 mins or so it takes a turn back on its self and then the fun really starts. It was very busy and often grid locked as people are trying to come up at the same time and it is at times very tricky and you have to have 3 point contact. it took us 1 1/2 hrs to get down due to the amount of people coming up. Make sure you take water as on the cliff face it is very hot and if you are like me you is gonna sweat!There is a little stall on the beach selling water, Now foolishly I only took a small amount of water for a family of 4,not very clever! so I had to buy the most expensive water in Bali at 100,000 rps for 2 litres.The beach is stunning and you certainly feel exhilarated when you get to the bottom. The waves are huge and very strong so be very careful.The climb up was quicker as later in day and not many coming down, but one hell of a work out. My leg muscles ached so much I could hardly walk for 2 days. But one of our most memorable days out and we had some great days in Bali and Nusa Penida "
Bodil Fjellrosa,6 contributions,Nov 2019,"It's just to stand in line and wait to have a overlook down on a beach it takes one hour to go down to, in the heat! Overrated. You see it actually better on photos."
federico z,"Dubai, United Arab Emirates",Nov 2019,"Over booked by tourits, abandoned by the local people. The place is just for pictures in the corniche, behind is garbage !!I visited with my parents and they got disappointed cause the entire island doesn't have roads or ways in good shape. The trip for each please takes lot of time, full traffic, roads in bad condition and the worst is there is only 1 sense in the way!The are not clinic or hospitals in case of emergency. Really, this place is a lost town in middle of nothing. No authorities. My suggestion is avoid it at all cost you will spend more time traveling in the car instead of the beaches. "
Catarina Brito,United Kingdom,Sep 2019,The views are beautiful but the roads are super bumpy to get to Kelingking Beach. I would not advise to try and drive a scooter. 100% recommend hiring a driver which is the safest option.It can be very overcrowded and the access to the beach is not in the best condition. We did not go down to the beach but we could see a few people going down the cliff. The driver that was with us suggested that you would need roughly 45 minutes to go down and other 45 minutes to come back up.Be aware there are monkeys on this beach and they are not very friendly.
Weronika J,"Tychy, Poland",Oct 2019,"Worth visiting! Hot as hell though ;) 🤩🤩🤩 really nice view. Worth the trouble, signs to the place every 1km, nice view point on the left"
Omer sim,"Tel Aviv, Israel",Mar 2019,"Over touristic, but beautiful beach. I didn't go down to the beach itself just took a pic from the cliff."
Mishy On The GC,"Gold Coast, Australia",Oct 2019,"Would highly recommend visiting here if it’s on tour bucket list. Definitely instagram worthy. The photos don’t do it justice. We didn’t do the stairs down to the beach due to personal health, however I’d you’re fit and up for it, then it is a must do. "
Liz T,22 contributions,Sep 2019,If you have little time - skip it. Such an overrated trip. Too many tourists and the experience is not worth it - unless you want to go down the beach (very very steep and dangerous and will take you at least an hour)
Nini,Male,Oct 2019,The natural of beauty is always make me feel happier and surprised. If you have chance to visit this land please must be come here and please keep the natural don’t disturb! 
Indra Yulianto,4 contributions,Oct 2019,amazing place and would like to say thank you to mr fadjar ( mansago travel ). he convince me about this trip.  i choosed 1 day Trip and me and my partner love it.. i will try to stay here for my next vacation. thank you
Tamer Alphonse,9 contributions,Oct 2019,Nusa Penida is such an overrated trip! The boat takes you 45 min from Bali to arrive to the island and you take a car and drive another 45min in the most dangerous and rocky road to just arrive in busy place so you can only take the famous picture! People with kids are highly not recommended to take them all! Avoid this trip by all means!!!
rachana bhapa,"Kullu, India",Sep 2019,I will definitely recommend this place to travellers visiting Nusa Penida. You can combine your tour with angels billalong and broken beach and then head to kelingking point and beach. It is important to note that it is very very steep so wear proper shoes with grip not flip flops and if you have bad knees and then dont get down to the beach. You can go halfway and then come back. Because at some points the steps are very high and narrow and supprted with wooden rails built by travellers on the way. The all the hike is worth it. 
Piyush Thakur,"Pune, India",Oct 2019,"Its a long review but here is what I feel There is a lot of debate on whether you should trek down to the Kelingking beach or not. Lot of vloggers have posted their videos online on the same topic and there are conflicting views on it. For me it was the trek which made all the difference. I am not some super dude who is used to trekking , but yes I am in my 30s and not very unfit. So you need to take a call whether your physical fitness is at least at basic level. But if it is then you just have to go down. Make sure you go when there is high tide. We started the trek at around 9:30 a.m. when it was starting to get crowded. It took us around 30 minutes to reach to the beach. First 15 minutes would be too easy and the next 15 minutes you will wonder whether you have done a mistake :-D but just hang in there and continue to go down slowly and slowly. Every 5 minutes take a pause and just look around the surroundings , then you will realise why I am asking you to trek down. Once you reach down then you will see an absolutely gorgeous beach with so strong waves . This is what I am talking about. .. This was my best part of Bali trip and I'll come back again to spend atleat 4-5 hours on this beach. Photos don't justify the beauty of this place "
deecorrigan,"Newcastle, Australia",Mar 2019,A must see if your in this part of the world. Absolutely stunning. The road to get there is terrible. Take plenty of water.
FredBadass,4 contributions,Oct 2019,"Amazing beach, a must seen place. Hard to acces but 100% worth the effort. Wear shoes, not flip flopes and carefull with childrens and old people "
Andrew S,1 contribution,Oct 2019,"So crowded, long as sketchy hike down to the beach, look at  Instagram or try to go by boat. Everything on Penida is packed with tourists all taking the same photo and the roads are horrible to get everywhere. "
ThomasArabia,"Abu Dhabi, United Arab Emirates",Oct 2019,"First of all, its off course a breathtakingly beautiful beach. But that’s exactly the problem. Its super crowded. The hike:it looks very steep from the top. But its really doable. The first half downwards are proper albeit big steps with proper handrails. That part is safe, although already somewhat exposed. For people who feel a bit afraid here it’s probably better to turn around at the end of the proper steps, because its getting much steeper afterwards and one needs to scramble down some rocks. There are still handrails, but further down they consist of some lose bamboo sticks only. Overall its not technically difficult, but not for people who are afraid of hwights. It takes around 20 min up or down, if it would be empty. But with people in flipflops (!) and traffic jams it will take longer, and its hot! on the beach is a little kiosk to buy refreshments though."
Amy,64 contributions,Oct 2019,"It took us more than an hour to reach the beach via scooter from the harbor. The road is SKETCHY! Not all of it is paved either. I’m really glad to have seen this amazing view, and equally glad we got there and back in one piece!Once you get there, there is a pathway that takes you all the way down to the beach. It’s not an easy trek. Make sure you wear some decent shoes. "
Stefan R,"Toronto, Canada",Oct 2019,"My wife and I visited Kelingking as part of a day trip to Nusa Penida during our honeymoon in Bali.Nusa Penida is not as developed as the main islands so be prepared to the tight roads, bumpy roads, and less than stellar views when not at an attraction or sightseeing spot.**Kelingking disclaimer, if you are planning on climbing down to the secret point beach, come prepared with proper shoes, water and snacks for the treacherous trek down and back up the cliff** My wife and I are both fit and avid hikers to the trek down and back up for us wasnt too bad, but you can tell why alot of people either dont do it or get injured going down or coming back up - especially coming back up in the heat or without proper hydration. Overall, it was worth the trip! "
Sophie Rosbill,"Singapore, Singapore",Sep 2019,What a gorgeous lovely beach when you’re down there after going through the steep dodgy steps.. hidden gem indeed!! Worth visiting 😊😉👍🏻
333kimberleys,21 contributions,Sep 2019,"Let me start by saying this beach is truely something to behold! Gorgeous in real life however..... Noone prepared me for the trip to the beach and after. I feel I'm doing a public service by providing my experience if nothing else but to prepare other people of what really happens to get to this magnificent place. I feel if I were more prepared for the experience it would not have left such a sour taste in my mouth. Firstly we booked through a company we found on trip advisor and I researched it well, nothing left me thinking they were bad and we were both excited for the trip. We were told it would be a ""private"" trip however when we arrived at the fast ferry port it was clear it wasn't as private as we had imagined. We had to maneuver down a rock wall over 10ft high, sharp, wobbly extremely unsafe! My mum was with me and we were wearing thongs! If you lost your balance you would be in trouble! We get on the packed fast ferry with clearly not enough life jackets for everyone and it was so over full people got given stools to sit in the middle walk way! The ferry ride over (about 20mins) and we all load off to a bunch of people holding signs, we find the gentleman holding ours and he escorts us to another bunch of people where we are loaded onto another boat and handed snorkel equipment... Again NOT private just one in a bunch of other people being hoarded like cattle. We had snorkelling included in our day trip and the chance to swim with Manta Rays! On my bucket list so very excited... However what they don't tell you is your jumping off the boat in OPEN ocean water that is right near a rock face so the current and wave are huge! I am an experienced swimmer however felt overwhelmed with the amount of other people in the water and the conditions... there is no way you are going to see a Manta Ray like that!! What a rip off!!! Next we get taken to another Snorkeling spot, this one more protected and actually quite nice, I used this opportunity to really swim here and enjoy myself. After this you are taken back to the island and meet up with your allocated driver who then takes you to your lunch spot... This is dingy with rats on the rafters and you can select from 2 meals being the cheapest on the menu... This part was private as it was just me and my mum with our driver. Please take travel sickness tablets with you!!! The roads are next level horrible... I've travelled a fair bit and I have never seen roads this bad... I got car sickness in about 15 minutes... And each location is roughly 45 minutes from the other... ALOT of driving!!! We reach Kelingking beach and our driver escorts us, again we only have things on so we are hoping the walk is short. It is but it's treacherous... Bring runners or grippy shoes for your safety!!!Here we see the beach which is lovely however only now does our guide tell us you can walk down if you like it takes over 1 hour and can take double that to walk back up... It is super tempting the view from up here is gorgeous and the adventurer in me wants so badly to try however we are not prepared for this... We have no water, not appropriate shoes and no swimmers or towel!! A bloody heads up for this would have been nice...  a missed opportunity for us! Don't get me wrong the driver was trying to be super helpful and it wasn't his fault the company had not filled us in however by now my patience is wearing thin. Guys are up in trees trying to get you to take pictures and then stinging tourists for the shots, like come on!!! We are now told another hour to next spot! I'm not sure I can handle another hour on these god awful roads while being carsick... But I jump in and suck it up. The next spot is Angel Billabong and Broken Beach they are essentially walking distance from each other .... Again other shoes would have been nice as thongs SO NOT appropriate. We took some shots and headed back.. at this point I have requested to go back to the port I'm done and ready to go home. We wait at the port for over an hour for the next ferry and we notice there are more and more people every minute... Seems too many... As suspected they have absolutely jam packed the ferry to the brim, it takes 3 smaller boat rides to the ferry to get all the passengers on board. This little boat is on the verge of sinking due to the weight! Finally we get on the fast ferry and we get stuck at the very back of the ferry STANDING by the 4 big propellers, getting soaked by the giant waves the whole way back... We feared for our safety on the way back! To top of off once we get off we Wade through thigh high water and again scale the dangerous rock wall to get to the top! All in all I just wanted people to know what they are getting themselves into BEFORE they go so unlike us they can properly prepare and hopefully have a better experience than us. It seems noones safety is considered on this trip and in this day and age it's disappointing that so many people's life's at put at risk to make some money."
treenavel,50 contributions,Sep 2019,"Awesome view, clean great small beach, worth every effort for you to get down and enjoy.It's the most awesome and only place on earth with such beauty!To all able bodies...this is a must visit place once in a lifetime.Plan ahead, arrange car and driver as well as hotel to stay in. Cheap travel by far in comparison to other island but the view alone is worth it!"
looby29,"Carlisle, UK",Nov 2018,Had the pleasure of visiting 2018 was the most amazing place breathtaking.little tip wear good footwear
J.Bas,"Austin, TX",Aug 2019,"breathtaking scenery, awesome blue beach and white sand! Sure it is hard to get down to the beach, very step traditional stairs but once you get there, it is AWESOME"
pip112017,Singapore,Oct 2019,"Absolutely gorgeous views from the top, amazing to watch the sunset from. It’s definitely do able to hike half way down where there are physical steps to the picture points and get some nice shots. However BE WARNED once you get past the main bit (you will know when) the trail gets INCREDIBLY steep and there are no longer steps, you are from that point on literally rock climbing down an almost upright cliff. In hindsight I would not have gone down as we fell multiple times and was extremely exhausting on the way up. I have cuts on my knees from where I had to essentially crawl up. The beach down there is amazing but you could get access to a beach equally as amazing without the near death experience. If you’re physically fit and enjoy the thrill of hiking / mountain climbing then go ahead. If you’re an average person - YOU’VE BEEN WARNED!! "
Emmelinem,Emmelinem,Sep 2019,Stunning scenery bit I would recommend going early. We kept getting told off by tourists that we were in their photos. There are way too many people.
Maria Klepikova,3 contributions,Oct 2019,"Amazing!  One of the most beautiful places of I've seen. It was complocated to get there,  but it worth it"
Cristopher V,"Antwerp, Belgium",Oct 2019,"Incredible view from the cliff, absolutely amazing.From the harbour to Kelingking beach takes 45min-1h by car.Roads are not ready for this volume of tourism. Half of the way was on a too narrow asphalt road, other half was on an even smaller bumpy sand road.Arriving as usual on a parking, local shops leading to the cliff.No safety regulation nor fences to protect you from falling from the 500ft deep cliff.Didnt go down with the stairs as it was too crowded."
