nama,tgl_ulasan,ulasan,ulasan_emoji,ulasan_emot,ulasan_fold,ulasan_punct,ulasan_stop,ulasan_freq,ulasan_rare,ulasan_stem,review,scores,compound,sentiment
SaurovNandy,Jul-17,Kelingking beach is one of the most stunning sights that I have ever seen.We reached there by noon and luckily there were not many tourists.If you have the time then do walk down to the beach from Karang dawa view point. The steps are uneven and the climb can be a bit treacherous but surely you won't regret it.At least climb down till the half way point for your best photo op.,Kelingking beach is one of the most stunning sights that I have ever seen.We reached there by noon and luckily there were not many tourists.If you have the time then do walk down to the beach from Karang dawa view point. The steps are uneven and the climb can be a bit treacherous but surely you won't regret it.At least climb down till the half way point for your best photo op.,Kelingking beach is one of the most stunning sights that I have ever seen.We reached there by noon and luckily there were not many tourists.If you have the time then do walk down to the beach from Karang dawa view point. The steps are uneven and the climb can be a bit treacherous but surely you won't regret it.At least climb down till the half way point for your best photo op.,kelingking beach is one of the most stunning sights that i have ever seen.we reached there by noon and luckily there were not many tourists.if you have the time then do walk down to the beach from karang dawa view point. the steps are uneven and the climb can be a bit treacherous but surely you won't regret it.at least climb down till the half way point for your best photo op.,kelingking beach is one of the most stunning sights that i have ever seenwe reached there by noon and luckily there were not many touristsif you have the time then do walk down to the beach from karang dawa view point the steps are uneven and the climb can be a bit treacherous but surely you wont regret itat least climb down till the half way point for your best photo op,kelingking beach one stunning sights ever seenwe reached noon luckily many touristsif time walk beach karang dawa view point steps uneven climb bit treacherous surely wont regret itat least climb till half way point best photo op,kelingking one stunning sights ever seenwe reached noon luckily many touristsif time walk karang dawa point steps uneven climb bit treacherous surely wont regret itat least climb till half way point best photo op,kelingking one stunning sights ever seenwe reached noon luckily many touristsif time walk karang dawa point steps uneven climb bit treacherous surely wont regret itat least climb till half way point best photo op,kelingk one stun sight ever seenw reach noon luckili mani touristsif time walk karang dawa point step uneven climb bit treacher sure wont regret itat least climb till half way point best photo op,kelingking one stun sight ever seenwe reach noon luckily many touristsif time walk karang dawa point step uneven climb bit treacherous surely wont regret itat least climb till half way point best photo op,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.9158}",0.9158,1
Gabcared,Jan-18,"Very nice views, beautiful beach. Quite hard to get there, especially in rainy season, but even if you don't go down it worth it.","Very nice views, beautiful beach. Quite hard to get there, especially in rainy season, but even if you don't go down it worth it.","Very nice views, beautiful beach. Quite hard to get there, especially in rainy season, but even if you don't go down it worth it.","very nice views, beautiful beach. quite hard to get there, especially in rainy season, but even if you don't go down it worth it.",very nice views beautiful beach quite hard to get there especially in rainy season but even if you dont go down it worth it,nice views beautiful beach quite hard get especially rainy season even dont go worth,nice views quite hard especially rainy season even dont,nice views quite hard especially rainy season even dont,nice view quit hard especi raini season even dont,nice view quite hard especially rainy season even dont,"{'neg': 0.287, 'neu': 0.486, 'pos': 0.227, 'compound': 0.0645}",0.0645,1
MorwennaJones,Jan-18,"We visited Kelingking in January, the off season and most quiet time of year for tourism, expecting to get there and find it largely empty.  After negotiating the treacherous roads by scooter (and I mean treacherous- we witnessed a bad accident only the day after), we arrived to find about 30/40 other tourists there, which is a lot given the limited amount of cliff space.  Lots had arrived in the people-carriers from resorts, which make it easy to navigate the dangerous roads and get to all of the places on the island that, otherwise, are hard to reach.  The beach is utterly stunning and completely beautiful, but be prepared to find it crowded, especially if you visit in the off-season.  There's also a very dangerous ledge that tourists were dangling off for photos!  Also, when we visited, there was a sign next to the path down to the beach warning against going down.  We ummed and ahhed about whether to risk it, but fortunately chose not to, and after doing another walk down the cliffs, I'm so glad we chose not to!  The cliff trails here are very steep, dangerous and frequently involve putting your whole body weight on bamboo strapped to the cliff, so for god's sake, if there's a sign there saying that the path is broken, don't ignore it!","We visited Kelingking in January, the off season and most quiet time of year for tourism, expecting to get there and find it largely empty.  After negotiating the treacherous roads by scooter (and I mean treacherous- we witnessed a bad accident only the day after), we arrived to find about 30/40 other tourists there, which is a lot given the limited amount of cliff space.  Lots had arrived in the people-carriers from resorts, which make it easy to navigate the dangerous roads and get to all of the places on the island that, otherwise, are hard to reach.  The beach is utterly stunning and completely beautiful, but be prepared to find it crowded, especially if you visit in the off-season.  There's also a very dangerous ledge that tourists were dangling off for photos!  Also, when we visited, there was a sign next to the path down to the beach warning against going down.  We ummed and ahhed about whether to risk it, but fortunately chose not to, and after doing another walk down the cliffs, I'm so glad we chose not to!  The cliff trails here are very steep, dangerous and frequently involve putting your whole body weight on bamboo strapped to the cliff, so for god's sake, if there's a sign there saying that the path is broken, don't ignore it!","We visited Kelingking in January, the off season and most quiet time of year for tourism, expecting to get there and find it largely empty.  After negotiating the treacherous roads by scooter (and I mean treacherous- we witnessed a bad accident only the day after, we arrived to find about 30/40 other tourists there, which is a lot given the limited amount of cliff space.  Lots had arrived in the people-carriers from resorts, which make it easy to navigate the dangerous roads and get to all of the places on the island that, otherwise, are hard to reach.  The beach is utterly stunning and completely beautiful, but be prepared to find it crowded, especially if you visit in the off-season.  There's also a very dangerous ledge that tourists were dangling off for photos!  Also, when we visited, there was a sign next to the path down to the beach warning against going down.  We ummed and ahhed about whether to risk it, but fortunately chose not to, and after doing another walk down the cliffs, I'm so glad we chose not to!  The cliff trails here are very steep, dangerous and frequently involve putting your whole body weight on bamboo strapped to the cliff, so for god's sake, if there's a sign there saying that the path is broken, don't ignore it!","we visited kelingking in january, the off season and most quiet time of year for tourism, expecting to get there and find it largely empty.  after negotiating the treacherous roads by scooter (and i mean treacherous- we witnessed a bad accident only the day after, we arrived to find about 30/40 other tourists there, which is a lot given the limited amount of cliff space.  lots had arrived in the people-carriers from resorts, which make it easy to navigate the dangerous roads and get to all of the places on the island that, otherwise, are hard to reach.  the beach is utterly stunning and completely beautiful, but be prepared to find it crowded, especially if you visit in the off-season.  there's also a very dangerous ledge that tourists were dangling off for photos!  also, when we visited, there was a sign next to the path down to the beach warning against going down.  we ummed and ahhed about whether to risk it, but fortunately chose not to, and after doing another walk down the cliffs, i'm so glad we chose not to!  the cliff trails here are very steep, dangerous and frequently involve putting your whole body weight on bamboo strapped to the cliff, so for god's sake, if there's a sign there saying that the path is broken, don't ignore it!",we visited kelingking in january the off season and most quiet time of year for tourism expecting to get there and find it largely empty  after negotiating the treacherous roads by scooter and i mean treacherous we witnessed a bad accident only the day after we arrived to find about 3040 other tourists there which is a lot given the limited amount of cliff space  lots had arrived in the peoplecarriers from resorts which make it easy to navigate the dangerous roads and get to all of the places on the island that otherwise are hard to reach  the beach is utterly stunning and completely beautiful but be prepared to find it crowded especially if you visit in the offseason  theres also a very dangerous ledge that tourists were dangling off for photos  also when we visited there was a sign next to the path down to the beach warning against going down  we ummed and ahhed about whether to risk it but fortunately chose not to and after doing another walk down the cliffs im so glad we chose not to  the cliff trails here are very steep dangerous and frequently involve putting your whole body weight on bamboo strapped to the cliff so for gods sake if theres a sign there saying that the path is broken dont ignore it,visited kelingking january season quiet time year tourism expecting get find largely empty negotiating treacherous roads scooter mean treacherous witnessed bad accident day arrived find 3040 tourists lot given limited amount cliff space lots arrived peoplecarriers resorts make easy navigate dangerous roads get places island otherwise hard reach beach utterly stunning completely beautiful prepared find crowded especially visit offseason theres also dangerous ledge tourists dangling photos also visited sign next path beach warning going ummed ahhed whether risk fortunately chose another walk cliffs im glad chose cliff trails steep dangerous frequently involve putting whole body weight bamboo strapped cliff gods sake theres sign saying path broken dont ignore,visited kelingking january season quiet time year tourism expecting find largely empty negotiating treacherous roads scooter mean treacherous witnessed bad accident day arrived find 3040 tourists lot given limited amount cliff space lots arrived peoplecarriers resorts make easy navigate dangerous roads places island otherwise hard reach utterly stunning completely prepared find crowded especially visit offseason theres also dangerous ledge tourists dangling photos also visited sign next path warning going ummed ahhed whether risk fortunately chose another walk cliffs im glad chose cliff trails steep dangerous frequently involve putting whole body weight bamboo strapped cliff gods sake theres sign saying path broken dont ignore,visited kelingking january season quiet time year tourism expecting find largely empty negotiating treacherous roads scooter mean treacherous witnessed bad accident day arrived find 3040 tourists lot given limited amount cliff space lots arrived peoplecarriers resorts make easy navigate dangerous roads places island otherwise hard reach utterly stunning completely prepared find crowded especially visit offseason theres also dangerous ledge tourists dangling photos also visited sign next path warning going ummed ahhed whether risk fortunately chose another walk cliffs im glad chose cliff trails steep dangerous frequently involve putting whole body weight bamboo strapped cliff gods sake theres sign saying path broken dont ignore,visit kelingk januari season quiet time year tourism expect find larg empti negoti treacher road scooter mean treacher wit bad accid day arriv find 3040 tourist lot given limit amount cliff space lot arriv peoplecarri resort make easi navig danger road place island otherwis hard reach utterli stun complet prepar find crowd especi visit offseason there also danger ledg tourist dangl photo also visit sign next path warn go um ah whether risk fortun chose anoth walk cliff im glad chose cliff trail steep danger frequent involv put whole bodi weight bamboo strap cliff god sake there sign say path broken dont ignor,visit kelingking january season quiet time year tourism expect find largely empty negotiate treacherous road scooter mean treacherous witness bad accident day arrive find 3040 tourist lot give limited amount cliff space lot arrive peoplecarriers resort make easy navigate dangerous road place island otherwise hard reach utterly stun completely prepared find crowd especially visit offseason there also dangerous ledge tourist dangle photo also visit sign next path warn go ummed ahhed whether risk fortunately choose another walk cliffs im glad choose cliff trail steep dangerous frequently involve put whole body weight bamboo strap cliff god sake there sign say path break dont ignore,"{'neg': 0.196, 'neu': 0.695, 'pos': 0.109, 'compound': -0.87}",-0.87,0
Nusa Penida Exploration,Jan-18,Kelingking beach is top tourist destination in Nusa Penida island. It's a hidden Paradise in the island. It's a famous place to do the activity of the tracking and also well-known as a place to enjoy the wonderful sunset.,Kelingking beach is top tourist destination in Nusa Penida island. It's a hidden Paradise in the island. It's a famous place to do the activity of the tracking and also well-known as a place to enjoy the wonderful sunset.,Kelingking beach is top tourist destination in Nusa Penida island. It's a hidden Paradise in the island. It's a famous place to do the activity of the tracking and also well-known as a place to enjoy the wonderful sunset.,kelingking beach is top tourist destination in nusa penida island. it's a hidden paradise in the island. it's a famous place to do the activity of the tracking and also well-known as a place to enjoy the wonderful sunset.,kelingking beach is top tourist destination in nusa penida island its a hidden paradise in the island its a famous place to do the activity of the tracking and also wellknown as a place to enjoy the wonderful sunset,kelingking beach top tourist destination nusa penida island hidden paradise island famous place activity tracking also wellknown place enjoy wonderful sunset,kelingking top tourist destination island hidden paradise island famous activity tracking also wellknown enjoy wonderful sunset,kelingking top tourist destination island hidden paradise island famous activity tracking also wellknown enjoy wonderful sunset,kelingk top tourist destin island hidden paradis island famou activ track also wellknown enjoy wonder sunset,kelingking top tourist destination island hide paradise island famous activity track also wellknown enjoy wonderful sunset,"{'neg': 0.066, 'neu': 0.43, 'pos': 0.504, 'compound': 0.9042}",0.9042,1
niranjan a,Jan-18,I can only say is this place is a mush visit place. The view is breath taking.You need to book a tour to nusa penida to see this place. Once ur in bali go for some local tour to visit this place.Must visit i would say.,I can only say is this place is a mush visit place. The view is breath taking.You need to book a tour to nusa penida to see this place. Once ur in bali go for some local tour to visit this place.Must visit i would say.,I can only say is this place is a mush visit place. The view is breath taking.You need to book a tour to nusa penida to see this place. Once ur in bali go for some local tour to visit this place.Must visit i would say.,i can only say is this place is a mush visit place. the view is breath taking.you need to book a tour to nusa penida to see this place. once ur in bali go for some local tour to visit this place.must visit i would say.,i can only say is this place is a mush visit place the view is breath takingyou need to book a tour to nusa penida to see this place once ur in bali go for some local tour to visit this placemust visit i would say,say place mush visit place view breath takingyou need book tour nusa penida see place ur bali go local tour visit placemust visit would say,say mush visit breath takingyou need book tour see ur bali local tour visit placemust visit would say,say mush visit breath takingyou need book tour see ur bali local tour visit placemust visit would say,say mush visit breath takingy need book tour see ur bali local tour visit placemust visit would say,say mush visit breath takingyou need book tour see ur bali local tour visit placemust visit would say,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
Bagus Perbawa,Jan-18,"Had an amazing visit at Kelingking beach. The weather was pretty hot and the view was quite breathtaking, the waves looks great from above and the turquoise water was visible. Unfortunately I did not wear proper shoes and my slippers was unfit for trrekking down to the beach.Other travellers said the swell was around 1-2 meters high and was not that hard to swim. The secluded beach would have been a perfect spot to just relax, sunbake and dipping but do bring some water when you go down, its quite a hike back up.Additional advice - take some photos at the wooden bamboo boat on top of the hill (it's a bit worn out - be careful) or take some amazing shot in the lonely tree. Food and drinks are quite reasonable, bought Nasi Goreng for 30K and coke (can) for 15K.","Had an amazing visit at Kelingking beach. The weather was pretty hot and the view was quite breathtaking, the waves looks great from above and the turquoise water was visible. Unfortunately I did not wear proper shoes and my slippers was unfit for trrekking down to the beach.Other travellers said the swell was around 1-2 meters high and was not that hard to swim. The secluded beach would have been a perfect spot to just relax, sunbake and dipping but do bring some water when you go down, its quite a hike back up.Additional advice - take some photos at the wooden bamboo boat on top of the hill (it's a bit worn out - be careful) or take some amazing shot in the lonely tree. Food and drinks are quite reasonable, bought Nasi Goreng for 30K and coke (can) for 15K.","Had an amazing visit at Kelingking beach. The weather was pretty hot and the view was quite breathtaking, the waves looks great from above and the turquoise water was visible. Unfortunately I did not wear proper shoes and my slippers was unfit for trrekking down to the beach.Other travellers said the swell was around 1-2 meters high and was not that hard to swim. The secluded beach would have been a perfect spot to just relax, sunbake and dipping but do bring some water when you go down, its quite a hike back up.Additional advice - take some photos at the wooden bamboo boat on top of the hill (it's a bit worn out - be careful or take some amazing shot in the lonely tree. Food and drinks are quite reasonable, bought Nasi Goreng for 30K and coke (can for 15K.","had an amazing visit at kelingking beach. the weather was pretty hot and the view was quite breathtaking, the waves looks great from above and the turquoise water was visible. unfortunately i did not wear proper shoes and my slippers was unfit for trrekking down to the beach.other travellers said the swell was around 1-2 meters high and was not that hard to swim. the secluded beach would have been a perfect spot to just relax, sunbake and dipping but do bring some water when you go down, its quite a hike back up.additional advice - take some photos at the wooden bamboo boat on top of the hill (it's a bit worn out - be careful or take some amazing shot in the lonely tree. food and drinks are quite reasonable, bought nasi goreng for 30k and coke (can for 15k.",had an amazing visit at kelingking beach the weather was pretty hot and the view was quite breathtaking the waves looks great from above and the turquoise water was visible unfortunately i did not wear proper shoes and my slippers was unfit for trrekking down to the beachother travellers said the swell was around 12 meters high and was not that hard to swim the secluded beach would have been a perfect spot to just relax sunbake and dipping but do bring some water when you go down its quite a hike back upadditional advice  take some photos at the wooden bamboo boat on top of the hill its a bit worn out  be careful or take some amazing shot in the lonely tree food and drinks are quite reasonable bought nasi goreng for 30k and coke can for 15k,amazing visit kelingking beach weather pretty hot view quite breathtaking waves looks great turquoise water visible unfortunately wear proper shoes slippers unfit trrekking beachother travellers said swell around 12 meters high hard swim secluded beach would perfect spot relax sunbake dipping bring water go quite hike back upadditional advice take photos wooden bamboo boat top hill bit worn careful take amazing shot lonely tree food drinks quite reasonable bought nasi goreng 30k coke 15k,amazing visit kelingking weather pretty hot quite breathtaking waves looks great turquoise water visible unfortunately wear proper shoes slippers unfit trrekking beachother travellers said swell around 12 meters high hard swim secluded would perfect spot relax sunbake dipping bring water quite hike back upadditional advice photos wooden bamboo boat top hill bit worn careful amazing shot lonely tree food drinks quite reasonable bought nasi goreng 30k coke 15k,amazing visit kelingking weather pretty hot quite breathtaking waves looks great turquoise water visible unfortunately wear proper shoes slippers unfit trrekking beachother travellers said swell around 12 meters high hard swim secluded would perfect spot relax sunbake dipping bring water quite hike back upadditional advice photos wooden bamboo boat top hill bit worn careful amazing shot lonely tree food drinks quite reasonable bought nasi goreng 30k coke 15k,amaz visit kelingk weather pretti hot quit breathtak wave look great turquois water visibl unfortun wear proper shoe slipper unfit trrek beachoth travel said swell around 12 meter high hard swim seclud would perfect spot relax sunbak dip bring water quit hike back upaddit advic photo wooden bamboo boat top hill bit worn care amaz shot lone tree food drink quit reason bought nasi goreng 30k coke 15k,amaze visit kelingking weather pretty hot quite breathtaking wave look great turquoise water visible unfortunately wear proper shoe slipper unfit trrekking beachother traveller say swell around 12 meter high hard swim seclude would perfect spot relax sunbake dip bring water quite hike back upadditional advice photo wooden bamboo boat top hill bit worn careful amaze shot lonely tree food drink quite reasonable buy nasi goreng 30k coke 15k,"{'neg': 0.093, 'neu': 0.604, 'pos': 0.303, 'compound': 0.9643}",0.9643,1
756rickyl,Jan-18,"Nusa Penida an island off the southeast coast of Bali. Not many people know about this surprisingly beautiful island that contain so many beautiful, natural spots. Recently, more and more people are starting to discover and explore this wonderful island. There are about a dozen separate locations/spots within the island such as: Angel's Billabong, Pantai Atuh, Crystal Bay, etc, etc ... with the most famous one, arguably, is Pantai Kelingking (Kelingking Beach). Well, for people who have social media and love to post pictures on the net, this island is the definitely the one for you.","Nusa Penida an island off the southeast coast of Bali. Not many people know about this surprisingly beautiful island that contain so many beautiful, natural spots. Recently, more and more people are starting to discover and explore this wonderful island. There are about a dozen separate locations/spots within the island such as: Angel's Billabong, Pantai Atuh, Crystal Bay, etc, etc ... with the most famous one, arguably, is Pantai Kelingking (Kelingking Beach). Well, for people who have social media and love to post pictures on the net, this island is the definitely the one for you.","Nusa Penida an island off the southeast coast of Bali. Not many people know about this surprisingly beautiful island that contain so many beautiful, natural spots. Recently, more and more people are starting to discover and explore this wonderful island. There are about a dozen separate locations/spots within the island such as: Angel's Billabong, Pantai Atuh, Crystal Bay, etc, etc ... with the most famous one, arguably, is Pantai Kelingking (Kelingking Beach. Well, for people who have social media and love to post pictures on the net, this island is the definitely the one for you.","nusa penida an island off the southeast coast of bali. not many people know about this surprisingly beautiful island that contain so many beautiful, natural spots. recently, more and more people are starting to discover and explore this wonderful island. there are about a dozen separate locations/spots within the island such as: angel's billabong, pantai atuh, crystal bay, etc, etc ... with the most famous one, arguably, is pantai kelingking (kelingking beach. well, for people who have social media and love to post pictures on the net, this island is the definitely the one for you.",nusa penida an island off the southeast coast of bali not many people know about this surprisingly beautiful island that contain so many beautiful natural spots recently more and more people are starting to discover and explore this wonderful island there are about a dozen separate locationsspots within the island such as angels billabong pantai atuh crystal bay etc etc  with the most famous one arguably is pantai kelingking kelingking beach well for people who have social media and love to post pictures on the net this island is the definitely the one for you,nusa penida island southeast coast bali many people know surprisingly beautiful island contain many beautiful natural spots recently people starting discover explore wonderful island dozen separate locationsspots within island angels billabong pantai atuh crystal bay etc etc famous one arguably pantai kelingking kelingking beach well people social media love post pictures net island definitely one,island southeast coast bali many people know surprisingly island contain many natural spots recently people starting discover explore wonderful island dozen separate locationsspots within island angels billabong pantai atuh crystal bay etc etc famous one arguably pantai kelingking kelingking well people social media love post pictures net island definitely one,island southeast coast bali many people know surprisingly island contain many natural spots recently people starting discover explore wonderful island dozen separate locationsspots within island angels billabong pantai atuh crystal bay etc etc famous one arguably pantai kelingking kelingking well people social media love post pictures net island definitely one,island southeast coast bali mani peopl know surprisingli island contain mani natur spot recent peopl start discov explor wonder island dozen separ locationsspot within island angel billabong pantai atuh crystal bay etc etc famou one arguabl pantai kelingk kelingk well peopl social media love post pictur net island definit one,island southeast coast bali many people know surprisingly island contain many natural spot recently people start discover explore wonderful island dozen separate locationsspots within island angel billabong pantai atuh crystal bay etc etc famous one arguably pantai kelingking kelingking well people social medium love post picture net island definitely one,"{'neg': 0.032, 'neu': 0.689, 'pos': 0.279, 'compound': 0.9371}",0.9371,1
leberl,Jan-18,"The view from the top is absolutely incredible! There is a 5,000 IDR entrance fee. You can hike down to the bottom and get to the beach. Be aware the hike is very sketchy in places. You hike along the rim with massive drop offs to either side of you. There are some bamboo fences but they aren't very steady. Wear proper hiking shoes (no flip flops or sandals). I do not recommend going by yourself. The hike down took me about 30 minutes but I hike on a regular basis. If you are able to brave the hike down, you'll be rewarded with an empty or near-empty beach! Keep an eye on the tide and weather as you do not want to get stuck down at the bottom.","The view from the top is absolutely incredible! There is a 5,000 IDR entrance fee. You can hike down to the bottom and get to the beach. Be aware the hike is very sketchy in places. You hike along the rim with massive drop offs to either side of you. There are some bamboo fences but they aren't very steady. Wear proper hiking shoes (no flip flops or sandals). I do not recommend going by yourself. The hike down took me about 30 minutes but I hike on a regular basis. If you are able to brave the hike down, you'll be rewarded with an empty or near-empty beach! Keep an eye on the tide and weather as you do not want to get stuck down at the bottom.","The view from the top is absolutely incredible! There is a 5,000 IDR entrance fee. You can hike down to the bottom and get to the beach. Be aware the hike is very sketchy in places. You hike along the rim with massive drop offs to either side of you. There are some bamboo fences but they aren't very steady. Wear proper hiking shoes (no flip flops or sandals. I do not recommend going by yourself. The hike down took me about 30 minutes but I hike on a regular basis. If you are able to brave the hike down, you'll be rewarded with an empty or near-empty beach! Keep an eye on the tide and weather as you do not want to get stuck down at the bottom.","the view from the top is absolutely incredible! there is a 5,000 idr entrance fee. you can hike down to the bottom and get to the beach. be aware the hike is very sketchy in places. you hike along the rim with massive drop offs to either side of you. there are some bamboo fences but they aren't very steady. wear proper hiking shoes (no flip flops or sandals. i do not recommend going by yourself. the hike down took me about 30 minutes but i hike on a regular basis. if you are able to brave the hike down, you'll be rewarded with an empty or near-empty beach! keep an eye on the tide and weather as you do not want to get stuck down at the bottom.",the view from the top is absolutely incredible there is a 5000 idr entrance fee you can hike down to the bottom and get to the beach be aware the hike is very sketchy in places you hike along the rim with massive drop offs to either side of you there are some bamboo fences but they arent very steady wear proper hiking shoes no flip flops or sandals i do not recommend going by yourself the hike down took me about 30 minutes but i hike on a regular basis if you are able to brave the hike down youll be rewarded with an empty or nearempty beach keep an eye on the tide and weather as you do not want to get stuck down at the bottom,view top absolutely incredible 5000 idr entrance fee hike bottom get beach aware hike sketchy places hike along rim massive drop offs either side bamboo fences arent steady wear proper hiking shoes flip flops sandals recommend going hike took 30 minutes hike regular basis able brave hike youll rewarded empty nearempty beach keep eye tide weather want get stuck bottom,top absolutely incredible 5000 idr entrance fee hike bottom aware hike sketchy places hike along rim massive drop offs either side bamboo fences arent steady wear proper hiking shoes flip flops sandals recommend going hike took 30 minutes hike regular basis able brave hike youll rewarded empty nearempty keep eye tide weather want stuck bottom,top absolutely incredible 5000 idr entrance fee hike bottom aware hike sketchy places hike along rim massive drop offs either side bamboo fences arent steady wear proper hiking shoes flip flops sandals recommend going hike took 30 minutes hike regular basis able brave hike youll rewarded empty nearempty keep eye tide weather want stuck bottom,top absolut incred 5000 idr entranc fee hike bottom awar hike sketchi place hike along rim massiv drop off either side bamboo fenc arent steadi wear proper hike shoe flip flop sandal recommend go hike took 30 minut hike regular basi abl brave hike youll reward empti nearempti keep eye tide weather want stuck bottom,top absolutely incredible 5000 idr entrance fee hike bottom aware hike sketchy place hike along rim massive drop offs either side bamboo fence arent steady wear proper hike shoe flip flop sandal recommend go hike take 30 minute hike regular basis able brave hike youll reward empty nearempty keep eye tide weather want stick bottom,"{'neg': 0.095, 'neu': 0.712, 'pos': 0.192, 'compound': 0.7506}",0.7506,1
Albi A,Oct-17,"We can say is that this place is magnificent,the sceneries from the top is really spectacular.And hike down to the beach,you can spend a day sunbathing and relaxing in one of the most beautiful and remote beaches I've ever come across.","We can say is that this place is magnificent,the sceneries from the top is really spectacular.And hike down to the beach,you can spend a day sunbathing and relaxing in one of the most beautiful and remote beaches I've ever come across.","We can say is that this place is magnificent,the sceneries from the top is really spectacular.And hike down to the beach,you can spend a day sunbathing and relaxing in one of the most beautiful and remote beaches I've ever come across.","we can say is that this place is magnificent,the sceneries from the top is really spectacular.and hike down to the beach,you can spend a day sunbathing and relaxing in one of the most beautiful and remote beaches i've ever come across.",we can say is that this place is magnificentthe sceneries from the top is really spectacularand hike down to the beachyou can spend a day sunbathing and relaxing in one of the most beautiful and remote beaches ive ever come across,say place magnificentthe sceneries top really spectacularand hike beachyou spend day sunbathing relaxing one beautiful remote beaches ive ever come across,say magnificentthe sceneries top really spectacularand hike beachyou spend day sunbathing relaxing one remote beaches ive ever come across,say magnificentthe sceneries top really spectacularand hike beachyou spend day sunbathing relaxing one remote beaches ive ever come across,say magnificentth sceneri top realli spectacularand hike beachyou spend day sunbath relax one remot beach ive ever come across,say magnificentthe scenery top really spectacularand hike beachyou spend day sunbathe relax one remote beach ive ever come across,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5719}",0.5719,1
Ramona N,Oct-17,"This Instagram famous coastal cliffscape will not disappoint. This is definetely one of those landscapes that make you feel so small! When we reached there we forgot about the awful roads leading here. At times we were just driving over small rocks! Me and my husband took a short trek down but didn’t venture onto the beach. The path looked a little bit rough and after our crazy drive, we were to tired to do it. I mean reaching the beach I could do that, but then  hike back up: No, thank you!","This Instagram famous coastal cliffscape will not disappoint. This is definetely one of those landscapes that make you feel so small! When we reached there we forgot about the awful roads leading here. At times we were just driving over small rocks! Me and my husband took a short trek down but didn’t venture onto the beach. The path looked a little bit rough and after our crazy drive, we were to tired to do it. I mean reaching the beach I could do that, but then  hike back up: No, thank you!","This Instagram famous coastal cliffscape will not disappoint. This is definetely one of those landscapes that make you feel so small! When we reached there we forgot about the awful roads leading here. At times we were just driving over small rocks! Me and my husband took a short trek down but didn’t venture onto the beach. The path looked a little bit rough and after our crazy drive, we were to tired to do it. I mean reaching the beach I could do that, but then  hike back up: No, thank you!","this instagram famous coastal cliffscape will not disappoint. this is definetely one of those landscapes that make you feel so small! when we reached there we forgot about the awful roads leading here. at times we were just driving over small rocks! me and my husband took a short trek down but didn’t venture onto the beach. the path looked a little bit rough and after our crazy drive, we were to tired to do it. i mean reaching the beach i could do that, but then  hike back up: no, thank you!",this instagram famous coastal cliffscape will not disappoint this is definetely one of those landscapes that make you feel so small when we reached there we forgot about the awful roads leading here at times we were just driving over small rocks me and my husband took a short trek down but didn’t venture onto the beach the path looked a little bit rough and after our crazy drive we were to tired to do it i mean reaching the beach i could do that but then  hike back up no thank you,instagram famous coastal cliffscape disappoint definetely one landscapes make feel small reached forgot awful roads leading times driving small rocks husband took short trek didn’t venture onto beach path looked little bit rough crazy drive tired mean reaching beach could hike back thank,instagram famous coastal cliffscape disappoint definetely one landscapes make feel small reached forgot awful roads leading times driving small rocks husband took short trek didn’t venture onto path looked little bit rough crazy drive tired mean reaching could hike back thank,instagram famous coastal cliffscape disappoint definetely one landscapes make feel small reached forgot awful roads leading times driving small rocks husband took short trek didn’t venture onto path looked little bit rough crazy drive tired mean reaching could hike back thank,instagram famou coastal cliffscap disappoint definet one landscap make feel small reach forgot aw road lead time drive small rock husband took short trek didn’t ventur onto path look littl bit rough crazi drive tire mean reach could hike back thank,instagram famous coastal cliffscape disappoint definetely one landscape make feel small reach forgot awful road lead time drive small rock husband take short trek didn’t venture onto path look little bit rough crazy drive tire mean reaching could hike back thank,"{'neg': 0.162, 'neu': 0.726, 'pos': 0.112, 'compound': -0.5325}",-0.5325,0
