Date,Content,review,scores,compound,sentiment
Aug 2017,This beach is very crowded even on weekdays. It has a very wide and long sloping beach so it's good to bring your dogs or kids to play. Many food stalls but mostly sell local food but you can find a good pop up cafe on the west side of the beach to chill out with cocktails or softdrinks.,crowd even weekday wide long slop good bring dog kid play many food stall mostly sell local food find good pop cafe west side chill cocktails softdrinks,"{'neg': 0.055, 'neu': 0.697, 'pos': 0.248, 'compound': 0.7506}",0.7506,positive
Jun 2015,"Loved watching the waves and the surfers all looking for that great wave.heaps of bars along the beach where you can buy drinks and cheap food. Sand is very black and not nice to sit on without a deck chair, which can be hired for a reasonable rate",love watch wave surfer look great waveheaps bar along buy drink cheap food sand black nice sit without deck chair hire reasonable rate,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.9022}",0.9022,positive
Nov 2016,"This is a great beach for simply hanging out, so many chilled bars to stop by with everything from coffees to fruit juices to everyones favourite tipples!As far as going in the sea, be careful, depending on tides the sea can unfortunately be full of rubbish and waste, its very bad and a big example of why we should all be a bit more eco! It was certainly a wake up call for us but dont let that put you off enjoying the wonderful beach and the brilliant vibrance of the sunsets, all the bars come alive with singing acts, djs and more, find yourself everything from a massive beanbag to a comforable couch, kick back and enjoy",great simply hang many chilled bar stop everything coffee fruit juice everyones favourite tipplesas far go sea careful depend tide sea unfortunately full rubbish waste bad big example bit eco certainly wake call u dont let put enjoy wonderful brilliant vibrance sunset bar come alive singing act dj find everything massive beanbag comforable couch kick back enjoy,"{'neg': 0.206, 'neu': 0.562, 'pos': 0.232, 'compound': 0.4667}",0.4667,positive
Aug 2014,"Thinking of taking a surf class here which would be cool, as waves are plentiful and fast but not immense. But this isn't a beach you go to for sheer beauty. Sand not great and some trash about. Seminyak beach not beautiful either but wider and some nice chill cafés with music, right on the sand. Looks best at night. ",think take surf class cool wave plentiful fast immense isnt go sheer beauty sand great trash seminyak beautiful either wider nice chill cafés music right sand look best night,"{'neg': 0.071, 'neu': 0.53, 'pos': 0.399, 'compound': 0.9352}",0.9352,positive
Sep 2013,"Take a bed, let them serve you a drink, watch the learner surfers fight the waves, water is clean, locals touts friendly, easy access, great for sunsets too..",take bed let serve drink watch learner surfer fight wave water clean local tout friendly easy access great sunset,"{'neg': 0.137, 'neu': 0.433, 'pos': 0.43, 'compound': 0.8689}",0.8689,positive
May 2017,"We loved this beach for the sunset view, didn't surf or swim as we had young kids-but loved having a drink on the bean bag chairs and enjoyed the beautiful sunset!  A must!",love sunset view didnt surf swim young kidsbut love drink bean bag chair enjoy beautiful sunset must,"{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.9477}",0.9477,positive
Mar 2015,"the beach is quiet and peace, but unfortunatelly sometimes the beach become dirty when the sunset time, because the visitors sometimes tossed the garbage everywhere",quiet peace unfortunatelly sometimes become dirty sunset time visitor sometimes toss garbage everywhere,"{'neg': 0.167, 'neu': 0.632, 'pos': 0.201, 'compound': 0.1531}",0.1531,positive
Jun 2015,Double Six is much cleaner and quieter than Seminyak Beach. You can easily spend the day there sunbaking and swimming without being hassled every five minutes. If you fancy having a go at surfing there are lots of cool people there more than happy to show you the ropes. Overall great beach only five minutes away from Seminyak. ,double six much clean quieter seminyak easily spend day sunbaking swim without hassle every five minute fancy go surf lot cool people happy show rope overall great five minute away seminyak,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.9349}",0.9349,positive
May 2016,We were greeted with smiles each morning and the staff really go above and beyond! We only stayed five nights but it really started to feel like a second home! We will most definitely return in the near future. Highly recommended ,greet smile morning staff really go beyond stayed five night really start feel second home will definitely return near future highly recommend,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.8516}",0.8516,positive
Oct 2013,"Was quite filled with restaurants along the beach, many seemed to have tax on the higher side and lots of locals with scooters, otherwise beach is nice lots of tourists!",quite filled restaurant along many seem tax high side lot locals scooter nice lot tourist,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,positive
Aug 2016,"So glad we booked Double Six - Excellence in every way.Luxury rooms with 10/10 service day and night with your own butler service too! Loved the week we spent here very memorable for our Anniversary time and defiantly will recommend for anyone to come stay here. So relaxing,  such delicious food and the most helpful and friendly staff I have ever met- well done Double Six.",glad book double six excellence every wayluxury room 1010 service day night butler service love week spend memorable anniversary time defiantly will recommend anyone come stay relax delicious food helpful friendly staff meet well do double six,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9808}",0.9808,positive
Jun 2015,"Double Six Beach is located between Legian and Seminyak. I guess about a kilometre strip of beach. During the day it is the same as any other beach but toward sunset and into the evening the place begins to buzz. There are numerous bars along the beach each offering some sort of seating, food and drinks and live music. All at inflated prices with plus plus to cap off the price. BUT if you go you are there for a sunset and balmy evening on the beach. Best advice I can give is to monitor your bill as it can too easy get out of hand. Food is at best ordinary.  If you choose to swim be aware there are quite large waves (Dumpers) which form in very shallow water. Be aware of the rips that form quickly and the odd idiot on a surf board out of control. For all that a very pleasant evening can be had here if you are carefull.",double six located legian seminyak guess kilometre strip day toward sunset even place begin buzz numerous bar along offer sort seat food drink live music inflated price plus plus cap price go sunset balmy even best advice give monitor bill easy hand food best ordinary choose swim aware quite large wave dumper form shallow water aware rip form quickly odd idiot surf board control pleasant even carefull,"{'neg': 0.095, 'neu': 0.695, 'pos': 0.21, 'compound': 0.8942}",0.8942,positive
May 2013,"I was hoping my husband can learn to surf there, as I remember it being nicer than Kuta, and quite fun with all the little cafes and not overcrowded. The parking personnel asked for 2$ per hour parking fee, we went out of the car and were hit by the smell of sewage running into the sea, there pedestrian walk was filled with tourists, and coming out on the beach we just saw mile and miles of sun beds with umbrellas, and herds of hustlers selling you everything from sarongs, cheap bracelets and massage. We spent 5 minutes there and ran away. We ended up learning to surf on a lovely beach next to OM restaurant in Canggu and had a great time.",hop husband learn surf remember nice kuta quite fun little cafe overcrowd parking personnel ask 2 per hour parking fee go car hit smell sewage run sea pedestrian walk fill tourist come saw mile mile sun bed umbrellas herd hustler sell everything sarong cheap bracelet massage spent 5 minute run away end learn surf lovely next om restaurant canggu great time,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.9359}",0.9359,positive
Apr 2016,"If you're looking for a beach for eating, drinking, live music and some sheesha, this is the place to be..there are plenty of shacks with bean bags that are usually on till 11 PM. Tried other beaches such as seminyak Legian and Kuta..which are otherwise great beaches but only till sunset. ",youre look eat drink live music sheesha place bethere plenty shack bean bag usually till 11 pm try beach seminyak legian kutawhich great beach till sunset,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.6249}",0.6249,positive
Oct 2015,"Don't be put off by persons selling paintings, I bought three for approx 25 pound and was offered 150 each on my return to UK ! A lovely beach and setting highly recommended",dont put person sell painting buy three approx 25 pound offer 150 return uk lovely set highly recommend,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7645}",0.7645,positive
Dec 2014,"The beaches of Bali are are awful. They are lowest common denominator tourist traps. The beach itself is dirty and polluted with garbage everywhere. If it rains or the wind blows onshore they seriously become like an garbage tip and you have to actually step over mountains of plastic. It's very sad to see the effect tourism has had here. It's kind of weird because millions of tourist come here, they sit there watching the sun set over the sea and they lounge about on the beach as though they don't even see the garbage. I'm from Australia and fortunately our beaches are pristine paradise.p so I just don't see the attraction of Kuta and seminyak etc.  I suppose some people live in some freezing grey part of Europe or some massive high rise in a polluted city and so for them just to see the ocean is an amazing expereince even if it is a filthy sewer.  This beach is also lined by deck chairs which you must pay for if you want shade because they have built  over where all the trees used to be. The guys who own the deck chairs will try to charge you ridiculous amounts of money but the going rate is about 50,000 per person.  All along here from seminyak and further north there are Bars and warungs. They all play really loud music to drown out the neighbouring bars. We were going to eat dinner there and found the entire experience really annoying so we had one beer and left. I like music with dinner but I don't like it blasting and I don't like to hear 3 different musics from all directions.   These bars also seem to be populated with pretentious people staring at their smart devices and taking selfies particularly 'la  Plancha'.  You're better off buying some bin tangs and go further up where there are no bars and enjoy the sunset on a towel with some quiet.",beach bali awful low common denominator tourist trap dirty pollute garbage everywhere rain wind blow onshore seriously become garbage tip actually step mountain plastic sad see effect tourism kind weird million tourist come sit watch sun set sea lounge though dont even see garbage im australia fortunately beach pristine paradisep dont see attraction kuta seminyak etc suppose people live freeze grey part europe massive high rise pollute city see ocean amazing expereince even filthy sewer line deck chair must pay want shade build tree use guy deck chair will try charge ridiculous amount money go rate 50000 per person along seminyak north bar warungs play really loud music drown neighbour bar go eat dinner find entire experience really annoy one beer leave music dinner dont blast dont hear 3 different music direction bar seem populate pretentious people star smart device take selfies particularly la plancha youre well buying bin tang go bar enjoy sunset towel quiet,"{'neg': 0.2, 'neu': 0.688, 'pos': 0.112, 'compound': -0.9417}",-0.9417,negative
Aug 2013,"Great beach for surfing or enjoying the waves, but avoid the rip-off sunshade and loungers - they charge up tp 250,000 rupiah. Most other places in Bali charge nothing if you eat at their restaurant. ",great surf enjoy wave avoid ripoff sunshade lounger charge tp 250000 rupiah place bali charge nothing eat restaurant,"{'neg': 0.09, 'neu': 0.612, 'pos': 0.298, 'compound': 0.7269}",0.7269,positive
Aug 2017,"This beach not that great for swimming or just chilling in the water, but there are surfing lessons and other tourist trappings available. The best feature is the sunset views. Sunsets here can be amazing. It worth renting a bean bag chair and having a few cocktails at sunset. Definitely sunset is best, otherwise nothing great. ",great swim chilling water surf lesson tourist trapping available best feature sunset view sunset amaze worth rent bean bag chair cocktail sunset definitely sunset best nothing great,"{'neg': 0.025, 'neu': 0.424, 'pos': 0.551, 'compound': 0.9766}",0.9766,positive
Jul 2018,"This is a very nice stretch of beach where the waves are a lot less fierce and hence very good area to learn body surfing or actual surfing.  Some quite nice restaurants like Gado Gado and La Plancha along the back, and generally a relaxed vibe.",nice stretch wave lot less fierce good area learn body surf actual surf quite nice restaurant gado gado la plancha along back generally relax vibe,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8785}",0.8785,positive
May 2018,My son got an instant surf lesson here and was able to surf! lots of public toilets some with showers. We could sit on sun beds (on payment) and get drinks from the vendors passing by. clean beach! ,son get instant surf lesson able surf lot public toilet shower sit sun bed payment drink vendor pass clean,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",0.4019,positive
Jun 2017,Nice spa and bar I really enjoying my time. and the service was excellent and the drinks were lovely. The pool is great and the staff were very nice! ,nice spa bar really enjoying time service excellent drink lovely pool great staff nice,"{'neg': 0.0, 'neu': 0.277, 'pos': 0.723, 'compound': 0.9678}",0.9678,positive
Feb 2014,"Went here to hunt sunset. The view is awesome but it wasn't clean beach. Lot of plastic bag, and somehow stingy in some spot near Legian Beach.",go hunt sunset view awesome wasnt clean lot plastic bag somehow stingy spot near legian,"{'neg': 0.232, 'neu': 0.573, 'pos': 0.196, 'compound': 0.0624}",0.0624,positive
Jul 2015,"Nice beach spot, very popular! Great restaurants along the beach. Sun beds and umbrellas cheap to rent ($5 AUD) for as long as you want. Sand is black. Beach has a bit of rubbish from people but I've seen balinese trying to clean it, not bad though. ",nice spot popular great restaurant along sun bed umbrellas cheap rent 5 aud long want sand black bit rubbish people ive see balinese try clean bad though,"{'neg': 0.094, 'neu': 0.538, 'pos': 0.368, 'compound': 0.8481}",0.8481,positive
Sep 2013,"Black like dirt and smells like sewer. The sewer creek drops into the ocean making the beach even more smelly and unpleasant. And then people are wondering why they get ""bali belly"" Do not swim there as you literally swim in sewer.",black dirt smell sewer sewer creek drop ocean make even smelly unpleasant people wonder bali belly swim literally swim sewer,"{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.765}",-0.765,negative
Jul 2014,"Looks Dirty compared to Kuta Beach and some sleazy characters hanging around, eating places look ok but the rest is a let down, not for us",look dirty compare kuta sleazy character hang around eat place look ok rest let u,"{'neg': 0.17, 'neu': 0.702, 'pos': 0.129, 'compound': -0.1779}",-0.1779,negative
May 2016,"Fantastic little cafes and restaurants along this beach makes it full of atmosphere.  Can sit back and have a drink, have a bite to eat, watch the kids in the water and then watch the sunset.  After dark most of the beach Cafes have entertainment.  A must do while in Bali!! ",fantastic little cafe restaurant along make full atmosphere sit back drink bite eat watch kid water watch sunset dark cafes entertainment must bali,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7506}",0.7506,positive
Sep 2019,Very touristy and busy with lots of sellers asking for trade. Good place for some surf lessons. Lots of restaurants to choose from. Nice place to sit with a Bintang and watch the sun go down,touristy busy lot seller ask trade good place surf lesson lot restaurant choose nice place sit bintang watch sun go,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6908}",0.6908,positive
Jul 2016,"This is near W hotel, which I found it to be very calm as compared to other beaches in bali, it was fun here to sepnd time drinking beer and having Corns. ",near w hotel find calm compare beach bali fun sepnd time drink beer corn,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.6808}",0.6808,positive
Sep 2015,"Nice spot, also bars and restaurants around, nice relaxed place. Chairs available, normally you need to pay or be at one of the bars. ",nice spot bar restaurants around nice relaxed place chair available normally need pay one bar,"{'neg': 0.066, 'neu': 0.519, 'pos': 0.415, 'compound': 0.8126}",0.8126,positive
Jan 2016,Nice beach but very busy. Full of beach side bars & cafe with bean bags seating on the beach. Good for drinks and sunset.,nice busy full side bar cafe bean bag seat good drink sunset,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6908}",0.6908,positive
Jul 2015,"This beach isn't wowwwwww...its always full of families, its good for those who wanna learn how to surf, or is travelling with kids. Btw i have to warn that the water is sooooo cold, and there are a lot of option for places to eat, or just chill out and enjoy the beach.",isnt wowwwwwwits always full family good wanna learn surf travel kid btw warn water sooooo cold lot option place eat chill enjoy,"{'neg': 0.053, 'neu': 0.717, 'pos': 0.23, 'compound': 0.6908}",0.6908,positive
Jul 2016,Comfy bean bags to sit on .Live music every night. Drinks all  varieties. Food a bit on the fry side but great if you have had too many Bintangs..,comfy bean bag sit live music every night drink variety food bit fry side great many bintangs,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6249}",0.6249,positive
Apr 2016,An amazing looking hotel resort with a lagoon pool.We stopped in for a cocktail each which was reasonable priced at $13 ,amaze look hotel resort lagoon poolwe stop cocktail reasonable price 13,"{'neg': 0.15, 'neu': 0.612, 'pos': 0.238, 'compound': 0.3182}",0.3182,positive
Dec 2016,"This beach looks so beautiful from afar, but get closer, and you'll see waves of garbage sweeping up on shore, apparently from recent storms.  What a shame.  Don't swim here, or even walk on the beach, unless you want a nasty infection.  What a waste of our beach vacation.",look beautiful afar closer youll see wave garbage sweep shore apparently recent storm shame dont swim even walk unless want nasty infection waste vacation,"{'neg': 0.282, 'neu': 0.564, 'pos': 0.154, 'compound': -0.6486}",-0.6486,negative
Jun 2019,This is definitely one of the must visit place during your stay in bali. It has a great view and calming wave. Great food and drinks (if you choose the right place). A bit crowded but it's the right amount of crowded. And you must see the sunset on this beach it's mesmerizing.,definitely one must visit place stay bali great view calm wave great food drink choose right place bit crowd right amount crowd must see sunset mesmerizing,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9217}",0.9217,positive
Jul 2017,"We walked along this beach a couple of times and couldn't help notice that the surfers were coming right in among the swimmers.Having said that, it is and has long been known as a surfing area.I won't swim where there are surfboards.Having said that, it is a lovely beach to walk on. The sand feels good and if you walk where the water washes up, the temperature of the water is perfect.There are also no shortage of hotel restaurants at which you can stop at if you've got your wallet on you.",walk along couple time couldnt help notice surfer come right among swimmershaving say long know surf areai wont swim surfboardshaving say lovely walk sand feel good walk water wash temperature water perfectthere shortage hotel restaurant stop youve get wallet,"{'neg': 0.137, 'neu': 0.721, 'pos': 0.142, 'compound': 0.3054}",0.3054,positive
Nov 2012,"If you want to be in the heart of the action, see, hear and smell the epic waves of Bali this is the place!  It is full to the brim of life and love!  I love the fruit lady!  I love the beach chairs! I love everything about this place! If you only have a few days in Bali aim for here!!",want heart action see hear smell epic wave bali place full brim life love love fruit lady love chair love everything place day bali aim,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.959}",0.9590000000000001,positive
Apr 2018,"I was actually looking forward to the beach in Bali after hearing so many good things about it. Unfortunately, plastics and rubbish are everywhere and I wish the locals and tourists can do their part in preserving the beach and ocean. I have plastics tagged on my leg while walking along the beach. The local has been trying to clean it up, but it really does take greater effort in this. It's really sad to see this. Please, dont throw any rubbish and pick up the rubbish if you see any, you cant do much but little effort goes a long way.",actually look forward bali hear many good thing unfortunately plastic rubbish everywhere wish local tourist part preserve ocean plastic tag leg walking along local try clean really take great effort really sad see please dont throw rubbish pick rubbish see cant much little effort go long way,"{'neg': 0.095, 'neu': 0.655, 'pos': 0.25, 'compound': 0.8573}",0.8573,positive
Sep 2019,"This is a great beach and u can hire a great lounger and umbrella for only 100,000 rupi. The water is warm and the sand warm and smooth . It is perfect with a good book EXCEPT the hawkers wanting to sell u everything from food, artwork and sun glasses",great u hire great lounger umbrella 100000 rupi water warm sand warm smooth perfect good book except hawker want sell u everything food artwork sun glass,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.9578}",0.9578,positive
Apr 2015,A beautiful beach once you run the gauntlet of enthusiastic beer and sunshade vendors.Great in the evenings for younger holidaymakers with live & recorded music in several places.Very popular with surfers. Lifeguards were on duty.The only thing that spoils it a little is the bogans who leave their rubbish on the beach. You carried it down there - carry it back!!!,beautiful run gauntlet enthusiastic beer sunshade vendorsgreat evening young holidaymaker live record music several placesvery popular surfer lifeguards dutythe thing spoil little bogans leave rubbish carry carry back,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8744}",0.8744,positive
May 2018,"We went to Double Six Beach for the sunset.  We were excited to spend our last evening in Bali watching the sun fall beneath the horizon.  As with all things in the Kuta area, shops outnumber everything but the stray dogs.  Just know, if you go by foot, you'll have to say ""no"" about a hundred times.  However, the biggest disappointment was how the natural beauty of this beach and those waves were spoiled by the trash and general lack of cleanliness.  That's what really hurts, because we've been around the world before and seen high traffic areas and never seen a beach that had such natural beauty so spoiled by man-made, preventable debris.  It was just everywhere and overwhelmed our opportunity to be in the moment.  Though the clouds obscured our direct view, we wanted to stay in the moment, but surrounded as we were by the trash, it was hard to engage fully.  Even as we went to a bar to sit and have a cocktail, the uncleanliness just followed through.  The beach chairs were stained terribly, if I were a business owner, I'd offer a towel to patrons who would like one, I know we would have used it (the stains were irrespective of the beach bar, which were often placed right on the sand).  We left Bali a bit disappointed that they haven't managed their naturally beautiful space carefully, leaving it to tourists, vendors and stray dogs to manage the trash instead of making an effort to keep the area pristine. PS:  the waves are absolutely beautiful, if you want to surf or splash, I see no reason not to here.",go double six sunset excite spend last evening bali watch sun fall beneath horizon thing kuta area shop outnumber everything stray dog know go foot youll say hundred time big disappointment natural beauty wave spoil trash general lack cleanliness thats really hurt weve around world see high traffic area never see natural beauty spoil manmade preventable debris everywhere overwhelmed opportunity moment though cloud obscure direct view want stay moment surround trash hard engage fully even go bar sit cocktail uncleanliness follow chair stain terribly business owner id offer towel patron one know use stain irrespective bar often place right sand leave bali bit disappointed havent manage naturally beautiful space carefully leave tourist vendor stray dog manage trash instead make effort keep area pristine p wave absolutely beautiful want surf splash see reason,"{'neg': 0.161, 'neu': 0.678, 'pos': 0.161, 'compound': -0.2228}",-0.2228,negative
Dec 2013,"When we where there beach was filled with empty bottles, plastic garbage and beach huts did not look inviting.",fill empty bottle plastic garbage hut look invite,"{'neg': 0.191, 'neu': 0.638, 'pos': 0.17, 'compound': -0.0516}",-0.0516,negative
Feb 2018,Garbage everywhere. Walk South to Kuta Beach for slightly less garbage. Apparently it’s not like this all year but who knows.,garbage everywhere walk south kuta slightly less garbage apparently year know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,positive
Dec 2016,I was there recently and found that this beach was good for surfing. You can rent surf boards at the beach and enjoy a quite high waves. ,recently find good surfing rent surf board enjoy quite high wave,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}",0.7269,positive
Dec 2015,This seminyak beach is very nice and not so crowded compared to kuta beach which is located very close.,seminyak nice crowd compare kuta locate close,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,positive
Mar 2018,Beautiful sunset...stunning a must to see....food excellent people outstanding.....plenty of markets nearby ....kids will love this place .great for a stop for a drink or two,beautiful sunsetstunning must seefood excellent people outstandingplenty market nearby kid will love place great stop drink two,"{'neg': 0.073, 'neu': 0.399, 'pos': 0.528, 'compound': 0.9403}",0.9403,positive
Jul 2013,Years ago the beach was quite clean down here but now the sand got more and more grey. The little creeks flowing through the beach from inland with the invested stinking water makes it even worth. Water quality must be really bad with brown foam on the surface where the creeks hit the ocean. Shame for Bali and lot's to clean up.,year ago quite clean now sand get grey little creek flow inland invest stinking water make even worth water quality must really bad brown foam surface creek hit ocean shame bali lot clean,"{'neg': 0.227, 'neu': 0.573, 'pos': 0.2, 'compound': -0.4951}",-0.4951,negative
Feb 2017,"Love double 6 beach, always pay a visit when we are in Bali. My 4 kids had a 2 hour surf lesson there and absolutely loved it. Restaurants and great market/ shops near by. Then you have Jalan Legian/seminyak which is full of cool shops. Highly recommended 😊",love double 6 always pay visit bali 4 kid 2 hour surf lesson absolutely love restaurant great market shop near jalan legianseminyak full cool shop highly recommend,"{'neg': 0.038, 'neu': 0.483, 'pos': 0.479, 'compound': 0.9549}",0.9549,positive
Sep 2017,"As far as one can see.   Maybe   2 kms in each direction depending on ones   eyesight.  Waves.  Crisscrossing Waves   coming from the left and right for miles.   And  thousands of  surf  students    .  schools.   and   moderate  waves for the  Balinese  show offs having fun.     Rent a  reclining chair    and   just watch the show.    For a Canadian   ,  Surfing is   really cool.     Exhilirating.    im  talking about watching  not doing. ha ha ha.    Double Six  beach at night is party  time.   Sunset view.    magnificent.     The water here is   safe to  wade into.  all sand.     and shallow despite the  waves.  There was no undercurrent  at this time.    Thousands of students  learning to surf.  very safe.",far one see maybe 2 kms direction depend one eyesight wave crisscross wave come leave right mile thousand surf student school moderate wave balinese show offs fun rent recline chair watch show canadian surf really cool exhilirating im talk watch ha ha ha double six night party time sunset view magnificent water safe wade sand shallow despite wave undercurrent time thousand student learn surf safe,"{'neg': 0.015, 'neu': 0.669, 'pos': 0.316, 'compound': 0.9729}",0.9729,positive
