Name,Country,Date,Content
vanessasmith75,"Sydney, Australia",Dec 2019,"Love staying at the beach for just relaxing or chit chat with family and friends. Beside double six area, sometimes i go to seminyak beach to spend time with family or friends. Not really clean beach but is ok. "
2TravellingGeordies,"Newcastle upon Tyne, UK",Dec 2019,Stayed in Seminyak for 5 days. Visited the beach three times and very disappointed with the amount of plastics on the beach..never been anywhere and seen such an amount of plastics from high to low water. Tourists actually walking along picking up all the debris. There are tractors on the beach raking the sand but not picking up and debris. Find it hard to believe that the tourist board/government allow tourists to swim and paddle  amongst this filth. The amount tourism brings to Bali then take some of your tourists money and pay local people to pick up the rubbish... the amount of rubbish on the beach depends upon rainfall flooding the rivers and taking it down to settle on the beaches. Anyone going in the sea comes face to face with the rubbish pity help any other unseen nasties are in the water...... expect a tourism tax to be incurred if action taken to clean up.
Akshat G,273 contributions,Dec 2019,Supposed to be one of the best beaches in Bali - this beach let us down a bit. Water was rough and beach wasn’t very scenic 
Craig C,"Ashford, UK",Dec 2019,"Not the best beach however well used by tourist and locals, they are making an effort to clean it daily but could be better... many activities available for people to try..."
CopperBeauty,30 contributions,Dec 2019,"The beach wasn’t too crowded, considering the large volume of people in the area for the new year celebration. Lots of space to spread out with a beach chair and enjoy the gorgeous water and a fancy cocktail."
Catherine Liew,40 contributions,Dec 2019,Went for a walk at the beach to catch the sunset. Don't expect a white sandy beach. It is black sand here. Dissapointed with how dirty the beach was with lots of plastic floating around. 
Stephen C,"1,055 contributions",Dec 2019,Came here to watch the sunset. Camped ourselves at the Potato Head and strolled onto the beach to catch the beautiful endless rolling waves.The volcanic ash sand is very good on the eyes and nice to tread on. The beach was also very clean. The wide open sea was therefore very inviting and it is hard to see why so many enjoy taking a dip in the waters here.Personally I find the beach here to be nicer than the ones in Nusa Day.
P S,"Tulum, Mexico",Nov 2019,There was litter everywhere and hardly any restaurants that were open. Overall not the best beach that we visited during our visit.
Jaya K,"Brisbane, Australia",Dec 2019,Our visits to Seminyak beach was good. Pleasant and clean beach. It was extremely hot at the time we visited.  
William A,"Shanghai, China",Dec 2019,Great beach to walk and find a cool bar and restuarant. Local shops along the beach with small vendors. Can rent body boards or surfboards all over. Waves are decent and water is nice and warm. Rent a chair on the beach and relax along side the kids selling bracelets to you.
Sara Alure,5 contributions,Dec 2019,better than Canggu. nicer friendly vibes. many nice places around good food good yoga good massage and good accommodations around here 
DJM,9 contributions,Aug 2019,"Seminyak beach is always a fun place to stroll along with friends and family during june to october. We could experience The sun but at the same time the cool breeze from the winter in Australia will blow to the whole of bali, making the weather perfect!! You would also see people run and walk with their dogs. Others would just enjoy the sound of wave with a glass of wine or beer or wiskey. Amazing."
Ross G,"Perth, Australia",Nov 2019,"beers on the beach under a beachbar umbrella, watching the surfers and beach walkers.experiencing the magical sunset.beautiful experiences"
smithtan,12 contributions,Dec 2019,"It's superb with beautiful sunset, it's magical black sand beach. Recommended to you once you visit seminyak bali."
Haileymarit,"Kodiak Island, AK",Dec 2019,"The beach was okay. Stays shallow for awhile but has a big break , so not good for swimming. It was also very dirty in the water and beach. Farther up “north” of Seminyak beach google pin is the only section we saw that wasn’t dirty or littered. Farther down towards Kuta was so cluttered with litter it wasn’t even enjoyable to walk on the beach. Also a pretty windy beach. Definitely not a picture perfect “Bali” beach , but enjoyable and you can have a great beach day if you make the most of it. "
Tris,5 contributions,Dec 2019,"Stay in seminyak, don't forget to visit this beautiful beach with alot entertains in surrounding. Best recommended beach in Bali"
René de Beer,5 contributions,Dec 2019,We loved this beach.. Best for body surfing. 6-8 foot waves so not for little kids.. The water was refreshing. The best sunset every evening.
Angelo G,"Singapore, Singapore",Dec 2019,The beach was not that packed however it is sad to see the amount of plastic pollution on the shore.  The seating area is adorned with faded Air Asia beach umbrellas and the odd dog or two.  More reason to be careful about where you step.  
Bryan O,"Melbourne, Australia",Dec 2019,"Seminyak is a niece clean beach, with some good ammenities. You can rent sun beds which are very comfortable all be it a little pricey at AU$10 each but if you were to stay for a day , it’s good value. The water is good but a fair bit of plastic debris. Watch out getting taxis from here as they try and extract as much as they can. Either insist on the meter or barter the price beforehand."
WorldTravellerOz,"Sydney, Australia",Dec 2019,This is not the cleanest beach in the world but it has an appeal especially at sunset.Lovely walk along the beach here.
Suzenne,14 contributions,Dec 2019,Took a short stroll from our hotel at Courtyard by Marriott Seminyak to catch the beautiful sunset. We didn’t manage to catch the sunrise or chill in the afternoon there but overall is Nice beach with fine sand. 
4Boys,"Melbourne, Australia",Dec 2019,Love this spot. Great for a night relaxing on the beach laying on a bean bag with music and food readily available 
Jackiefm,"Perth, Australia",Dec 2019,Nothing is better then hiring a sunbed for the day ($5) and taking in the sun and surf. Of course people watching is at its prime!!
Stephen B,"Manchester, UK",Dec 2019,"Beautiful beech with lots of bars, the prices for places to eat and drink were about normal for most places in Bali so no opportunity to snag a deal but none the less well worth going "
kkulasingamk,7 contributions,Dec 2019,Nice wide beach. Can hire deck chairs to sunbathe. Soft drinks & beers may be ordered and served at your chair. Rolling waves. Great for surfing beginners. Clean & cool seawater. Very invigorating.
lily w,Singapore,Dec 2019,"Sunset in Bali is beautiful, sunset view from Seminyak beach is breathtaking! It is one of the must go and see places every time I have a visitor in town, it’s a signature snapshot of the amazing Bali!"
Kristin S.,"Silverthorne, CO",Nov 2019,Fun to watch turtle release in the morning on the beach!!  We enjoyed renting beach chairs fronting the ocean watching the surf lessons and ability to walk up to grab a water or a cocktail!
Clare S,"Coventry, UK",Nov 2019,A variety of eating places with a mix of street food and table service. The beach is clean and the sea clear.Hot during the day but plenty of beds and umbrellas to hire. 
Davy Boy,4 contributions,Nov 2019,"Shopping in Seminyak I was sweating majorly , wandered down to Seminyak beach and wow how refreshing.  Clean water, nice size surf. The best."
Susan B,"Perth, Australia",Nov 2019,"We spent a few afternoons and evenings down at the beach.  We sat in the beanbags on the beach, ordered some beers and watched amazing sunsets.  We live in Perth and see the sun setting over the ocean often, but this was different.  It was just beautiful.The beach had a great vibe. Loved it."
AndyTen,Germany,Nov 2019,"The beach for me is close to perfect when it comes for a beach vacation.The water is cleaner than at other spots few hundred meters North or South. Good for swimming (look for the red/yellow flags) and surfing.However do not expect paradise beach, higher waves mean water not so clear and water not Caribbean azure.In the evenings there are plenty of beach bars where you can sit with feet in the sand watching the ocean - for every budget you will find something that suits your pocket, style and taste."
Marc W,"Austin, TX",Nov 2019,"We were staying close so hot this beach several times. Nice sand, plenty of chairs and a great sunset. The guys that rented our chairs also had cheap beer, bonus. The water itself was nothing spectacular, big waves so no real swimming just wading. Surfing if your into it.lots of restaurants along the beach too."
Flaves73,"Bendigo, Australia",Nov 2019,"Seminyak beach is the best place to experience a breath taking Bali sunset. The beach comes to life as the sun goes down with live music, bars and seating."
Jignakp,"London, UK",Nov 2019,"Lovely clear water. Very busy beach, so best to go early in the morning,  the water is not too cold. Very popular surfing location to. This beach is not rocky like dreamland beach further south"
fredamy65,"Greater Melbourne, Australia",Nov 2019,Plenty of space with minimal to nil hawkersRecommend if you are learning to surf. Predictable waves and not too big
Andrew O,"San Remo, Australia",Nov 2019,"Went to the beach club to have a couple of drinks to watch an amazing sunset , need to spend $50 Australian to have a day bed which is basically 4 mixed drinks Definitely a must to experience "
Rachael Colette,"Singapore, Singapore",Nov 2019,"My husband and I strolled along the beach from 4.45pm till sunset at about 6pm. It was amazing! However, we noticed that dirty water flowed into the sea at certain parts along the beach. Although it is only natural, seeing and smelling it turned us off and we did not want to play in the water. Be vigilant to watch where you are walking as well because we found broken beer bottles shards in the sand. Overall, it was a beautiful beach and watching cute dogs run around the beach was a bonus. "
42carl,"Seminyak, Indonesia",Nov 2019,"Coming here my whole life, it’s a great beach and it’s clean. Lots of hotels etc around aswel as beach bars and little warungs. Great for all and also for having a walk with your dog ."
Empressb,3 contributions,Nov 2019,Lovely friendly beach with lots of colourful beanbags in my opinion its more of a evening beach hangout
Paul M,"Canberra, Australia",Nov 2019,End the day watching the sun drop into the ocean. Sip on a cocktail spread out on the beanbags. Must do on your Bali itinerary.
Dave s,"Deal, United Kingdom",Nov 2019,"Quiet beach superb for surfing and lazing around,spectacular sunsets and great bars and music.sunbeds a must as its hot!"
Agnes Perez,"Manila, Philippines",Nov 2019,Most stylish and upscale beach resort! We enjoyed the vies and the water! We will come back for sure!
iamkayoh,472 contributions,Nov 2019,Beach is pretty clean except for occasional bits of drink bottles left on the beach. Nice place to sunbathe with a ice cold Bintang or coconut! Beware of stalls charging overpriced drinks though. Check the price before ordering and sitting down at the beach chairs. One of them charged me IDR200K for a coconut!Do look out!
gypsygirl52,"Busselton, Australia",Nov 2019,Staying in Seminyak only 3 Nights so.plenty to see and do.We did manage to get to see the Beach a shirt walk from  Seminyak Square.We did not hire Sun beds could have got them for 7000 each with a little bartering. The Beach was clean not much Surf that day.Lots of places to grab a bite to eat and a lovely place to watch the Sun Set.
Meg,"Canberra, Australia",Nov 2019,"The beach had soft sand and lots of beach chairs. There are heaps of restaurants, bars and surf schools along the beach here. The sand gets very hot in the sun, so we went at 8am to swim before it gets unbearable. Lots of street dogs, but they mostly leave you alone.Beautiful sunsets after 6pm, reccomend arriving around 5:30pm to take it all in."
Mark B,"Mosman, Australia",Nov 2019,"I visited Seminyak Beach because it was close to our Villa - but what a horrible beach. Black sand, dogs defecating and urinating everywhere. Rubbish blowing all over the place. I wouldn't go back."
Sanku,"Waidhan, India",Nov 2019,Beautiful beach. One of the Best Sunset View point. Clean beach & Good place to dive in. Lots of beach side Cafe & Pubs are there. These are one of the best Beach Clubs of Bali. Must visit place. 
Darlene K,"Colorado Springs, CO",Nov 2019,"Many beachfront restaurants to choose from  to enjoy watching the beautiful sunset while you eat dinner. It is popular, so you will be in the company of many who are in celebratory moods. In contrast, early morning walks on this same beach are quiet and peaceful."
Elyze,"Singapore, Singapore",Nov 2019,"We are here to watch the sunset. A lot of restaurants by the beach and a lot of locals trying to sell you things. Nevertheless, it is still a good place to chill and have a long romantic walk with your loved ones."
Palesa,"Johannesburg, South Africa",Nov 2019,"Loved it. Absolutely... little to no waves, I’m happy with the small restaurant there, great service and very friendly"
stephanie C,"Perth, Australia",Oct 2019,"We ended up having an evening stroll along the beach around sunset which we thorougly enjoyed.Had we wanted an evening meal,there were numerous well patronised  restaurants from which we could have chosen. The beach was clean and others like us, both locals and tourists were taking advantage of using this lovely spot for recreational purposes."
Max H,"Johannesburg, South Africa",Nov 2019,"Reality sinks in on this beach. Plastic, garbage,netting, fisherman's wires and litter everywhere. Dead fish line the beach as well. Very sad to see. Sand is very dark so water seems very dark- barely able to see my feet while swimming next to ramen noodle packets. Sunset is lovely, as it is worldwide. Nice to see the million yoga poses and selfies being made next to the litter. "
Emma W,8 contributions,Nov 2019,Great beach with sun beds these cost approx 100 rupees to hire for as long as you want.   Water is warm but quite rough to swim in.  But an ideal place to spend the day being lazy.   Also ideal place to watch the famous sunsets
Dan A,"Donnybrook, Australia",Nov 2019,"A wonderful place to sit back relax and watch the sun set while listening to great live music.Jus sit back in your bean bag, enjoy a drink, meal or even a massage. Fantastic spot."
MPAINTAL,"Panjim, India",Nov 2019,Beautiful beach clean and lovely water. Nice ambience...then just like all Bali beaches well maintained and managed and peaceful.  
Russ Lacuata,"Long Beach, CA",Nov 2019,"Seminyak Beach is relatively quiet during the day. It's cool, sunny and breezy ambience provides a great place for hanging out, sunbathing and swimming. Surfing is allowed in certain areas of the beach. There are plenty of restaurants/bars nearby so you can relax, have a drink and meals while enjoying people watching or the sunset. "
lucasi1911,19 contributions,Nov 2019,"The only nice thing about this beach is the sunset. Full of rubbish and plastic bottles. In the evening all the beach clubs put on the beach a lot of bean bags, all broken. You can see a million pieces of polystyrene beads flying around and so many cigarettes butts. It’s really sad as they all end up in the sea..."
Matt B G,"Auckland, New Zealand",Nov 2019,"Great beach at sunset, or any time of the day. There is some litter but they are trying to sort the issue. The biggest issue for us was the shear quantity of hawkers. At one stage whilst trying to see the sunset we had 3 bothering us and whilst they aren't threatening they are persistent.There were signs warning about rips so we didn't swim but it isn't really a swimming beach as there are big waves."
CCarlos75,"Sacramento, CA",Oct 2019,My Villa was a 5 minute walk from Seminyak Beach and I enjoyed jogging early in the morning during sunrise...when the temperature was perfect and beach wasn't crowded. Very clean beach
Regina M,53 contributions,Nov 2019,"Wake up at 5am and walk by Seminyak beach was my ritual during vacation. It was beautiful, only 2/3 people showed up during that time. As the sun goes up, people started showing up for jogging, walking the dog or just hanging out enjoying the beach."
Michael v,"Redland City, Australia",Oct 2019,Beautiful spot to enjoy the sunset on a beanbag with a bevy and some nibblies. Just don’t use the beach toilet you have to pay to use. Disgusting.
pmickey,"Calgary, Canada",Nov 2019,"The beach is very clean , we where here in oct November the flags most days where red and yellow, good to play in the water near shore line , or surf , but not great for swimming, could have been this time of year, but it was really nice sand , and clean and not many vendors asking you to buy something, "
N2N,"Jakarta, Indonesia",Nov 2019,We just took a walk along the beach and enjoyed the sunset. Definitely great beach to visiting whilst in Seminyak.
Pedro L,"Fort Lauderdale, FL",Oct 2019,"Expensive umbrella/chair rentals and signs say swimming is prohibited, although people ignored that restriction.  Still, it was nice scenery."
Tracey R,31 contributions,Oct 2019,beach was beautiful nice breeze from see all day clean and tidy. only pitiful is the the people who sell on the beach dont listen when you tell them no. other than that beautiful clean beach
nonina70,"Bekasi, Indonesia",Nov 2019,You can enjoy by staying at places that have condition minimum order start from 100k..the difference only the place higher because they give more exclusive place
colleen t,"Winchelsea, Australia",Oct 2019,Last time I was in Seminyak was four years ago and I can’t believe the change in the condition of the beach.Clean and uncluttered!!!Great work to all
John C,"Bali, Indonesia",Oct 2019,"Great beach, great sun beds  Some surf schools and beach side massage During the day it is quite as the sun sets the place gets busy with some music But the Sunset is spectacular "
Stan S,"Singapore, Singapore",Oct 2019,Came here to see the sun set. Beautiful white sandy beach with clear waters. Lovely view of sun-set. There is a swing with the words Petitenget ideal for Instagram. No drinks stalls or cushions littering the beach like Kuta. Less commercialized. One word - beautiful.
jane s,"Gold Coast, Australia",Oct 2019,Nothing better than spending a sunset at the beach. Grab a beanbag a cocktail menu and your in for a great time with friends 
Rodney J,"Neutral Bay, Australia",Oct 2019,"Just beautiful, better than I could of imgined. A great way to walk from the many resorts and beachfront restaurants."
Pathfinder221035,2 contributions,Oct 2019,"Not many beach bed options, but it was quiet when we were there. The current is strong and would not be suitable for young children."
G & H Travel,"Essex, UK",Oct 2019,"The beach itself is okay, the sunbeds are really comfy and you can get two sunbeds for 3 hours for 150k. There are a few nice restaurants. The sunset is amazing though and this is why you come here. It is however quite touristy and the sea is quite rough so be careful."
Anne T,3 contributions,Oct 2019,This beach is not the golden sand with palm trees I was expecting. The sand is fine but the sea is dangerous. The waves and current are deceiving. There are red flags saying do not swim between and the life guards are constantly blowing their whistles to get you out of the water. The waves are  reminiscent of the Posiden Adventure!!!!
PhoenixT,"Limassol City, Cyprus",Oct 2019,"The beach is not ideal for swimming and current is strong and waves can be high plus I believe is not very clean either. But great for sunsets and the atmosphere at that time is so good with bars and beach huts are filled with people and singers, highly recommended for this experience."
Wayne,3 contributions,Oct 2019,Awesome beach. Great to see the beach is swept of litter each morningWould recommend too all. Night music/entertainment and plenty of bean bags to lounge on.
Lorie R,20 contributions,Oct 2019,"Amazing, vast beach.  Great for a walk, at times the surf is quite high.  Have to get used to the ladies and gentlemen peddling their wares on the beach. "
Lata P,"Mumbai, India",Oct 2019,The beach is crowded but nothing like seeing the sun set in the ocean. Yes of course you will have better choices to see the beach at Gili islands or in uluwatu. But the beach wasn't dirty just crowded.
Frank M,"Glasgow, UK",Oct 2019,The most beautiful sunsets I have ever seen. Sit and relax with a cold drink. It’s awesome you can hire a decked seat or just layOn the beach. Lots of surfers to watch.
Prof. Andrew John y Fernandes,"Valenzuela, Philippines",Oct 2019,"The usual Asian beach with grey sand, warm waters and features a longer sand base. Sadly, quite dirty"
danielle166,"Medan, Indonesia",Aug 2019,It's must to watch sunset here.Sandy beach with whole lot crowd but it's still has its own beauty. Go around 5 p.m. you should go earlier though to avoid traffic jam.You'll see one of the most amazing sunset here.
Jacqui S,"London, UK",Oct 2019,"This is an absolutely beautiful beach to go to and see an amazing sunset, one of the best yet , we even sent friends there and they had the same experience as us, and you also have to try the roast corn on the cob on the beach. Wow"
Barrie Rogers,59 contributions,Sep 2019,"Great place to sit back in a bean chair, take in the sunset and enjoy a cold beverage at the end of the day"
EucalyptDrive,"Melbourne, Australia",Oct 2019,"We wanted experience the amazing sunset along the beach, we were not disappointed.People all over the place enjoying the sunset, bring a camera as the shots are amazing. "
David V,"Baton Rouge, LA",Oct 2019,"We just took a walk along the beach.  Was a very gradual slope to the water.  Pretty big waves, surfers there. Chairs and umbrellas to sit on."
cantleyblade,Doncaster,Oct 2019,"Lengthy, clean, plenty of sun beds, umbrellas, beanbags, drinks facilities, surfing facilities.Waves can be very strong, so beware. Invariably breezy, so perfect to get a great tan."
Glen A,11 contributions,Oct 2019,We visited the beach in the afternoon on our way back home and it was nice just to take a stroll in the sand and soak in the beauty of the beach...
Gary B,"Singapore, Singapore",Oct 2019,Lovely Seminyak beach with lots of great bars / restaurants to choose from.Within walking distance of Seminyak Square.
RayMads,"South Morang, Australia",Oct 2019,We visited the beach the afternoon of our departure back home. It was nice to just wander and soak in the beauty
James,"Kuta, Indonesia",Oct 2019,Locals so happy and helpful felt very safe for the cost of little money for a cool coconut drink and a Bintang we got to sit in the shade and watch the beach life and shopping close by for bargains ..... so good recommend ..... lots of private cars and taxes to get you back to your accommodation 
Chris G,"Bristol, UK",Sep 2019,One of the nicest beaches you will ever walk upon and the sunset is beautiful to watch from here. Definitely a beach worth visiting whilst in Bali.
sasidar30,"Coimbatore, India",Oct 2019,I guess it’s the most busiest beaches in Bali... I see a lot of local connect like the Sanur and unlike the nusa dua beach..It’s pretty hot in October.. so you have to carry what ever is necessary 
Rod W,"Seminyak, Indonesia",Oct 2019,"The reality is that it is extremely hotThere's no white sand, it's grey gravel and no real surf.Hence no one is there.Plus the rubbish, everywhere "
Geordie K,"Cavite City, Philippines",Oct 2019,The beach is very popular and a great place to watch the sunset. Lots of surfing going on and you must stay within the flags to avoid the rip currents but it is very safe and plenty of food and drinking available all along the beach 
Gus Dark,Indonesia,Aug 2019,"Geez, they should build big parking building, a Multistorey car park on the empty land near the beach otherwise sooner or later people will come with bad atmosphere, which make the awesome sunset beach fullfilled with negative atmosphere caused by bad traffic around the area. Stop build Hotels or beach clubs here, all stackholders in this areas should re-think again about where Seminyak going in the near future."
Amit Agarwal,"Kolkata (Calcutta), India",Oct 2019,"This is the best I found in Bali, have many restaurants with shisha / Liquor and lovely food.One should try it"
luxurytraveller1964,"Brisbane, Australia",Sep 2019,The beach was clean and safe.  Lots of tourists and a wonderful way to enjoy the Bali culture.  Not too many locals looking to sell their wares makes this a relaxing location and perfect for watch the sun set each evening.
ozsarah,"Adelaide, Australia",Oct 2019,Fantastic beach and a great place to watch the surfers. Great beach lounges so you don’t have to be on the sand. 
Graham Dinwoodie,"Glasgow, UK",Sep 2019,Stunning beach very clean not to busy plenty to do from surfing to scuba diving and just having a beer and watching what has got to be the most romantic sunset to watch with your wife 
Eka A,"Shanghai, China",Oct 2019,"This part of the beach is flat and long beach. You can do pretty much many activities, surf, soccer, swimming in the ocean, ride, kite flying, etc, etcBefore Sunset, many hotels and restaurants will put a bean bag along the beach and pumping with music. Love it Love it"
Dharmadji5,"Jakarta, Indonesia",Mar 2019,"Could not sleep so I decide to take an early walk and catch a sunrise. To my wonderful surprise how fresh air and sandy beach while waiting for sunrise can be rejuvenated myself! There weren’t many people, but jogger and Jetleg tourist w their selfie mode were a few. Walked for an hour and finally watched the sun cracking the horizon to begin the new day. It’s plain beautiful thing to start your day in Bali. Perfecto"
Diane K,4 contributions,Oct 2019,Went for the sunset and it did not disappoint! You can grab a bean bag and a drink while you are there too. 
Shanster,"Auckland, New Zealand",Oct 2019,"Wonderful way to spend the day. We had a separate part of the beach due to the Marriott so no crowding, friendly attendant. Free water, lounges, towels, and wifi. Top notch."
MoreChill132,5 contributions,Sep 2019,"Big beach, full of people and buzzing atmosphere. Not gonna lie the sand looked a bit dirty and almost looked like a black sand beach."
al22tecc,Philippines,Aug 2019,"Very long and very wide beach, we strolled along the shoreline and eventually found ourselves where a lot of beach bean bags were placed in front of several restaurant/bars, for the purpose of watching the sunset.  It was very very crowded, and it will take some patience to get an available space.We eventually stayed and ordered dinner which was right after the sunset and it was still a relaxing moment.  After an hour or so, we slowly walked back to our villa hotel somewhere in Seminyak."
"Armando M. frm: Manila, Phil's.","Manila, Philippines",Oct 2019,I can say is this beach is typical Balinese beach. All beaches are similar and good for swimming. A place good for family. 
NZNicky,"Matamata, New Zealand",Sep 2019,"We are staying at the Furamaxclusive right on the beach at Seminyak & today my daughter & myself went for a swim at the beach & both of us were surprised how clean & clear the water was.. in fact my daughter said that’s the best beach she has ever swam at ( & there are some awesome beaches in NZ)!!Everyone on the beach is so friendly .. yes the hawkers do bother you but that’s all part of the Bali fun!!Sunset time is just the best!! You can hire sun loungers or bean bags to sit , relax drink a few cold Bintangs & just enjoy a spectacular sunset. This time has made up a very special part of our holiday. This beach is awesome!!"
Lou P,"Melbourne, Australia",Sep 2019,you cannot swim here as the sewer outlets are all nearby. also the shape of the bay does not allow the pollution in the water to disperse into the ocean. this is a swim at your very own risk.
Yanis L,3 contributions,Sep 2019,"Very popular beach, full of bars and restaurants, very lively, and not too tacky even if it is far from being an exclusive and stylish place."
Martyn J,"London, UK",Sep 2019,"Very long beach can walk for hours if you are feeling fit. Fine sand all the way.Beds are 100k IDR (£6), and bed guys also sell ife cold beers and waters 10k.Yes you get the locals trying to sell you bits and pieces but they never hassle. Just walk away as soon as you say no thank you.With this in mind it's one of the safest beaches I've sunbathe on. We walked for an hour and left our bags, also went for lunch and nothing was touched. Even felt comfortable leaving the misses while I popped back to the hotel. The waves are stunning, especially at high tide. No rocks in the water just lush sand. This beach made our holiday."
Taylor Breaux (Mrs.),"Eugene, OR",Sep 2019,Beautiful beach that is surrounded with pleasant restaurants and nice shopping nearby at Seminyak Square. 
Lesha G,"Durban, South Africa",Sep 2019,Beautiful shoreline. Amazing sunset. You do not have to drive all the way to Jimbaran for a stunning sunset. 
Александр Ф,"Moscow, Russia",Sep 2019,"TL;DR: Hands down the best beach in Bali.Okay, the situation is a bit silly. We came to the Seminyak from the airport at night, didn’t like the traffic and decided to see all the best beaches first before deciding where to live.So the next day at the early morning we started to explore them (not seeing Seminyak beach first!).Canggu, Munggu, Jimbaran, Dreamland, Melasti, Padang-Padang, Sanur (and some other places along the way) - whole day drive.Came back frustrated at night, no amazing beaches, if you were in Philippines, Thailand, Goa etc you understand, Bali beaches are average at best. Yeah, Melasti wedding pictures are nice, but it’s not for swimming, living and relaxing.Next day we saw Seminyak beach 100m from our hotel (right at the Ku De Ta).Ocean waves, tender and smooth light yellow sand, wide and bright beach kilometers long.It’s perfect.Seminyak is the most expensive place for a reason."
Siska B,"Melbourne, Australia",Sep 2019,If you can learn to say no to the people selling you things while you lay on your subbed you paid $10 for with umbrella for the whole day you will love the beach in seminyak. Restaurants near buy who will deliver to your  day bed ! In all t yhe photos o had seen thought it would be a dirty beach but was lovely even the water was amazing. 
Irena N,"Melbourne, Australia",Sep 2019,"We stayed at the Anantara hotel. It was fabulous - for service, pools, Buffet breakfast dinner experiences rooftop bar and restaurant. The staff could not have been more helpful or polite or just genuinely friendly and concerned for our enjoyment. "
Asenster,"Burgas, Bulgaria",Sep 2019,"It is very nice wide beach. It is perfect to drink cocktails, watch sunsets, listening live music, sunbathing, eat!"
Farkwad,"Agnes Water, Australia",Sep 2019,Awesome western sunsets into the Water with well priced beers sun beds and restaurants. Great swimming and fun for the whole family. 
Benholhar,"Penarth, UK",Sep 2019,Lovely setting to watch sunset on beach with a cocktail or two. Plenty of choice for drinks and views gets busy around 5pm so find a seat early 
Nick9289,"Castle Donington, UK",Sep 2019,Great time to walk on the beach just before sunset. It is very clean with very nice views to look at. 
