Date,Content,review,scores,compound,sentiment
Oct 2019,"Stunning views, can get very busy.We visited via a private tour using Warung Coconut, great value tour and extremely helpful guide.   It is quite a steep trek down to the actual beach if you decide to venture down.  The views from the cliffs above are absolutely beautiful.  There are a selection of cafe bars at the top.  Well worth a visit if you are on the island. The roads are very narrow to get there, so highly recommend using a private tour.",stun view busywe visit via private tour use warung coconut great value tour extremely helpful guide quite steep trek actual decide venture view cliff absolutely beautiful selection cafe bar top well worth visit island road narrow highly recommend use private tour,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.9656}",0.9656,positive
Dec 2019,The trip down and up is the main thing you will need to taka swim to cool down after the walk. Reserve enough time for this if you plan to go down to the beach,trip main thing will need taka swim cool walk reserve enough time plan go,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.3182,positive
Dec 2019,"Nusa Penida it,s the best place to visiting. Beautufull panorama beach make every tourist will be come back again. You can going by Fast Boat Cruises 40 minuts from Sanur harbour. One day for visiting many place at Nusa Penida its our service.",nusa penida best place visit beautufull panorama make every tourist will come back go fast boat cruise 40 minuts sanur harbour one day visit many place nusa penida service,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.6369}",0.6369,positive
Aug 2019,"I really love this beach especially if it could be a little bit quite. It is really worth to go down and do the trekking, it was like a treasure for me. ",really love especially little bit quite really worth go trekking treasure,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.8467}",0.8467,positive
Dec 2019,"The view itself is beautiful! But take the time to hike down to the beach. It's super steep but so worth it! You won't regret it! Go there late afternoon, less people and not too too hot! GO!!!",view beautiful take time hike super steep worth wont regret go late afternoon less people hot go,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9008}",0.9008,positive
Dec 2019,We went there in the afternoon so it was super hot. Better to go in the morning or in the afternoon i think.Next visit i would like to climb down the white sandy beach.,go afternoon super hot good go morning afternoon thinknext visit climb white sandy,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.7783}",0.7783,positive
Dec 2019,"the best time to visit is in the afternoon, the less crowd, the best time to enjoy the scenery especially the sunset",best time visit afternoon le crowd best time enjoy scenery especially sunset,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9118}",0.9118,positive
Dec 2019,"This is the best and most famous spot in Nusa Penida. Nusa Penida can be reached by boat from Sanur Beach Harbour in 1 hour. From Buyuk Harbour in Nusa Penida, Kelingking Beach is around 30 minutes by car. From the car park we must take a walk for around 100 m. There are some viewing spots. Try all to take best picture from several angles.In holiday season this spot is very crowded. And in December also very hot.The very unique is the shape of the cape looks like t-rex head.",best famous spot nusa penida nusa penida reach boat sanur harbour 1 hour buyuk harbour nusa penida kelingking around 30 minute car car park must take walk around 100 m view spot try take best picture several anglesin holiday season spot crowd december hotthe unique shape cape look trex head,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.9042}",0.9042,positive
Dec 2019,Always a great spot but has become a tourist Mecca in the last couple of years. It’s as good as the Instagram pics but get there early before the dayboats arrive. It gets hectic after 9am. Watch the monkeys too. No eye contact or they’ll go you. Our second visit and no doubt not our last. Will aim for sunset next trip. ,always great spot become tourist mecca last couple year good instagram pic early dayboats arrive get hectic 9am watch monkey eye contact theyll go second visit doubt last will aim sunset next trip,"{'neg': 0.063, 'neu': 0.759, 'pos': 0.177, 'compound': 0.6705}",0.6705,positive
Dec 2019,"The Views, awesomeThe landscape, stunningA bit of traffic going there since the streets can get very narrow.  Once there the crowd does make one a bit anxious as the first few photo opps along the stairs too are narrow.  But chill enjoy take a deep breath it’s lovely.If you wish to take the harrowing journey all the way to the beach, you really should be in good condition.  Strong legs, good knees and such.Despite some drawbacks, it’s worth the view!",view awesomethe landscape stunninga bit traffic go street narrow crowd make one bit anxious first photo opps along stair narrow chill enjoy take deep breath lovelyif wish take harrow journey way really good condition strong legs good knee suchdespite drawback worth view,"{'neg': 0.037, 'neu': 0.639, 'pos': 0.324, 'compound': 0.9408}",0.9408,positive
Dec 2019,Totally amazing place. A lot of people like in every tourist places. I recommend go there as earlier you can. ,totally amazing place lot people every tourist place recommend go earlier,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.7645}",0.7645,positive
Dec 2019,"However, its totally overcrowded. Also there is very hot, so we didnt hike down... it wud have been noce to swim there 🙂But view is nice, it was worth the visit.",totally overcrowded hot didnt hike wud noce swim view nice worth visit,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}",0.5719,positive
Jul 2019,"This place is famous for the instagram-worthy picture and expects more crowd. We went there on Friday around 12pm. The place is crowded with China tourists. You have to walk around 5-8mins from carpark area to the Kelingking Beach entrance aka stairs. The stairs are quite narrow, ground not even (mud surface) and the hand rails are made from trees branches. Must be extra careful when you walk down the stairs & not to fall down because the side is high cliffs. We didn't walk all the way down because our driver said it's quite long way to hike down to the beach and bit dangerous for us. So we only stop half way and spot few picturesque views to take pictures. You might need to queue up at famous photo spot. Overall, we take around 40mins at that place. ",place famous instagramworthy picture expect crowd go friday around 12pm place crowd china tourist walk around 58mins carpark area kelingking entrance aka stairs stairs quite narrow ground even mud surface hand rail make tree branch must extra careful walk stair fall side high cliff didnt walk way driver say quite long way hike bit dangerous u stop half way spot picturesque view take picture might need queue famous photo spot overall take around 40mins place,"{'neg': 0.065, 'neu': 0.845, 'pos': 0.091, 'compound': 0.2732}",0.2732,positive
Oct 2019,Beautiful! This place is spectacular. The steps down to the beach are treacherous so be prepared. Part required scrambling on all fours. It was worth it for us ,beautiful place spectacular step treacherous prepared part require scrambling four worth u,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.7717}",0.7717,positive
Dec 2019,"Kelingking Beach would definitely mesmerize anyone upon seeing the natural formations. If you really want to get to the beach, you need to climb down thousand of steps that are very steep. You'll also need to allot 2-4 hours so that you could enjoy the beach because once you get finished, you'll climb the thousands of steps whence you came. If you'll stay at the top and take pictures, make sure you bring water as it is very hot throughout the day.",kelingking definitely mesmerize anyone upon see natural formation really want need climb thousand step steep youll need allot 24 hour enjoy finish youll climb thousand step whence come youll stay top take picture make sure bring water hot throughout day,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.902}",0.902,positive
Dec 2019,"We went here twice and would recommend the same to you. We went for the sunset, parked and walked to the view point, we didn't have to pay for some reason, I think the people went home. However, we caught the sunset at perfect timing, I believe it was around 5 PM. A lot of people at the viewpoint and a lot of people walking up, they seemed so tired. Which made us a bit nervous about our next day. However, we didn't have any issues with the trek down. Take it slow! Don't get discouraged with all the people at the view point hardly anyone was actually walking down! Best time to the hike is later afternoon when it's not so hot and then you can walk up at sunset! Best way! Maybe 20 people on the beach. We would recommend not doing it in sandals we had Keen water shoes that we great for the trek! This is a must!",go twice recommend go sunset park walked view point didnt pay reason think people go home catch sunset perfect timing believe around 5 pm lot people viewpoint lot people walk seem tired make u bit nervous next day didnt issue trek take slow dont discourage people view point hardly anyone actually walk best time hike later afternoon hot walk sunset best way maybe 20 people recommend sandal keen water shoe great trek must,"{'neg': 0.054, 'neu': 0.65, 'pos': 0.296, 'compound': 0.9695}",0.9695,positive
Dec 2019,"Breathtaking place. I was one of the few people who went down to the beach. It was not easy at all, so be careful if you are not fit enough with good health. I found one guy on his way back laying down and can't breathe well or move, so many good. People help him restore his energy.Not to scare you, just do it if are fit and prepared well.Fore me something to remember it all my life.",breathtaking place one people go easy careful fit enough good health find one guy way back lay cant breathe well move many good people help restore energynot scare fit prepare wellfore something remember life,"{'neg': 0.098, 'neu': 0.449, 'pos': 0.453, 'compound': 0.945}",0.945,positive
Nov 2019,"Amazing Sunset view! Estimate travel time around 1 hour from the port to reach here. Even is not far but the road condition will slow you down.I'm so happy that we have come here. it feel like so blessed to have this nice view together with your loved one.We bring some beer and light food sitting down and wait until sunset start. When sunset start it will be very fast, we are so happy that we able see it!True is, this place is dangerous. Once wrong step then you will say goodbye to the world. Please be careful if you have kids. It is extremely dangerous if didn't watch closely.You can go down to the beach but it is dangerous. The strong wave actually bring down few life before. The light is limited at this island. If you are not familiar, please rent you driver.",amazing sunset view estimate travel time around 1 hour port reach even far road condition will slow downim happy come feel bless nice view together love onewe bring beer light food sit wait sunset start sunset start will fast happy able see ittrue place dangerous wrong step will say goodbye world please careful kid extremely dangerous didnt watch closelyyou go dangerous strong wave actually bring life light limit island familiar please rent driver,"{'neg': 0.123, 'neu': 0.564, 'pos': 0.313, 'compound': 0.9531}",0.9531,positive
Dec 2019,"Pro - nice scenery, windy, beautiful beach. Cons: only if the steps are fixed properly. Advise: You can spend longer time here and trek down to the beach, I believe it has awesome wave. ",pro nice scenery windy beautiful con step fix properly advise spend long time trek believe awesome wave,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8957}",0.8957,positive
Nov 2019,"Getting up and down to the beach not impossible, but tiring for sure (esp under bright burning sun). If you simply wanna take photos of T Rex from all angles, you dont need to walk all the way down. Instead you can go along the cafes and there is a farmland nearby where there are plenty of quiet but nice viewpoints of T Rex too.",get impossible tiring sure esp bright burn sun simply wanna take photo t rex angle dont need walk way instead go along cafes farmland nearby plenty quiet nice viewpoint t rex,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.7906}",0.7906,positive
Dec 2019,Beautiful Cliff formation thst surroinds a beach. Make sure you get there as early as possible to beat the heat and the hundreds of turists. Prepared for the bumpy roads,beautiful cliff formation thst surroinds make sure early possible beat heat hundred turists prepare bumpy road,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7351}",0.7351,positive
Dec 2019,Love it so much. Nice sea and cliffs . It Super hot but worth going. Expect to climb up n down to get a great view ,love much nice sea cliff super hot worth go expect climb n great view,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.9509}",0.9509,positive
Dec 2019,It’s not easy getting down and back up to/from the beach but it is well worth it. Not overcrowded and just stunning. ,easy get back tofrom well worth overcrowd stunning,"{'neg': 0.0, 'neu': 0.296, 'pos': 0.704, 'compound': 0.8176}",0.8176,positive
Dec 2019,"This was by far the highlight of our vacation. While it is a crazy hike down and up and the heat is sweltering, the picturesque views at the bottom are well worth it. The sand is perfect, one can cool off in the water and the beach in general is isolated. If you’re on a tour of Kelingking, billabong beach, and crystal bay, be sure to spend the majority of your time here as the other locations pale in comparison.",far highlight vacation crazy hike heat swelter picturesque view bottom well worth sand perfect one cool water general isolated youre tour kelingking billabong crystal bay sure spend majority time location pale comparison,"{'neg': 0.104, 'neu': 0.511, 'pos': 0.384, 'compound': 0.891}",0.891,positive
Dec 2019,"Be warned, exercise is a must :)The journey down the stairs to kelingking beach is quite difficult, so if you get exhausted easily, don’t try, as you need to go back up and it’s very steep. No other way except for the steep stairs. Half way down the mountain the stairs stop and it becomes more of a mountain climb but it has a handrail the whole time to assist in going down and back up. The beach down the bottom was totally worth the journey though as the water was perfectly clear and great for swimming in. There is a shop at the bottom that sells drinks and snacks also, as you will need refreshments after the exhausting climb down. ",warn exercise must journey stair kelingking quite difficult exhaust easily dont try need go back steep way except steep stair half way mountain stair stop becomes mountain climb handrail whole time assist go back bottom totally worth journey though water perfectly clear great swim shop bottom sell drink snack will need refreshment exhaust climb,"{'neg': 0.16, 'neu': 0.619, 'pos': 0.222, 'compound': 0.7512}",0.7512,positive
Dec 2019,"So your trip begin with the place where millions of people try to take the best photo of them, you may think that there is no place for you, but it’s not true, people do it very fast and you at least take a photo , a view is incredible for sure. Then you have an opportunity to go down to the beach , but be ready the way to beach is not for children ( I was surprised when I saw 8years old boy with father, it’s crazy) and people with health issues, because it’s a way under the sun for 30-35 min . When you go down or up you meet the people behind and front of you, the way is too narrow , so please be careful and put hiking shoes on. Don’t forget about water!!!!Finally when you already reach your destination point , it’s worth it, because you are in paradise with amazing view and enormous waves .So, you can do it, but be careful and stay positive ",trip begin place million people try take best photo may think place true people fast least take photo view incredible sure opportunity go ready way child surprise saw 8years old boy father crazy people health issue way sun 3035 min go meet people behind front way narrow please careful put hike shoe dont forget waterfinally already reach destination point worth paradise amazing view enormous wave careful stay positive,"{'neg': 0.026, 'neu': 0.56, 'pos': 0.414, 'compound': 0.9849}",0.9849,positive
Aug 2019,"The view point is quite picturesque and is simply one of the best views one gets in Indonesia, but is so much crowded that you wont feel like staying for a bit and is close to get spoiled sooner. One would struggle to get a picture with clear background.Expect a lot of driving, through bad roads, to reach to the point and is quite a walk to reach the view point.",view point quite picturesque simply one best view one get indonesia much crowd wont feel stay bit close spoil sooner one struggle picture clear backgroundexpect lot drive bad road reach point quite walk reach view point,"{'neg': 0.124, 'neu': 0.621, 'pos': 0.255, 'compound': 0.624}",0.624,positive
Dec 2019,"Incredible natural formation with crystal blue water and a flawless beach. Those expecting to swim in the water beware! Tides and currenst are extremely strong and not recommended for swimming. The hike down toward the beach is strenuous, with no shade available. Bring water and appropriate shoes and a small umbrella if you can!",incredible natural formation crystal blue water flawless expect swim water beware tide currenst extremely strong recommend swim hike toward strenuous shade available bring water appropriate shoe small umbrella,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9036}",0.9036,positive
Nov 2019,"Becoming a definite tour destination with a crazy amount of motorbikes, vans and cars pouring into the area on narrow challenging roads.Once there, through the crowds it is a stunning view.",become definite tour destination crazy amount motorbike van car pour area narrow challenge roadsonce crowd stun view,"{'neg': 0.121, 'neu': 0.707, 'pos': 0.172, 'compound': 0.0}",0.0,positive
Sep 2019,"If you're thinking of motorbiking here from anywhere, rethink that and get a driver. The road is seriously bad and 15 miles turns into a hour drive to avoid the pot holes. Get here super early. As crowds get here around 9 am and parking is hard to find as well as getting a decent picture of T-Rex rock or the beach . The view is stunning, the water is the most beautiful blue. There area has few view vistas to get your picture, however lines can be long and you can easily wait 15 mins for your 15 seconds. I stayed for about 15 mins before the crowds were overwhelming.There is a few warungs located here so food and drinks are plentiful. The hike down to the beach is around 30 minutes from the top but we opted not to do it.",youre think motorbike anywhere rethink driver road seriously bad 15 mile turns hour drive avoid pot hole super early crowd around 9 park hard find well get decent picture trex rock view stunning water beautiful blue area view vista picture line long easily wait 15 min 15 second stay 15 min crowd overwhelmingthere warungs locate food drink plentiful hike around 30 minute top opt,"{'neg': 0.112, 'neu': 0.675, 'pos': 0.213, 'compound': 0.836}",0.836,positive
Aug 2019,What an experience to be able to get to this place and finally be able to lean over the cliff. The pictures are amazing but do not do any justice to the actual view. Good luck going down :),experience able place finally able lean cliff picture amaze justice actual view good luck go,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.9153}",0.9153,positive
Nov 2019,"Breathtaking. A must see for the world traveller. To walk down is for able bodied experienced walkers and swimmers. Not for the faint hearted as is it a sheer cliff of several hundred metres. 30 mins down, over an hour back up. Those not able or wanting to go down can still get the best photos of their lives from the top. Cold refreshments available near the car park.",breathtaking must see world traveller walk able body experienced walker swimmer faint hearted sheer cliff several hundred metre 30 min hour back able wanting go still best photos live top cold refreshment available near car park,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.8402}",0.8402,positive
Nov 2019,"We came at 8 AM and there were o ly few other people. Lovely view. We didn't go down, because I've heard you have to slide some of the way down. They had new roads so it wasn't a problem driving scooter all the way there ",come 8 o ly people lovely view didnt go ive heard slide way new road wasnt problem driving scooter way,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.8644}",0.8644,positive
Nov 2019,"We arrived at Kelingking Beach early, before all the day-trippers, which I highly recommend. The view is absolutely stunning! We hiked only about 1/3 of the way down. The stairs are very steep and uneven. If you want to go the entire route they say it takes about 40 minutes to get down and an hour to get back up.Make sure to check out the view to the left of all of the restaurants. You can also get stunning pictures from that area.",arrive kelingking early daytrippers highly recommend view absolutely stun hike 13 way stair steep uneven want go entire route say take 40 minute hour back upmake sure check view leave restaurant stun picture area,"{'neg': 0.032, 'neu': 0.798, 'pos': 0.17, 'compound': 0.6361}",0.6361,positive
Nov 2019,"This trail will not be any easier, this trail will be rocky and difficult - this is absolutely perfect for kelingking beach!  If you want to get down in the heat and get back up - it has to be really good and fit, but it's worth it!  However, climbing is announced here and is not without danger!  So not suitable for everyone.  away down we needed 30 min and high 20 min.  exhausting but who made it, can be proud of itself.  The view from the top is of course unique and must be visited, if you are on Nusa Penida.",trail will easier trail will rocky difficult absolutely perfect kelingking want heat back really good fit worth climb announce without danger suitable everyone away need 30 min high 20 min exhaust make proud view top course unique must visit nusa penida,"{'neg': 0.08, 'neu': 0.51, 'pos': 0.411, 'compound': 0.955}",0.955,positive
Nov 2019,"Firstly, the road to get to this place is very reasonable compared to many in Penida.  That’s a bonus.  So you could scooter from the harbour to hear no worries. Now this place was just to beautiful.  There are many viewing spots for this place.  You can pay a 5000rp donation to go up to a viewing platform which I did and stayed there as it was magnificent.  I launched the drone from up there too.  I did lose some gps a bit when I went high so had to bring it down a bit.  Plus I am not a very experienced drone pilot. There are monkeys here too so if you’re scared get someone to shoe them away for you.  There’s plenty of warungs to eat or drink at.  Parking tip - they charge and then point you to a parking area, however you can ride closer down and park elsewhere.  This is an absolute must see in Penida.  We did not go down to the beach, however I believe it takes about 30-45 mins down and same up.  On sometimes vertical track where you have to slide on your bum.  Not for me.  You need to be super fit to go down to the beach. ",firstly road place reasonable compare many penida thats bonus scooter harbour hear worry now place beautiful many view spots place pay 5000rp donation go view platform stay magnificent launch drone lose gps bit go high bring bit plus experienced drone pilot monkey youre scar someone shoe away theres plenty warungs eat drink park tip charge point park area ride closer park elsewhere absolute must see penida go believe take 3045 min sometimes vertical track slide bum need super fit go,"{'neg': 0.072, 'neu': 0.745, 'pos': 0.183, 'compound': 0.9136}",0.9136,positive
Nov 2019,"We went in low season, but even then it was busy with Instagram warriors queuing up in sweltering heat for once spot at the top of the cliff. Ignore these clowns and walk about 100m down the cliff for the same if that's what you're there for.The preparation part: if you want to actually go on to the beach it's roughly a 25 min, relatively intense walk/climb down. Do not attempt in flip-flops, and bring a bottle of water each. There are choke points where you'll have to wait 5+ mins for people to go up/down, and it is very steep at points. Essentially they've tacted barriers onto quite a sheer cliff face.It's well worth the climb however. The beach was relatively quiet (note again low season), has a shop for drinks and light snacks.The waves were powerful. It's not a beach for chilled floating around unless you swim past the sand bar and break. (Which is totally do able). Also be aware there is a strong rip tide.Had a great time, it's very clear water aside the sand being churned up and refreshingly cool.",go low season even busy instagram warrior queue swelter heat spot top cliff ignore clown walk 100m cliff thats youre forthe preparation part want actually go roughly 25 min relatively intense walkclimb attempt flipflops bring bottle water choke point youll wait 5 min people go updown steep point essentially theyve tacted barrier onto quite sheer cliff faceits well worth climb relatively quiet note low season shop drink light snacksthe wave powerful chill float around unless swim past sand bar break totally able aware strong rip tidehad great time clear water aside sand churn refreshingly cool,"{'neg': 0.102, 'neu': 0.69, 'pos': 0.208, 'compound': 0.8768}",0.8768,positive
Nov 2019,"I have to admit, having been in Nusa Penida for a few days I couldn’t be bothered to do the 45 min trek down to the actual beach itself (what people who had just done the trip told me) having done so many of the hikes for the other stuff on the island I was just happy to look over the stunning view. The beach looks insane, so kind of gutted I didn’t go down! No one was in the water and the waves seem too powerful to swim.... which is what the below reviews also say. Absolutely stunning view and a must visit. ",admit nusa penida day couldnt bother 45 min trek actual people do trip tell do many hike stuff island happy look stun view look insane kind gutted didnt go one water wave seem powerful swim review say absolutely stunning view must visit,"{'neg': 0.05, 'neu': 0.644, 'pos': 0.306, 'compound': 0.9174}",0.9174,positive
Nov 2019,The view at Kelingking Beach is stunning!The place is quite busy with tourists but not overly packed. You can choose to descend the steep flight of stairs to the beach itself. But make sure you leave enough energy to climb back up! 😄Not much activities here to do there except to admire the beautiful scenery. ,view kelingking stunningthe place quite busy tourist overly pack choose descend steep flight stair make sure leave enough energy climb back much activity except admire beautiful scenery,"{'neg': 0.035, 'neu': 0.636, 'pos': 0.329, 'compound': 0.8807}",0.8807,positive
Nov 2019,"What an amazing spot!  Water colour is stunning. White sand. Clean beach. Waves can be rough so you need to be careful. The climb up and down is for the fit otherwise it will be a struggle coming up. It is very steep and can be narrow in parts. Most of the track is made from clay so it isn’t man made ‘stairs’. We wore thongs going down, not a good idea! And we put our joggers on coming back up. If you have joggers definitely wear them. Take water a large one with you in a backpack as you will need both hands free for the climb. There is water on sale on the beach but I believe it is expensive. Only toilets are at the top of the cliff none on the beach. Do this as early as you can as it is very hot climbing. Definitely worth seeing. ",amaze spot water colour stun white sand clean wave rough need careful climb fit will struggle come steep narrow part track make clay isnt man make stair wear thong go good idea put jogger come back jogger definitely wear take water large one backpack will need hand free climb water sale believe expensive toilet top cliff none early hot climb definitely worth see,"{'neg': 0.028, 'neu': 0.621, 'pos': 0.351, 'compound': 0.9735}",0.9735,positive
Nov 2019,Hands down one of the most beautiful places one can see. The colors of the water from up above the cliff is mesmerizing to say the least.A must visit place when in Bali/Nusa Penida. Just come prepared with good shoes and water as it can be too hot. ,hand one beautiful place one see color water cliff mesmerize say leasta must visit place balinusa penida come prepare good shoe water hot,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.875}",0.875,positive
Nov 2019,"Our trip in Nusa Penida was unforgettable moment, thanks to Mustika Nusa Penida Tour especially to Sir Dewarai, very accomodating and he knows the good spot for picture for instagram ! Super thank you kuya ! You're the best ! I will recommend this Mustika Nusa Penida Tour can speak english and very accomodating",trip nusa penida unforgettable moment thanks mustika nusa penida tour especially sir dewarai accomodating know good spot picture instagram super thank kuya youre best will recommend mustika nusa penida tour speak english accomodating,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.9578}",0.9578,positive
Sep 2019,"The Second time, this still recommended Beach. Clean Beach, Nice Beach, Nice Sunset in Here. Must try to go down. ",second time still recommend clean nice nice sunset must try go,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.8689}",0.8689,positive
